Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
8.0,Vittor Richardh,Defensive Midfield,"May 15, 2003 ",20,Brazil,Brazil,,"1,80",-,,Brazil,,,
,Vinícius Vianna,Defensive Midfield,"Jun 10, 2003 ",20,Brazil,Brazil,Rio de Janeiro,"1,80",-,CM,Brazil,,CM,
,Pedro Baltazar,Defensive Midfield,"Sep 15, 2003 ",20,Brazil,Brazil,,,-,CB,Brazil,,CB,
,Coquinho,Defensive Midfield,"Dec 1, 2003 ",20,Brazil,Brazil,,"1,85",-,,Brazil,,,
,Marcos Alexandre,Defensive Midfield,"Oct 31, 2003 ",20,Brazil,Brazil,Sao Mateus,"1,79",-,AM,Brazil,,AM,
,Luciano,Defensive Midfield,"Feb 26, 2003 ",21,Brazil,Brazil,,"1,85",-,CM,Brazil,,CM,
,Thiago Peralta,Defensive Midfield,"Dec 24, 2003 ",20,Brazil,Brazil,,,-,,Brazil,,,
,Fernando,Defensive Midfield,"Jun 18, 2003 ",20,Brazil,Brazil,Recife,"1,88",-,,Brazil,,,
,Eliel Costa,Defensive Midfield,"Mar 24, 2003 ",20,Brazil,Brazil,Orleans,"1,70",-,CM   CB,Brazil,,CM,CB
,Fubá,Defensive Midfield,"Mar 7, 2003 ",21,Brazil,Brazil,Rio de Janeiro,"1,80",-,,Brazil,,,
,Yan Tanque,Defensive Midfield,"Mar 27, 2003 ",20,Brazil,Brazil,,"1,85",-,,Brazil,,,
,Weverson,Defensive Midfield,"Aug 11, 2003 ",20,Brazil,Brazil,Tamandare,"1,86",-,CM,Brazil,,CM,
,Romarinho,Defensive Midfield,"Jan 27, 2003 ",21,Brazil,Brazil,,,-,,Brazil,,,
,Allyson,Defensive Midfield,"Feb 10, 2003 ",21,Brazil,Brazil,,,-,,Brazil,,,
46.0,Felipe Negrucci,Defensive Midfield,"May 4, 2004 ",19,Brazil,Brazil,Limeira,"1,79",€500k,CB,Brazil,,CB,
14.0,Rafa Barcelos,Defensive Midfield,"Jan 25, 2004 ",20,Brazil,Brazil,Contagem,,€100k,CB,Brazil,,CB,
,Randerson,Defensive Midfield,"Mar 12, 2004 ",20,Brazil,Brazil,,,€50k,CM   RB,Brazil,,CM,RB
,Guto,Defensive Midfield,"May 3, 2004 ",19,Brazil,Brazil,,"1,79",-,CM   AM,Brazil,,CM,AM
,Kayque Guilherme,Defensive Midfield,"Sep 29, 2004 ",19,Brazil,Brazil,,"1,80",-,,Brazil,,,
,Samuel Felix Rodrigues,Defensive Midfield,"Jan 2, 2004 ",20,Brazil,Brazil,,"1,83",-,CM,Brazil,,CM,
,Baranhas,Defensive Midfield,"Mar 10, 2004 ",20,Brazil,Brazil,,,-,,Brazil,,,
,João Victor,Defensive Midfield,"Jan 31, 2004 ",20,Brazil,Brazil,Piaui,,-,CM,Brazil,,CM,
,Noca,Defensive Midfield,"Apr 26, 2004 ",19,Brazil,Brazil,,,-,,Brazil,,,
,Marcos Rondon,Defensive Midfield,"May 29, 2004 ",19,Brazil,Brazil,,"1,85",-,RM,Brazil,,RM,
,Wesley,Defensive Midfield,"Jan 31, 2004 ",20,Brazil,Brazil,,,-,CB,Brazil,,CB,
,Pedro Ivo,Defensive Midfield,"Jun 9, 2004 ",19,Brazil,Brazil,,,-,,Brazil,,,
,Uba,Defensive Midfield,"May 12, 2004 ",19,Brazil,Brazil,,,-,RB,Brazil,,RB,
,Thiago Henrique,Defensive Midfield,"Apr 27, 2004 ",19,Brazil,Brazil,,,€150k,,Brazil,,,
37.0,Charlys,Defensive Midfield,"Feb 19, 2004 ",20,Brazil,Brazil,Maceio,"1,88",€100k,CM,Brazil,,CM,
,Adrian,Defensive Midfield,"May 13, 2004 ",19,Brazil,Brazil,,,-,CM,Brazil,,CM,
,João Miguel,Defensive Midfield,"Feb 26, 2004 ",20,Brazil,Brazil,,,-,,Brazil,,,
,Pedro Júnior,Defensive Midfield,"Feb 11, 2004 ",20,Brazil,Brazil,,"1,78",-,,Brazil,,,
,Clayton,Defensive Midfield,"Feb 24, 2004 ",20,Brazil,Brazil,,,-,,Brazil,,,
,Vinicius Oliveira,Defensive Midfield,"Jan 3, 2004 ",20,Brazil,Brazil,,"1,72",-,,Brazil,,,
,Fabricio,Defensive Midfield,"Aug 26, 2004 ",19,Brazil,Brazil,Pinhais,,-,LB,Brazil,,LB,
,Vitão,Defensive Midfield,"Jan 15, 2004 ",20,Brazil,Brazil,,"1,78",-,CM,Brazil,,CM,
,Gabriel Linhares,Defensive Midfield,"May 31, 2004 ",19,Brazil,Brazil,,,-,,Brazil,,,
,Wanderson,Defensive Midfield,"Apr 14, 2004 ",19,Brazil,Brazil,Alto Parnaiba,,-,CM,Brazil,,CM,
,Gabriel Paz,Defensive Midfield,"Jun 24, 2004 ",19,Brazil,Brazil,,,-,RB,Brazil,,RB,
,Danillo,Defensive Midfield,"May 1, 2004 ",19,Brazil,Brazil,,,-,,Brazil,,,
,Dantas,Defensive Midfield,"Jul 25, 2004 ",19,Brazil,Brazil,Rio de Janeiro,"1,89",-,CB,Brazil,,CB,
15.0,Kauã Diniz,Defensive Midfield,"Mar 7, 2004 ",20,Brazil,Brazil,Sete Lagoas,,-,,Brazil,,,
,João Vitor,Defensive Midfield,"Jun 22, 2004 ",19,Brazil,Brazil,Divinopolis,,-,,Brazil,,,
,André Klaus,Defensive Midfield,"Mar 30, 2004 ",19,Brazil,Brazil,Sao Sebastiao,"1,91",-,CB,Brazil,,CB,
,Gabriel Pedra,Defensive Midfield,"Jan 29, 2004 ",20,Brazil,Brazil,,,-,,Brazil,,,
,PH,Defensive Midfield,"Oct 13, 2004 ",19,Brazil,Brazil,Joinville,"1,85",-,CM   RB,Brazil,,CM,RB
18.0,Jean Carlos,Defensive Midfield,"Feb 8, 2004 ",20,Brazil,Brazil,Sao Paulo,"1,75",-,CM,Brazil,,CM,
,Thomas Andrey,Defensive Midfield,"Jan 7, 2004 ",20,Brazil,Brazil,Valente,,-,LB,Brazil,,LB,
,Kléber,Defensive Midfield,"Mar 6, 2004 ",20,Brazil,Brazil,,"1,78",-,,Brazil,,,
,Solano,Defensive Midfield,"Jul 3, 2004 ",19,Brazil,Brazil,,,-,,Brazil,,,
,Emanuel,Defensive Midfield,"Jan 31, 2004 ",20,Brazil,Brazil,Brasilia,,-,,Brazil,,,
,Lukayan,Defensive Midfield,"Feb 23, 2004 ",20,Brazil,Brazil,Cachoeirinha,"1,72",-,,Brazil,,,
,Jeovan,Defensive Midfield,"Apr 7, 2004 ",19,Brazil,Brazil,,"1,79",-,CM,Brazil,,CM,
,Bernardo Daflon,Defensive Midfield,"Apr 20, 2004 ",19,Brazil,Brazil,,,-,,Brazil,,,
8.0,Erick,Defensive Midfield,"Feb 29, 2004 ",20,Brazil,Brazil,Sao Paulo,"1,76",-,RB,Brazil,,RB,
,Ademilso Júnior,Defensive Midfield,"Aug 21, 2004 ",19,Brazil,Brazil,Curitiba,"1,84",-,,Brazil,,,
,Lucas Eduardo,Defensive Midfield,"Jan 13, 2004 ",20,Brazil,Brazil,Rio de Janeiro,,-,,Brazil,,,
18.0,Guilherme Schneiders,Defensive Midfield,"Sep 22, 2004 ",19,Brazil,Brazil,Boa Vista do Burica,,-,,Brazil,,,
,Léo Azevedo,Defensive Midfield,"Mar 14, 2004 ",20,Brazil,Brazil,Caetes,"1,81",-,CM   AM,Brazil,,CM,AM
,Elielson,Defensive Midfield,"Jan 13, 2004 ",20,Brazil,Brazil,,,-,,Brazil,,,
,Badá,Defensive Midfield,"Mar 28, 2004 ",19,Brazil,Brazil,,"1,77",-,,Brazil,,,
,Caio Garcia,Defensive Midfield,"Apr 3, 2004 ",19,Brazil,Brazil,,"1,75",-,CM   LB,Brazil,,CM,LB
10.0,Hiago Santos,Defensive Midfield,"Feb 15, 2004 ",20,Brazil,Brazil,Rio de Janeiro,,-,CM   AM,Brazil,,CM,AM
,Gustavo Siqueira,Defensive Midfield,"Sep 24, 2004 ",19,Brazil,Brazil,,,-,CM,Brazil,,CM,
,Thiago Medeiros,Defensive Midfield,"Jan 7, 2004 ",20,Brazil,Brazil,Macapa,"1,76",-,CM   AM,Brazil,,CM,AM
25.0,Kauê,Defensive Midfield,"Oct 22, 2004 ",19,Brazil,Brazil,,"1,76",-,CM,Brazil,,CM,
,Rian Alves,Defensive Midfield,"Apr 22, 2004 ",19,Brazil,Brazil,Rio De Janeiro,"1,80",-,,Brazil,,,
,Dudu,Defensive Midfield,"Feb 12, 2004 ",20,Brazil,Brazil,,,-,,Brazil,,,
44.0,Gabriel Moscardo,Defensive Midfield,"Sep 28, 2005 ",18,Brazil,Brazil,Taubate,"1,85",€15.00m,CM   AM,Brazil,,CM,AM
5.0,João Araújo,Defensive Midfield,"Jun 20, 2005 ",18,Brazil,Brazil,Porto Alegre,,€100k,CM,Brazil,,CM,
15.0,Josué Souza,Defensive Midfield,"Apr 25, 2005 ",18,Brazil,Brazil,Nova Iguacu,,€100k,CM,Brazil,,CM,
30.0,Rafael Devisate,Defensive Midfield,"Aug 2, 2005 ",18,"Brazil, Germany",Brazil,Sorocaba,,€50k,,Brazil, Germany,,
,Luiz Vidal,Defensive Midfield,"Feb 24, 2005 ",19,Brazil,Brazil,,"1,70",-,,Brazil,,,
,Gabriel Renck,Defensive Midfield,"Feb 23, 2005 ",19,Brazil,Brazil,,"1,72",-,,Brazil,,,
,Rauã,Defensive Midfield,"May 16, 2005 ",18,Brazil,Brazil,Aracaju,"1,73",-,,Brazil,,,
,Pedro Godinho Fernandes,Defensive Midfield,"May 6, 2005 ",18,Brazil,Brazil,Sao Paulo,,-,,Brazil,,,
,Kauê Leonardo,Defensive Midfield,"Apr 11, 2005 ",18,Brazil,Brazil,,,-,,Brazil,,,
,Victor Melo,Defensive Midfield,"Aug 14, 2005 ",18,Brazil,Brazil,,,-,,Brazil,,,
,Risada,Defensive Midfield,"Apr 18, 2005 ",18,Brazil,Brazil,,,-,,Brazil,,,
8.0,Caio Araújo,Defensive Midfield,"Jun 9, 2005 ",18,Brazil,Brazil,Rio de Janeiro,"1,79",-,CM,Brazil,,CM,
,Léo Vinicius,Defensive Midfield,"Apr 18, 2005 ",18,Brazil,Brazil,,,-,,Brazil,,,
8.0,Rayan Lucas,Defensive Midfield,"Jan 3, 2005 ",19,Brazil,Brazil,,,€300k,CM,Brazil,,CM,
,Dohmann,Defensive Midfield,"Mar 15, 2005 ",19,Brazil,Brazil,,,€100k,,Brazil,,,
,Nathan Camargo,Defensive Midfield,"Jul 25, 2005 ",18,Brazil,Brazil,Limeira,"1,77",€100k,,Brazil,,,
,Guilherme Gehring,Defensive Midfield,"May 9, 2005 ",18,Brazil,Brazil,Novo Hamburgo,"1,80",€50k,,Brazil,,,
,Breno Augusto,Defensive Midfield,"Dec 15, 2005 ",18,Brazil,Brazil,,"1,84",-,CB,Brazil,,CB,
,Miguel Contiero,Defensive Midfield,"Jun 6, 2005 ",18,Brazil,Brazil,Nuporanga,"1,74",-,,Brazil,,,
5.0,Mairlon Oliveira,Defensive Midfield,"Aug 7, 2005 ",18,Brazil,Brazil,,"1,80",-,CM   RB,Brazil,,CM,RB
,Victor Diotti,Defensive Midfield,"Feb 24, 2005 ",19,Brazil,Brazil,Rio de Janeiro,,-,,Brazil,,,
,Bilão,Defensive Midfield,"Dec 11, 2005 ",18,Brazil,Brazil,,,-,CB,Brazil,,CB,
,Andrey,Defensive Midfield,"May 5, 2005 ",18,Brazil,Brazil,Soledade,,-,,Brazil,,,
,Zé Phelipe,Defensive Midfield,"Jun 14, 2005 ",18,Brazil,Brazil,,,-,CM   LM,Brazil,,CM,LM
,Bruno Feijó,Defensive Midfield,"May 18, 2005 ",18,"Brazil, Armenia",Brazil,,"1,80",-,CM,Brazil, Armenia,CM,
,Lucas Farias,Defensive Midfield,"Dec 10, 2005 ",18,Brazil,Brazil,Porto Alegre,"1,75",-,,Brazil,,,
,Murilo,Defensive Midfield,"May 30, 2005 ",18,Brazil,Brazil,,,-,,Brazil,,,
,Diego Gabriel,Defensive Midfield,"Jul 27, 2005 ",18,Brazil,Brazil,Cruz Alta,,-,,Brazil,,,
,Enzo Trentin,Defensive Midfield,"Nov 18, 2005 ",18,Brazil,Brazil,,"1,82",-,CM,Brazil,,CM,
,Lucas Nunes,Defensive Midfield,"Oct 3, 2005 ",18,Brazil,Brazil,Cuiaba,,-,,Brazil,,,
,Vinicios Luiz Alcantara Vieira,Defensive Midfield,"Jun 8, 2005 ",18,"Brazil, Switzerland",Brazil,,,-,,Brazil, Switzerland,,
,João Costa,Defensive Midfield,"Mar 1, 2005 ",19,Brazil,Brazil,,,-,,Brazil,,,
,Juan Fernandes,Defensive Midfield,"Jan 18, 2005 ",19,Brazil,Brazil,,,-,CM,Brazil,,CM,
,Murilo Oncken,Defensive Midfield,"Nov 12, 2005 ",18,"Brazil, Portugal",Brazil,,"1,85",-,,Brazil, Portugal,,
,Neto,Defensive Midfield,"Jul 14, 2005 ",18,Brazil,Brazil,Monte Alegre de Minas,,-,,Brazil,,,
,Vitor André,Defensive Midfield,"Oct 25, 2005 ",18,Brazil,Brazil,Sao Paulo,"1,83",-,,Brazil,,,
29.0,Romário,Central Midfield,"Aug 10, 1985 ",38,"Brazil, Sweden",Brazil,Imperatriz,"1,74",€200k,,Brazil, Sweden,,
,Thiago Ribeiro,Central Midfield,"Jan 23, 1985 ",39,Brazil,Brazil,Rio de Janeiro,"1,76",€25k,DM   AM,Brazil,,DM,AM
,Ricardinho,Central Midfield,"Dec 15, 1985 ",38,Brazil,Brazil,Rosario do Sul,"1,75",-,AM   RM,Brazil,,AM,RM
,Rodrigo,Central Midfield,"May 12, 1985 ",38,Brazil,Brazil,Porto Alegre,"1,71",-,DM,Brazil,,DM,
,Joca,Central Midfield,"Jun 24, 1985 ",38,Brazil,Brazil,Alto Paraiso de Goias,"1,79",-,LM   DM,Brazil,,LM,DM
,Diogo Gomes,Central Midfield,"Sep 12, 1985 ",38,Brazil,Brazil,Curitiba,"1,83",-,,Brazil,,,
,Amarildo,Central Midfield,"Mar 20, 1985 ",38,Brazil,Brazil,Taguatinga,"1,69",-,DM   LB,Brazil,,DM,LB
,Felipe,Central Midfield,"Jan 15, 1985 ",39,Brazil,Brazil,Sao Paulo,"1,84",-,,Brazil,,,
,Dennis Pena Lamego,Central Midfield,"Jun 17, 1985 ",38,Brazil,Brazil,Manaus,"1,79",-,,Brazil,,,
,Benny Feilhaber,Central Midfield,"Jan 19, 1985 ",39,"United States, Austria",Brazil,Rio de Janeiro,"1,75",-,AM   DM,United States, Austria,AM,DM
22.0,Luíz Carlos,Central Midfield,"Jul 5, 1985 ",38,Brazil,Brazil,Itaguai,"1,75",€50k,DM   AM,Brazil,,DM,AM
,Leandro Negretti,Central Midfield,"Mar 1, 1985 ",39,Brazil,Brazil,Sao Paulo,"1,87",-,DM   CB,Brazil,,DM,CB
,Álvaro Dias,Central Midfield,"Dec 15, 1985 ",38,"Portugal, Brazil",Brazil,Sao Paulo,"1,77",-,DM,Portugal, Brazil,DM,
,Diones,Central Midfield,"Jun 21, 1985 ",38,Brazil,Brazil,Timbiras,"1,78",-,DM   AM,Brazil,,DM,AM
,Kim,Central Midfield,"Nov 18, 1985 ",38,Brazil,Brazil,Goiania,"1,78",-,,Brazil,,,
,Elias,Central Midfield,"May 16, 1985 ",38,Brazil,Brazil,Sao Paulo,"1,73",-,DM   AM,Brazil,,DM,AM
,Fabio Pinho,Central Midfield,"Oct 9, 1985 ",38,Brazil,Brazil,Dois Irmaos,"1,91",-,,Brazil,,,
,Maicon,Central Midfield,"Sep 14, 1985 ",38,Brazil,Brazil,Rio de Janeiro,"1,84",-,DM   AM,Brazil,,DM,AM
,Olberdam,Central Midfield,"Feb 6, 1985 ",39,Brazil,Brazil,Joao Pessoa,"1,80",-,DM,Brazil,,DM,
,Galdino,Central Midfield,N/A ,38,Brazil,Brazil,Rio de Janeiro,"1,80",-,AM   LM,Brazil,,AM,LM
,Juninho Valoura,Central Midfield,"Mar 20, 1986 ",37,Brazil,Brazil,Rio de Janeiro,"1,72",€200k,DM   AM,Brazil,,DM,AM
10.0,Cleiton,Central Midfield,"Dec 9, 1986 ",37,Brazil,Brazil,Uruguaiana,"1,77",€125k,AM   DM,Brazil,,AM,DM
8.0,Leonardo Pantaleao,Central Midfield,N/A ,37,Brazil,Brazil,Ribeirao Preto,"1,88",-,DM   CB,Brazil,,DM,CB
,Alex Porto,Central Midfield,"May 21, 1986 ",37,"Brazil, Portugal",Brazil,Tocantinopolis,"1,77",-,DM   CB,Brazil, Portugal,DM,CB
,Leo Tomé,Central Midfield,"Sep 17, 1986 ",37,"Brazil, Portugal",Brazil,Sao Paulo,"1,70",-,AM   RM,Brazil, Portugal,AM,RM
,Elton,Central Midfield,"Feb 12, 1986 ",38,Brazil,Brazil,Cuiaba,"1,78",-,DM   AM,Brazil,,DM,AM
,Robson,Central Midfield,"Nov 3, 1986 ",37,Brazil,Brazil,Rio de Janeiro,"1,75",-,DM   AM,Brazil,,DM,AM
,Fabrício,Central Midfield,"Jun 13, 1986 ",37,Brazil,Brazil,Tome Acu,"1,69",-,,Brazil,,,
,Júnior,Central Midfield,"Feb 28, 1986 ",38,Brazil,Brazil,Rio de Janeiro,"1,80",-,DM,Brazil,,DM,
50.0,Toró,Central Midfield,"Apr 13, 1986 ",37,Brazil,Brazil,Rio de Janeiro,"1,71",-,DM   AM,Brazil,,DM,AM
,Marco Nicoletti,Central Midfield,"May 19, 1986 ",37,"Italy, Brazil",Brazil,Recife,"1,76",-,,Italy, Brazil,,
,Bruno Silva,Central Midfield,"Aug 3, 1986 ",37,Brazil,Brazil,Nova Lima,"1,82",€200k,DM   RM,Brazil,,DM,RM
,Dudu,Central Midfield,"Oct 26, 1986 ",37,Brazil,Brazil,Para,"1,75",-,DM,Brazil,,DM,
,Washington,Central Midfield,"Nov 16, 1986 ",37,Brazil,Brazil,Recife,"1,82",-,DM,Brazil,,DM,
10.0,Bruno Figueiredo,Central Midfield,"Sep 11, 1986 ",37,Brazil,Brazil,Santos,"1,81",-,,Brazil,,,
,Jerson,Central Midfield,"Nov 23, 1986 ",37,Brazil,Brazil,Fortaleza,"1,76",-,DM   AM,Brazil,,DM,AM
,Tony,Central Midfield,"May 29, 1986 ",37,Brazil,Brazil,Sao Paulo,"1,76",-,AM   SS,Brazil,,AM,SS
71.0,Tarcísio,Central Midfield,"Mar 1, 1986 ",38,Brazil,Brazil,Riachuelo,"1,72",-,LM   DM,Brazil,,LM,DM
,Fred,Central Midfield,"Jul 22, 1986 ",37,Brazil,Brazil,Salvador da Bahia,"1,85",-,,Brazil,,,
,William,Central Midfield,"Nov 20, 1986 ",37,"Brazil, Mexico",Brazil,Sao Paulo,"1,75",-,DM,Brazil, Mexico,DM,
16.0,Vinicius,Central Midfield,"May 16, 1986 ",37,"Brazil, Portugal",Brazil,Campo Grande,"1,86",-,DM,Brazil, Portugal,DM,
,Rômulo,Central Midfield,"May 22, 1987 ",36,"Italy, Brazil",Brazil,Pelotas,"1,78",€300k,RB   RM,Italy, Brazil,RB,RM
19.0,Felipe Klein,Central Midfield,"Apr 9, 1987 ",36,"Brazil, Uruguay",Brazil,Porto Alegre,"1,77",€25k,RW   LW,Brazil, Uruguay,RW,LW
,Rômulo,Central Midfield,"Dec 9, 1987 ",36,Brazil,Brazil,Frutal,"1,81",-,,Brazil,,,
,Marcelo Pinho Santos Souza,Central Midfield,"Mar 13, 1987 ",37,Brazil,Brazil,Salvador da Bahia,,-,AM   CF,Brazil,,AM,CF
,Camargo,Central Midfield,"May 4, 1987 ",36,Brazil,Brazil,Vinhedo,"1,77",-,DM   AM,Brazil,,DM,AM
,Uelliton,Central Midfield,"Aug 28, 1987 ",36,Brazil,Brazil,Monte Santo,"1,72",-,AM,Brazil,,AM,
,Alan Casagrande,Central Midfield,"Feb 16, 1987 ",37,"Brazil, Italy",Brazil,Rio de Janeiro,"1,73",-,,Brazil, Italy,,
,Wesley,Central Midfield,"Jun 24, 1987 ",36,Brazil,Brazil,Catanduva,"1,79",-,AM   RM,Brazil,,AM,RM
,Juninho Botelho,Central Midfield,"Jan 19, 1987 ",37,Brazil,Brazil,Porto Alegre,"1,78",-,,Brazil,,,
,Flávio Beck Junior,Central Midfield,"Mar 14, 1987 ",37,"Brazil, Croatia",Brazil,Augusto Pestana,"1,82",-,AM   DM,Brazil, Croatia,AM,DM
,Pedro Abelha,Central Midfield,"Jan 5, 1987 ",37,"Portugal, Brazil",Brazil,Niteroi,"1,83",-,,Portugal, Brazil,,
,Eloir,Central Midfield,"Sep 7, 1987 ",36,Brazil,Brazil,Uruguaiana,"1,82",€100k,AM   DM,Brazil,,AM,DM
16.0,Diego Santos,Central Midfield,"Aug 9, 1987 ",36,Brazil,Brazil,Rio de Janeiro,"1,78",-,,Brazil,,,
,Vitor Cruz,Central Midfield,"Feb 1, 1987 ",37,Brazil,Brazil,Vera Cruz,"1,81",-,DM   RM,Brazil,,DM,RM
,Edenilson,Central Midfield,"Sep 13, 1987 ",36,"Brazil, Italy",Brazil,Carlos Barbosa,"1,86",-,AM,Brazil, Italy,AM,
,Jackson Caucaia,Central Midfield,"May 21, 1987 ",36,Brazil,Brazil,Caucaia,"1,77",-,,Brazil,,,
,Caique,Central Midfield,"Jan 10, 1987 ",37,Brazil,Brazil,Salvador,"1,85",-,AM   LM,Brazil,,AM,LM
,Ramires,Central Midfield,"Mar 24, 1987 ",36,Brazil,Brazil,Barra do Pirai,"1,79",-,RM   DM,Brazil,,RM,DM
,Pedro Ken,Central Midfield,"Mar 20, 1987 ",36,Brazil,Brazil,Curitiba,"1,82",-,AM   DM,Brazil,,AM,DM
,Campos,Central Midfield,"Feb 27, 1987 ",37,Brazil,Brazil,Sorocaba,"1,75",-,,Brazil,,,
,Ji-Paraná,Central Midfield,"Jun 11, 1987 ",36,Brazil,Brazil,Ji-Parana,"1,72",-,AM,Brazil,,AM,
20.0,Renato Augusto,Central Midfield,"Feb 8, 1988 ",36,Brazil,Brazil,Rio de Janeiro,"1,86",€1.20m,AM   SS,Brazil,,AM,SS
15.0,Moisés,Central Midfield,"Mar 17, 1988 ",35,Brazil,Brazil,Belo Horizonte,"1,84",€300k,AM   SS,Brazil,,AM,SS
19.0,Eliomar,Central Midfield,"Mar 16, 1988 ",35,Brazil,Brazil,Cardoso Moreira,"1,75",€50k,LW   AM,Brazil,,LW,AM
,Baby,Central Midfield,"Jan 30, 1988 ",36,Brazil,Brazil,,,-,,Brazil,,,
,Cloves,Central Midfield,"Jun 15, 1988 ",35,Brazil,Brazil,,"1,91",-,AM   DM,Brazil,,AM,DM
6.0,Ragner Paula,Central Midfield,"Nov 14, 1988 ",35,"Brazil, Portugal",Brazil,Ipojuca,"1,76",-,AM   DM,Brazil, Portugal,AM,DM
,Gabriel Vieira,Central Midfield,"Feb 5, 1988 ",36,Brazil,Brazil,Sorocaba,"1,79",-,DM,Brazil,,DM,
,Clayton,Central Midfield,"Nov 8, 1988 ",35,Brazil,Brazil,Piracicaba,"1,78",-,DM,Brazil,,DM,
,Rodrigo Menezes,Central Midfield,"Aug 9, 1988 ",35,Brazil,Brazil,Taguatinga,"1,87",-,,Brazil,,,
,Carlos Alberto,Central Midfield,"Feb 22, 1988 ",36,Brazil,Brazil,Sao Paulo,"1,74",-,AM,Brazil,,AM,
,Vinícius Kiss,Central Midfield,"Jun 8, 1988 ",35,Brazil,Brazil,Sao Paulo,"1,83",-,DM   AM,Brazil,,DM,AM
20.0,Vinícius Hess,Central Midfield,"Jan 16, 1988 ",36,"Brazil, Italy",Brazil,Curitiba,"1,77",-,DM,Brazil, Italy,DM,
,Somália,Central Midfield,"Sep 28, 1988 ",35,Brazil,Brazil,Rio de Janeiro,"1,81",-,RM   RB,Brazil,,RM,RB
18.0,Paulinho,Central Midfield,"Jul 25, 1988 ",35,Brazil,Brazil,Sao Paulo,"1,83",€500k,DM   AM,Brazil,,DM,AM
14.0,Alex Lima,Central Midfield,"Dec 15, 1988 ",35,"Brazil, United States",Brazil,Sao Paulo,"1,74",€275k,LW   LM,Brazil, United States,LW,LM
17.0,Marcos Paulo,Central Midfield,"Jul 13, 1988 ",35,"Brazil, Italy",Brazil,Pedro Leopoldo,"1,82",€50k,AM   DM,Brazil, Italy,AM,DM
,Delciney,Central Midfield,"Nov 11, 1988 ",35,Brazil,Brazil,Manaus,"1,72",-,DM   RB,Brazil,,DM,RB
8.0,Marcelo,Central Midfield,"Jun 24, 1988 ",35,Brazil,Brazil,Rio Bonito,"1,75",-,AM   DM,Brazil,,AM,DM
,Daniel Barros,Central Midfield,"Aug 21, 1988 ",35,Brazil,Brazil,,"1,68",-,DM,Brazil,,DM,
,Felipe Baiano,Central Midfield,"Dec 22, 1988 ",35,Brazil,Brazil,Porto Seguro,"1,78",-,AM,Brazil,,AM,
,Lohan,Central Midfield,N/A ,36,Brazil,Brazil,Curitiba,"1,71",-,AM   SS,Brazil,,AM,SS
,Renan,Central Midfield,"Feb 5, 1988 ",36,Brazil,Brazil,,"1,64",-,RB,Brazil,,RB,
,Jefferson Soares,Central Midfield,"Apr 4, 1988 ",35,Brazil,Brazil,Volta Redonda,"1,83",-,AM,Brazil,,AM,
,Da Silva,Central Midfield,"Jan 4, 1988 ",36,Brazil,Brazil,Juiz de Fora,"1,78",-,DM   CB,Brazil,,DM,CB
,Júnior Paraíba,Central Midfield,"Jan 1, 1988 ",36,Brazil,Brazil,Joao Pessoa,"1,84",-,DM,Brazil,,DM,
,Marconi,Central Midfield,"Jun 22, 1988 ",35,Brazil,Brazil,Teixeira de Freitas,"1,75",-,DM,Brazil,,DM,
,Marcos,Central Midfield,"Jun 11, 1988 ",35,Brazil,Brazil,Maceio,"1,71",-,LW   LB,Brazil,,LW,LB
,Bruno César,Central Midfield,"Nov 3, 1988 ",35,"Brazil, Italy",Brazil,Santa Barbara d'Oeste,"1,78",-,AM   LM,Brazil, Italy,AM,LM
,Anderson,Central Midfield,"Apr 13, 1988 ",35,Brazil,Brazil,Porto Alegre,"1,76",-,AM,Brazil,,AM,
,Renan,Central Midfield,"Nov 28, 1988 ",35,Brazil,Brazil,Rio de Janeiro,"1,70",-,AM   DM,Brazil,,AM,DM
,Erick,Central Midfield,"Mar 24, 1988 ",35,Brazil,Brazil,Ilha Solteira,"1,79",-,DM,Brazil,,DM,
,Bruno Gallo,Central Midfield,"May 7, 1988 ",35,Brazil,Brazil,Niteroi,"1,82",-,AM   DM,Brazil,,AM,DM
8.0,Edenilson,Central Midfield,"Dec 18, 1989 ",34,Brazil,Brazil,Porto Alegre,"1,75",€1.80m,AM   DM,Brazil,,AM,DM
30.0,Júnior Urso,Central Midfield,"Mar 10, 1989 ",35,Brazil,Brazil,Taboao da Serra,"1,81",€400k,AM   DM,Brazil,,AM,DM
20.0,Richard Almeyda,Central Midfield,"Mar 20, 1989 ",34,"Azerbaijan, Brazil",Brazil,Sao Paulo,"1,77",€200k,AM   DM,Azerbaijan, Brazil,AM,DM
15.0,Christian,Central Midfield,"Jun 14, 1989 ",34,"Brazil, Portugal",Brazil,Belem do Para,"1,82",€100k,DM   LB,Brazil, Portugal,DM,LB
23.0,Denis,Central Midfield,"Jan 8, 1989 ",35,"Brazil, Portugal",Brazil,,"1,80",-,AM,Brazil, Portugal,AM,
,Joilson,Central Midfield,"Aug 21, 1989 ",34,Brazil,Brazil,,,-,,Brazil,,,
,Rodrigo de Jesus Mendes,Central Midfield,N/A ,34,Brazil,Brazil,,"1,87",-,,Brazil,,,
,Lucas Michels,Central Midfield,"Mar 28, 1989 ",34,Brazil,Brazil,Curitiba,"1,78",-,DM,Brazil,,DM,
