Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
30.0,Miguel Da Silva,Defensive Midfield,"Feb 27, 1993 ",31,"['Portugal', 'Brazil']",Brazil,,,-,CM
,Felipe Dias,Defensive Midfield,"Oct 10, 1993 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,72",-,LB
,Felipe Guedes,Defensive Midfield,"Feb 8, 1993 ",31,['Brazil'],Brazil,Santo Cristo,"1,89",-,
,Alan Schons,Defensive Midfield,"May 24, 1993 ",30,['Brazil'],Brazil,Bom Princípio (RS),"1,80",-,CM   RM
17.0,Wellington Cézar,Defensive Midfield,"Dec 21, 1993 ",30,['Brazil'],Brazil,Recife,"1,83",-,CM   CB
,Liniker,Defensive Midfield,"Jun 17, 1993 ",30,['Brazil'],Brazil,,"1,81",-,
,Valkenedy,Defensive Midfield,"Jun 13, 1993 ",30,['Brazil'],Brazil,,"1,80",-,CM
,Guilherme Amorim,Defensive Midfield,"Apr 30, 1993 ",30,['Brazil'],Brazil,São José dos Campos,"1,74",-,CM
,Edson Magal,Defensive Midfield,"Jun 21, 1993 ",30,['Brazil'],Brazil,Salvador,"1,74",-,CM
,Romário,Defensive Midfield,"Jun 4, 1993 ",30,['Brazil'],Brazil,Belém,"1,83",-,CM
,Túlio,Defensive Midfield,"Jun 4, 1993 ",30,['Brazil'],Brazil,Taquaral,"1,84",-,CM
,Marcos Rhoden,Defensive Midfield,"Oct 16, 1993 ",30,['Brazil'],Brazil,,"1,83",-,AM
,Anderson Mello,Defensive Midfield,"May 21, 1993 ",30,['Brazil'],Brazil,Maceió,"1,73",-,CM
,Dassayev,Defensive Midfield,"Mar 4, 1993 ",31,['Brazil'],Brazil,Quixadá,"1,75",-,
,Igor,Defensive Midfield,"Feb 22, 1993 ",31,['Brazil'],Brazil,Agudos,"1,80",-,CM
11.0,Romário,Defensive Midfield,"Sep 17, 1993 ",30,['Brazil'],Brazil,,"1,85",-,CM
,Vítor Hugo,Defensive Midfield,"Jan 16, 1993 ",31,['Brazil'],Brazil,Rio de Janeiro,"1,71",-,CM
,Felipe Macena,Defensive Midfield,"Jul 25, 1993 ",30,['Brazil'],Brazil,Brejinho,"1,73",-,CM   RB
,Gomes,Defensive Midfield,"Sep 18, 1993 ",30,['Brazil'],Brazil,São Paulo,"1,82",-,CM
13.0,Rodrigo Dourado,Defensive Midfield,"Jun 17, 1994 ",29,['Brazil'],Brazil,Pelotas,"1,86",€5.00m,CM   CB
26.0,Gregore,Defensive Midfield,"Mar 2, 1994 ",30,['Brazil'],Brazil,Juiz de Fora,"1,81",€2.50m,CM
25.0,Richard,Defensive Midfield,"Feb 18, 1994 ",30,['Brazil'],Brazil,Campinas,"1,91",€950k,CM   CB
29.0,Claudio Falcão,Defensive Midfield,"Jul 3, 1994 ",29,"['Brazil', 'Portugal']",Brazil,Aquidauana,"1,87",€800k,CM   CB
4.0,Yuri Lara,Defensive Midfield,"Apr 20, 1994 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,73",€750k,CM
,Yuri Lima,Defensive Midfield,"Aug 5, 1994 ",29,['Brazil'],Brazil,São Paulo,"1,82",€600k,CB   CM
5.0,Jean Irmer,Defensive Midfield,"Sep 26, 1994 ",29,['Brazil'],Brazil,Brasília,"1,83",€400k,CB
6.0,Kessi,Defensive Midfield,"Oct 26, 1994 ",29,['Brazil'],Brazil,Arapiraca,"1,81",€350k,CB
8.0,Ualefi,Defensive Midfield,"Jan 26, 1994 ",30,['Brazil'],Brazil,Barra Bonita,"1,73",€150k,
,Walfrido,Defensive Midfield,"Aug 22, 1994 ",29,['Brazil'],Brazil,Fortaleza,"1,87",€50k,CM
,Douglas,Defensive Midfield,"Jan 11, 1994 ",30,['Brazil'],Brazil,Lajeado,,-,
,Cyro,Defensive Midfield,"Sep 9, 1994 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,80",-,CB   CM
,Fabrício Martins,Defensive Midfield,N/A ,29,['Brazil'],Brazil,Rio de Janeiro (RJ),"1,73",-,RB
5.0,Otávio,Defensive Midfield,"May 4, 1994 ",29,['Brazil'],Brazil,Maceió,"1,73",€4.50m,CM
,Higor Meritão,Defensive Midfield,"Jun 23, 1994 ",29,['Brazil'],Brazil,Monte Alto,"1,86",€1.30m,CM   AM
94.0,Felipe,Defensive Midfield,"Apr 10, 1994 ",29,['Brazil'],Brazil,Maranguape,"1,84",€900k,CM
37.0,Ricardo Ryller,Defensive Midfield,"Feb 27, 1994 ",30,['Brazil'],Brazil,Tangará da Serra,"1,84",€800k,CM   RM
,Matheus Barbosa,Defensive Midfield,"Aug 18, 1994 ",29,['Brazil'],Brazil,São Bernardo do Campo,"1,84",€700k,CM   AM
29.0,Wanderson,Defensive Midfield,"Jul 26, 1994 ",29,['Brazil'],Brazil,João Lisboa,"1,80",€500k,CB   CM
28.0,Ronaldo Henrique,Defensive Midfield,"Jun 27, 1994 ",29,['Brazil'],Brazil,Recife,"1,80",€350k,CM
,Sousa,Defensive Midfield,"Nov 27, 1994 ",29,['Brazil'],Brazil,Olivedos,"1,83",€300k,LB   CM
4.0,Gabriel Nunes,Defensive Midfield,"Jul 11, 1994 ",29,['Brazil'],Brazil,Andradina,"1,89",€100k,CM
,Japa,Defensive Midfield,"Jan 6, 1994 ",30,['Brazil'],Brazil,Curitiba,"1,82",-,CM
,Victor Feijão,Defensive Midfield,"Mar 30, 1994 ",29,['Brazil'],Brazil,,"1,67",-,
,Duarte,Defensive Midfield,"Mar 9, 1994 ",30,['Brazil'],Brazil,,"1,78",-,CM   LM
,Edson,Defensive Midfield,"Oct 18, 1994 ",29,['Brazil'],Brazil,,"1,82",-,CB
,Ribeiro,Defensive Midfield,"Jun 26, 1994 ",29,['Brazil'],Brazil,,"1,80",-,CB
,Henrique,Defensive Midfield,"Oct 26, 1994 ",29,['Brazil'],Brazil,,,-,
,Vitão,Defensive Midfield,"Aug 12, 1994 ",29,['Brazil'],Brazil,Ribeirão Preto,"1,88",-,CB
,Sorin,Defensive Midfield,"Feb 11, 1994 ",30,['Brazil'],Brazil,,"1,64",-,RB
,Robson Alemão,Defensive Midfield,"Dec 12, 1994 ",29,['Brazil'],Brazil,Manoel Ribas,"1,80",-,
,Victor Lima,Defensive Midfield,"Mar 9, 1994 ",30,['Brazil'],Brazil,,,-,
,Cinelton,Defensive Midfield,"Feb 20, 1994 ",30,['Brazil'],Brazil,,,-,CM   LM
,Ray Silva,Defensive Midfield,"Nov 5, 1994 ",29,['Brazil'],Brazil,Natal,"1,71",-,
,Caio Breno,Defensive Midfield,"Feb 16, 1994 ",30,['Brazil'],Brazil,,,-,
,Junior Santos,Defensive Midfield,"Feb 22, 1994 ",30,['Brazil'],Brazil,,,-,
,Rodriguinho,Defensive Midfield,"Mar 6, 1994 ",30,['Brazil'],Brazil,Goiânia,"1,80",-,
,Gabriel Galhardo,Defensive Midfield,"Feb 6, 1994 ",30,['Brazil'],Brazil,São João del-Rei,"1,70",-,
,Augusto Bernardy,Defensive Midfield,"Aug 10, 1994 ",29,['Brazil'],Brazil,,"1,83",-,CM   RB
,Hugo José,Defensive Midfield,"Mar 12, 1994 ",30,['Brazil'],Brazil,,,-,
,Zé Wilson,Defensive Midfield,"Dec 11, 1994 ",29,['Brazil'],Brazil,Paracatu,"1,76",-,CM
,Pedro Isidoro,Defensive Midfield,"Jun 19, 1994 ",29,['Brazil'],Brazil,Paraíba do Sul,"1,75",-,
,Dutra Paraíba,Defensive Midfield,"Jun 9, 1994 ",29,['Brazil'],Brazil,Rio Tinto,"1,88",-,CM
,Anderson Brito,Defensive Midfield,"Apr 4, 1994 ",29,['Brazil'],Brazil,,"1,74",-,
,Glauber,Defensive Midfield,"Feb 23, 1994 ",30,['Brazil'],Brazil,,,-,
,Diego Serra,Defensive Midfield,"Sep 30, 1994 ",29,['Brazil'],Brazil,Serra Talhada,"1,83",-,AM
,Netinho,Defensive Midfield,"Feb 26, 1994 ",30,['Brazil'],Brazil,,"1,78",-,LB
,Henrique Silva,Defensive Midfield,"Aug 13, 1994 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,75",-,CM
20.0,Rodrigo Yuri,Defensive Midfield,"Feb 20, 1994 ",30,['Brazil'],Brazil,,"1,83",-,
,Marquinhos,Defensive Midfield,"May 8, 1994 ",29,['Brazil'],Brazil,Uberlândia,"1,75",-,
,Charles,Defensive Midfield,"Jul 14, 1994 ",29,['Brazil'],Brazil,Duque de Caxias,"1,78",-,CM
,Waldir Roque,Defensive Midfield,"May 4, 1994 ",29,['Brazil'],Brazil,Carmo,"1,80",-,
,Diego Fumaça,Defensive Midfield,"Dec 18, 1994 ",29,['Brazil'],Brazil,Barbacena,"1,76",-,RB   CM
7.0,Luan Sérgio,Defensive Midfield,"Aug 18, 1994 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,77",-,LB
,Escuro,Defensive Midfield,"May 6, 1994 ",29,['Brazil'],Brazil,Passira,"1,75",-,CM   RB
,Cristian,Defensive Midfield,"Aug 22, 1994 ",29,['Brazil'],Brazil,"Santana Livramento, RS","1,82",-,CM
,Júnior Lira,Defensive Midfield,"Jul 27, 1994 ",29,['Brazil'],Brazil,,"1,77",-,
,João Cleriston,Defensive Midfield,"Mar 24, 1994 ",29,['Brazil'],Brazil,Malhada de Pedras (BA),"1,73",-,
,Breno Milaré,Defensive Midfield,"Jun 14, 1994 ",29,['Brazil'],Brazil,Araraquara (SP),,-,
,Bruno Henrique,Defensive Midfield,"Apr 26, 1994 ",29,['Brazil'],Brazil,,,-,
,Victor Salvador,Defensive Midfield,"Dec 13, 1994 ",29,['Brazil'],Brazil,,"1,84",-,
,Igor Pimenta,Defensive Midfield,"Oct 29, 1994 ",29,['Brazil'],Brazil,,"1,87",-,LM   AM
,Diego Valderrama,Defensive Midfield,"Sep 19, 1994 ",29,['Brazil'],Brazil,Imperatriz,"1,77",-,CM
,Allef,Defensive Midfield,"Jul 29, 1994 ",29,['Brazil'],Brazil,Maceió,"1,78",-,RB
,Gabriel Vieira,Defensive Midfield,"May 7, 1994 ",29,['Brazil'],Brazil,Sorocaba,"1,80",-,CB
,Vinícius Matheus,Defensive Midfield,"Jun 6, 1994 ",29,['Brazil'],Brazil,Nova Iguaçu,"1,74",-,RB   CM
,Aryson,Defensive Midfield,"Apr 9, 1994 ",29,['Brazil'],Brazil,Rondônia,"1,75",-,RB
,Juliano,Defensive Midfield,"Nov 28, 1994 ",29,['Brazil'],Brazil,,"1,77",-,CM
,Bruno Barbosa,Defensive Midfield,"Apr 28, 1994 ",29,['Brazil'],Brazil,,"1,80",-,CM   LB
,Rodrigo Correia,Defensive Midfield,"Apr 28, 1994 ",29,['Brazil'],Brazil,São Luís,"1,80",-,LB
,Vinícinho,Defensive Midfield,"Oct 26, 1994 ",29,['Brazil'],Brazil,,,-,
,Léo Henrique,Defensive Midfield,"May 31, 1994 ",29,['Brazil'],Brazil,João Pessoa (PB),"1,80",-,
,Leylon,Defensive Midfield,"Aug 2, 1994 ",29,['Brazil'],Brazil,Campos Sales,"1,81",-,CM   AM
,Renato Diniz,Defensive Midfield,"Aug 5, 1994 ",29,['Brazil'],Brazil,,"1,77",-,
,Mauro Silva,Defensive Midfield,"Feb 28, 1994 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,80",-,CM
,Parrudo,Defensive Midfield,"Jun 18, 1994 ",29,['Brazil'],Brazil,Maceió,"1,78",-,
5.0,Coppetti,Defensive Midfield,"Jul 8, 1994 ",29,['Brazil'],Brazil,Cruz Alta,"1,83",-,CB
,Wesllen,Defensive Midfield,N/A ,29,"['Brazil', 'Italy']",Brazil,"Brusque, SC","1,81",-,RB   LB
,Júlio Pacato,Defensive Midfield,"Jul 20, 1994 ",29,['Brazil'],Brazil,Apucarana,"1,78",-,AM   CM
,Guilherme Xavier,Defensive Midfield,"Dec 13, 1994 ",29,['Brazil'],Brazil,Divinópolis,"1,70",-,LB   LM
,Gelson Mello,Defensive Midfield,"Jan 20, 1994 ",30,['Brazil'],Brazil,Brasília,"1,86",-,CM
,Renato Bruno,Defensive Midfield,"Apr 22, 1994 ",29,['Brazil'],Brazil,Belo Horizonte,"1,72",-,
,Pinna,Defensive Midfield,"Feb 22, 1994 ",30,['Brazil'],Brazil,Florianópolis,"1,76",-,RB   CM
,Janderson Maia,Defensive Midfield,"Jan 14, 1994 ",30,['Brazil'],Brazil,São Gonçalo dos Campos,"1,79",-,
,Fabiano Alves,Defensive Midfield,"Dec 1, 1994 ",29,['Brazil'],Brazil,São Felipe,"1,84",-,CB   CM
,Andreazzi,Defensive Midfield,"May 9, 1994 ",29,['Brazil'],Brazil,São Paulo,"1,83",-,
,Darlan,Defensive Midfield,"Jul 21, 1994 ",29,['Brazil'],Brazil,Irará,"1,75",-,CM
17.0,Eurico Lima,Defensive Midfield,"Apr 16, 1994 ",29,['Brazil'],Brazil,Santa Luzia,"1,82",-,RB   CM
,Arez,Defensive Midfield,"Jun 5, 1994 ",29,['Brazil'],Brazil,Arez,"1,75",-,RB   RM
,Adenilson,Defensive Midfield,"Jun 11, 1994 ",29,['Brazil'],Brazil,Limeira,"1,79",-,
,Vítor Hugo,Defensive Midfield,"Dec 23, 1994 ",29,['Brazil'],Brazil,,"1,80",-,CM
,David Silva,Defensive Midfield,"Feb 20, 1994 ",30,['Brazil'],Brazil,Ji-Paraná,"1,86",-,
,Niel,Defensive Midfield,"Mar 31, 1994 ",29,['Brazil'],Brazil,Cabedelo,"1,85",-,
23.0,Moisés Gaúcho,Defensive Midfield,"Sep 24, 1994 ",29,['Brazil'],Brazil,Santa Clara do Sul,"1,81",-,CM
,Vacaria,Defensive Midfield,"Apr 4, 1994 ",29,"['Brazil', 'Italy']",Brazil,Vacaria,"1,80",-,RB
,Péricles,Defensive Midfield,"Mar 24, 1994 ",29,['Brazil'],Brazil,,"1,76",-,
,Dejair,Defensive Midfield,"Nov 30, 1994 ",29,['Brazil'],Brazil,Contagem,,-,CB
,Leo,Defensive Midfield,"May 15, 1994 ",29,['Brazil'],Brazil,Goiás,"1,82",-,
,Sidney,Defensive Midfield,"Jan 28, 1994 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,85",-,CB   LB
34.0,Alysson Vargas,Defensive Midfield,"Dec 28, 1994 ",29,['Brazil'],Brazil,,"1,75",-,CB   CM
,Kauê,Defensive Midfield,"Jun 15, 1994 ",29,['Brazil'],Brazil,Santos,"1,65",-,CM   RB
,Recife,Defensive Midfield,"Oct 14, 1994 ",29,['Brazil'],Brazil,Recife,"1,82",-,CB   RB
,Marcelo Santos,Defensive Midfield,"May 29, 1994 ",29,['Brazil'],Brazil,Santo Amaro,"1,81",-,CM
,Dedé,Defensive Midfield,"Jan 12, 1994 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,66",-,CM
,Wallyson,Defensive Midfield,"Feb 16, 1994 ",30,['Brazil'],Brazil,Mato Grosso do Sul,"1,83",-,CM
,Rafael Santos,Defensive Midfield,"Jul 9, 1994 ",29,['Brazil'],Brazil,Guarujá,"1,77",-,CM
,Allan Christian,Defensive Midfield,"Feb 24, 1994 ",30,['Brazil'],Brazil,São Paulo,"1,85",-,CM
,Rodrigo,Defensive Midfield,"Feb 11, 1994 ",30,['Brazil'],Brazil,Ituiutaba,"1,76",-,
17.0,Raul Silva,Defensive Midfield,"May 27, 1994 ",29,['Brazil'],Brazil,Penápolis,"1,74",-,CM   AM
,Lucas Otávio,Defensive Midfield,"Oct 9, 1994 ",29,['Brazil'],Brazil,Bandeirantes,"1,64",-,CM
,Feijão,Defensive Midfield,"Apr 8, 1994 ",29,['Brazil'],Brazil,Salvador,"1,80",-,CM
,João Denoni,Defensive Midfield,"Feb 6, 1994 ",30,['Brazil'],Brazil,Taquaritinga,"1,78",-,CM   AM
,Maycon,Defensive Midfield,"Jul 28, 1994 ",29,['Brazil'],Brazil,Porecatu,"1,74",-,CM
,Marlon Bica,Defensive Midfield,"May 25, 1994 ",29,['Brazil'],Brazil,Porto Alegre,"1,82",-,CM
11.0,Walace,Defensive Midfield,"Apr 4, 1995 ",28,['Brazil'],Brazil,Salvador,"1,88",€7.00m,CM
17.0,Zé Welison,Defensive Midfield,"Mar 11, 1995 ",29,['Brazil'],Brazil,São Pedro,"1,77",€2.00m,CM
95.0,Matheus Sales,Defensive Midfield,"May 13, 1995 ",28,['Brazil'],Brazil,Guarulhos,"1,78",€1.20m,CM   AM
22.0,Leonai,Defensive Midfield,"Apr 28, 1995 ",28,['Brazil'],Brazil,Pontal,"1,76",€1.00m,CM
5.0,Rezende,Defensive Midfield,"Jan 2, 1995 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,86",€800k,CB   LB
8.0,Oberdan,Defensive Midfield,"Jul 30, 1995 ",28,['Brazil'],Brazil,Pinhais,"1,75",€600k,
,João Afonso,Defensive Midfield,"Feb 9, 1995 ",29,['Brazil'],Brazil,Criciúma,"1,81",€350k,CM   CB
33.0,Dall'Oca,Defensive Midfield,"Sep 13, 1995 ",28,['Brazil'],Brazil,,,€250k,
,Kaio Mendes,Defensive Midfield,"Mar 18, 1995 ",28,['Brazil'],Brazil,Várzea Grande,"1,73",€250k,CM   AM
95.0,Renan Paulino,Defensive Midfield,"Feb 15, 1995 ",29,['Brazil'],Brazil,São Paulo,"1,85",€225k,CM   AM
95.0,Caíque,Defensive Midfield,"Oct 10, 1995 ",28,['Brazil'],Brazil,Guarulhos,"1,78",€200k,CM
16.0,Andrei Alba,Defensive Midfield,"Jan 14, 1995 ",29,['Brazil'],Brazil,Florianópolis,"1,78",€175k,CM
,Wesley Dias,Defensive Midfield,"Jun 22, 1995 ",28,['Brazil'],Brazil,Cosmópolis,"1,81",€150k,RB
17.0,Marlon Freitas,Defensive Midfield,"Mar 27, 1995 ",28,['Brazil'],Brazil,Magé,"1,85",€3.50m,CM
16.0,Jailson,Defensive Midfield,"Sep 7, 1995 ",28,['Brazil'],Brazil,Caçapava do Sul,"1,87",€1.50m,CM   CB
6.0,Willian Maranhão,Defensive Midfield,"Dec 14, 1995 ",28,['Brazil'],Brazil,São Luís,"1,79",€1.10m,CM   AM
23.0,Eduardo Henrique,Defensive Midfield,"May 17, 1995 ",28,['Brazil'],Brazil,Limeira,"1,86",€850k,CM   LM
,Léo Sena,Defensive Midfield,"Dec 31, 1995 ",28,['Brazil'],Brazil,São Paulo,"1,75",€800k,CM
,Barreto,Defensive Midfield,"Dec 10, 1995 ",28,"['Brazil', 'Italy']",Brazil,Campinas,"1,81",€500k,CM
,Léo Costa,Defensive Midfield,"Nov 12, 1995 ",28,['Brazil'],Brazil,Cruzeiro,"1,82",€300k,CM
2.0,Zé Mateus,Defensive Midfield,"Jan 18, 1995 ",29,['Brazil'],Brazil,Tupi Paulista,"1,73",€250k,CM   RB
28.0,Leandro Vilela,Defensive Midfield,"Jun 29, 1995 ",28,['Brazil'],Brazil,Curitiba,"1,77",€250k,CM
6.0,Lucas Ramos,Defensive Midfield,"Jan 18, 1995 ",29,['Brazil'],Brazil,São Paulo,"1,87",€200k,CM   AM
30.0,Arthur Silva,Defensive Midfield,"Apr 26, 1995 ",28,['Brazil'],Brazil,Boa Vista,"1,80",€175k,CM
30.0,Kallyl,Defensive Midfield,"Mar 24, 1995 ",28,['Brazil'],Brazil,Osasco,"1,75",€150k,CM
6.0,Fernandes,Defensive Midfield,"Feb 21, 1995 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,77",€150k,RB   CM
,Pablo Oliveira,Defensive Midfield,"May 24, 1995 ",28,['Brazil'],Brazil,Natal,"1,83",€100k,CM
,Fabrício,Defensive Midfield,"Mar 29, 1995 ",28,['Brazil'],Brazil,,"1,75",€50k,CM   AM
,Matheus Gonzaga,Defensive Midfield,"Oct 10, 1995 ",28,['Brazil'],Brazil,,,-,CB
,Marinho,Defensive Midfield,"Dec 13, 1995 ",28,['Brazil'],Brazil,Varginha,"1,69",-,CB
,Gualberto,Defensive Midfield,"Apr 1, 1995 ",28,['Brazil'],Brazil,,,-,
,Jackson,Defensive Midfield,"May 24, 1995 ",28,['Brazil'],Brazil,,"1,78",-,
,André Oliveira,Defensive Midfield,"Feb 15, 1995 ",29,['Brazil'],Brazil,Jaguari,"1,84",-,CM   RB
,Rafael Bizinga,Defensive Midfield,"Nov 9, 1995 ",28,['Brazil'],Brazil,Maranguape,"1,77",-,
,Luiz Grando,Defensive Midfield,"Jan 10, 1995 ",29,['Brazil'],Brazil,Carazinho,"1,84",-,CB
,Renato Conceição,Defensive Midfield,"Mar 16, 1995 ",28,['Brazil'],Brazil,Cachoeira,,-,
,Patrick,Defensive Midfield,"May 21, 1995 ",28,['Brazil'],Brazil,Campos dos Goytacazes,"1,72",-,RB
,Ben Hur,Defensive Midfield,"Jan 1, 1995 ",29,['Brazil'],Brazil,Porto Alegre,"1,88",-,
5.0,Lucas Daubermann,Defensive Midfield,"Mar 18, 1995 ",28,['Brazil'],Brazil,,"1,85",€125k,CB
,Kady,Defensive Midfield,"Oct 7, 1995 ",28,['Brazil'],Brazil,Recife,"1,82",€50k,
,Jackson,Defensive Midfield,"Jul 15, 1995 ",28,['Brazil'],Brazil,,"1,90",-,CB
5.0,Leonardo Pereira,Defensive Midfield,"Apr 16, 1995 ",28,['Brazil'],Brazil,,,-,CB
,Vitor Carré,Defensive Midfield,"Oct 13, 1995 ",28,['Brazil'],Brazil,,"1,83",-,CM
,Da Silva,Defensive Midfield,"Mar 24, 1995 ",28,['Brazil'],Brazil,Itupiranga,"1,78",-,
,Giba,Defensive Midfield,"Jun 29, 1995 ",28,['Brazil'],Brazil,Rio de Janeiro,"1,76",-,
,Cavi,Defensive Midfield,"Oct 15, 1995 ",28,['Brazil'],Brazil,São Luís,"1,80",-,
,Dindê,Defensive Midfield,"Mar 4, 1995 ",29,['Brazil'],Brazil,Fortaleza,"1,74",-,CM
,Leandro Sardinha,Defensive Midfield,"Jan 1, 1995 ",29,['Brazil'],Brazil,,"1,80",-,CM   RM
,Boca,Defensive Midfield,"Apr 28, 1995 ",28,['Brazil'],Brazil,,,-,CB
,David,Defensive Midfield,"Jul 12, 1995 ",28,['Brazil'],Brazil,Rio Pardo,"1,81",-,CM   CB
,Doda,Defensive Midfield,"May 10, 1995 ",28,['Brazil'],Brazil,Governador Nunes Freire,"1,77",-,AM   CM
,Anthony,Defensive Midfield,"Oct 11, 1995 ",28,['Brazil'],Brazil,,"1,85",-,
,Welton Santana,Defensive Midfield,"Feb 20, 1995 ",29,['Brazil'],Brazil,,"1,83",-,
,Gustavo Crecci,Defensive Midfield,"Jan 6, 1995 ",29,['Brazil'],Brazil,,"1,78",-,
,André Luiz,Defensive Midfield,"Aug 22, 1995 ",28,['Brazil'],Brazil,Nova Iguaçu,"1,83",-,CM   CB
,Juninho,Defensive Midfield,"Aug 10, 1995 ",28,['Brazil'],Brazil,Içara,"1,80",-,
,Léo,Defensive Midfield,"Mar 22, 1995 ",28,['Brazil'],Brazil,,"1,83",-,
,Bruno Henrique,Defensive Midfield,"May 26, 1995 ",28,['Brazil'],Brazil,Colinas do Sul,"1,74",-,
10.0,Diego Santos,Defensive Midfield,"Aug 4, 1995 ",28,"['Brazil', 'Italy']",Brazil,Machado,"1,76",-,RB   CM
,Luiz Gustavo,Defensive Midfield,"Mar 9, 1995 ",29,['Brazil'],Brazil,,,-,
,Patrik,Defensive Midfield,"Mar 5, 1995 ",29,['Brazil'],Brazil,,"1,79",-,
,Madson,Defensive Midfield,"Oct 7, 1995 ",28,['Brazil'],Brazil,,"1,85",-,
36.0,Murilo Rosa,Defensive Midfield,"Nov 25, 1995 ",28,['Brazil'],Brazil,Uberlândia (MG),"1,78",-,
,Filipe Werley,Defensive Midfield,"Feb 16, 1995 ",29,['Brazil'],Brazil,,,-,
,Lucas Lourenço,Defensive Midfield,"Feb 8, 1995 ",29,['Brazil'],Brazil,Sarandi,"1,79",-,CM
,Paranhos,Defensive Midfield,"Mar 1, 1995 ",29,['Brazil'],Brazil,Governador Valadares,"1,83",-,
,Diego Gomes,Defensive Midfield,"Apr 10, 1995 ",28,['Brazil'],Brazil,São Luís,"1,84",-,CB
8.0,Gabriel Proença,Defensive Midfield,"Jan 17, 1995 ",29,['Brazil'],Brazil,Rio de Janeiro,,-,CB
,Jhonathan,Defensive Midfield,"Mar 14, 1995 ",29,['Brazil'],Brazil,,,-,
,Felipe Chagas,Defensive Midfield,"Jun 14, 1995 ",28,['Brazil'],Brazil,Lavras,"1,78",-,
,Canário,Defensive Midfield,"Mar 31, 1995 ",28,['Brazil'],Brazil,,"1,77",-,
,Rafael Carrilho,Defensive Midfield,"Jan 8, 1995 ",29,['Brazil'],Brazil,Porto Alegre,"1,76",-,RM   RW
,Kauê,Defensive Midfield,"Feb 11, 1995 ",29,['Brazil'],Brazil,,"1,86",-,
,Gledson,Defensive Midfield,"May 18, 1995 ",28,['Brazil'],Brazil,Santo Amaro,"1,84",-,CB
,Jefferson,Defensive Midfield,"Mar 22, 1995 ",28,['Brazil'],Brazil,Lagoa de Itaenga,"1,78",-,
8.0,Ataíde,Defensive Midfield,"Apr 27, 1995 ",28,['Brazil'],Brazil,São José do Rio Claro,"1,80",-,CM
,Eduardo,Defensive Midfield,"Apr 25, 1995 ",28,['Brazil'],Brazil,Costa Rica (MS),"1,81",-,
,Natan Costa,Defensive Midfield,"May 6, 1995 ",28,['Brazil'],Brazil,São João do Piauí,"1,85",-,
,Braga,Defensive Midfield,"Feb 20, 1995 ",29,['Brazil'],Brazil,Joinville,"1,82",-,
,Melk,Defensive Midfield,"Sep 26, 1995 ",28,['Brazil'],Brazil,Barueri,"1,83",-,
,Marcílio,Defensive Midfield,"Feb 6, 1995 ",29,['Brazil'],Brazil,Aliança,"1,84",-,CM   AM
,Ruan,Defensive Midfield,"Apr 15, 1995 ",28,['Brazil'],Brazil,Rio de Janeiro,"1,79",-,
,Araújo,Defensive Midfield,"May 16, 1995 ",28,['Brazil'],Brazil,Aparecida de Goiânia,"1,86",-,
,Marlon,Defensive Midfield,"Feb 6, 1995 ",29,['Brazil'],Brazil,Marília,"1,77",-,
,Bruno Paulista,Defensive Midfield,"Aug 21, 1995 ",28,['Brazil'],Brazil,Nova Odessa,"1,92",-,CM
6.0,Kassiano,Defensive Midfield,"Apr 24, 1995 ",28,['Brazil'],Brazil,São Gonçalo,"1,86",-,CB
,Lucas Tidi,Defensive Midfield,"Jul 25, 1995 ",28,['Brazil'],Brazil,Araraquara,,-,
,Vando,Defensive Midfield,"Mar 26, 1995 ",28,['Brazil'],Brazil,Afrânio,,-,CM
,Maldonado,Defensive Midfield,"Aug 3, 1995 ",28,['Brazil'],Brazil,Paranaíba (MS),,-,
6.0,Guilherme Campos,Defensive Midfield,"Sep 29, 1995 ",28,['Brazil'],Brazil,São Paulo,"1,83",-,CB
,Denner,Defensive Midfield,"Feb 5, 1995 ",29,['Brazil'],Brazil,,"1,84",-,CB
,Christian,Defensive Midfield,"Dec 8, 1995 ",28,['Brazil'],Brazil,São João del-Rei,"1,75",-,CM
,Yago,Defensive Midfield,"May 27, 1995 ",28,['Brazil'],Brazil,Linhares,"1,75",-,CM   AM
,Dierson,Defensive Midfield,"Jan 8, 1995 ",29,['Brazil'],Brazil,Romelândia,"1,83",-,
,Mardley,Defensive Midfield,"Feb 14, 1995 ",29,['Brazil'],Brazil,Caxias,"1,78",-,
,Maycon Lucas,Defensive Midfield,"Feb 21, 1995 ",29,['Brazil'],Brazil,Tupã,"1,80",-,
,Carlos Alberto,Defensive Midfield,"Aug 31, 1995 ",28,['Brazil'],Brazil,Fortaleza,,-,
,Wigor,Defensive Midfield,"Jan 7, 1995 ",29,['Brazil'],Brazil,,"1,82",-,
