Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions
,Rafa Alves,Central Midfield,"Nov 30, 2000 ",23,['Portugal'],Portugal,Malveira,"1,79",-,Midfielder,
28.0,Marcelo Araújo,Central Midfield,"Jun 2, 2000 ",23,['Portugal'],Portugal,Vila Nova de Famalicão,"1,74",-,Midfielder,AM
,Filipe Torres,Central Midfield,"Sep 19, 2000 ",23,['Portugal'],Portugal,Vila do Nordeste,"1,82",-,Midfielder,
8.0,Nuno Pereira,Central Midfield,"Aug 16, 2000 ",23,['Portugal'],Portugal,Vila Verde,"1,78",-,Midfielder,AM
18.0,Gabi Pereira,Central Midfield,"Apr 18, 2000 ",23,['Portugal'],Portugal,Guimarães,"1,81",-,Midfielder,DM   CB
7.0,João Fonseca,Central Midfield,"Apr 11, 2000 ",23,['Portugal'],Portugal,Lisboa,"1,84",-,Midfielder,DM
11.0,Bruno Ventura,Central Midfield,"Feb 27, 2001 ",23,['Portugal'],Portugal,Lisboa,"1,74",€300k,Midfielder,LW   AM
56.0,Schürrle,Central Midfield,"Aug 17, 2001 ",22,['Portugal'],Portugal,Braga,"1,73",€250k,Midfielder,AM
21.0,Afonso Valente,Central Midfield,"Mar 10, 2001 ",23,['Portugal'],Portugal,Estoril,"1,73",€200k,Midfielder,AM
88.0,Edson Silva,Central Midfield,"May 17, 2001 ",22,"['Guinea-Bissau', 'Portugal']",Portugal,,"1,92",€25k,Midfielder,DM   AM
8.0,Henrique Ribeiro,Central Midfield,"Nov 24, 2001 ",22,['Portugal'],Portugal,,"1,80",-,Midfielder,
8.0,Tiago Páris,Central Midfield,"Jun 18, 2001 ",22,['Portugal'],Portugal,Viana do Castelo,,-,Midfielder,
,Tomás Botelho,Central Midfield,"Nov 25, 2001 ",22,['Portugal'],Portugal,Ponta Delgada,"1,82",-,Midfielder,
21.0,André Filipe,Central Midfield,"Aug 31, 2001 ",22,['Portugal'],Portugal,Vizela,"1,71",-,Midfielder,RM
8.0,Paulo Forra,Central Midfield,"Mar 17, 2001 ",23,['Portugal'],Portugal,,"1,81",-,Midfielder,
25.0,Guilherme Aguiar,Central Midfield,"Apr 8, 2001 ",23,['Portugal'],Portugal,,"1,78",-,Midfielder,DM
14.0,Gonçalo Luís,Central Midfield,"Feb 3, 2001 ",23,['Portugal'],Portugal,,"1,75",-,Midfielder,DM
,Kiko Moreira,Central Midfield,"Jan 21, 2001 ",23,['Portugal'],Portugal,Maia,"1,73",-,Midfielder,
61.0,Eirô,Central Midfield,"Jan 6, 2001 ",23,['Portugal'],Portugal,Vila Real,"1,76",-,Midfielder,AM   RM
28.0,Samuel Lobato,Central Midfield,"Oct 19, 2001 ",22,['Portugal'],Portugal,Maia,"1,84",€300k,Midfielder,AM   RM
70.0,João Castro,Central Midfield,"Jun 27, 2001 ",22,['Portugal'],Portugal,Guimaraes,"1,70",€225k,Midfielder,AM
5.0,Facu Esnáider,Central Midfield,"Nov 9, 2001 ",22,"['Spain', 'Argentina']",Portugal,Oporto,"1,84",€50k,Midfielder,
24.0,Júlio Sousa,Central Midfield,"May 24, 2001 ",22,['Portugal'],Portugal,,"1,77",-,Midfielder,LB
18.0,Alex Starliciuc,Central Midfield,"Sep 4, 2001 ",22,['Portugal'],Portugal,,"1,75",-,Midfielder,
6.0,Tomás Tomaz,Central Midfield,"Sep 2, 2001 ",22,['Portugal'],Portugal,Faro,"1,68",-,Midfielder,AM
,Rodrigo Ferreira,Central Midfield,"Jan 5, 2001 ",23,['Portugal'],Portugal,,"1,75",-,Midfielder,
8.0,Hélder Oliveira,Central Midfield,"Jun 2, 2001 ",22,['Portugal'],Portugal,Porto,"1,79",-,Midfielder,AM
24.0,Bruno Rodrigues,Central Midfield,"Aug 19, 2001 ",22,['Portugal'],Portugal,Lisboa,"1,75",-,Midfielder,DM
18.0,João Matos,Central Midfield,"Jan 10, 2001 ",23,['Portugal'],Portugal,Ponte de Lima,"1,74",-,Midfielder,
21.0,Mauro Luís,Central Midfield,"Jul 29, 2001 ",22,['Portugal'],Portugal,,"1,75",-,Midfielder,AM
,Tiago Covas,Central Midfield,"May 11, 2001 ",22,['Portugal'],Portugal,Lisboa,,-,Midfielder,
,Leandro Marques,Central Midfield,"May 15, 2001 ",22,['Portugal'],Portugal,Guimarães,"1,75",-,Midfielder,DM
,Alexandre Casimiro,Central Midfield,"Aug 31, 2001 ",22,['Portugal'],Portugal,Lisboa,"1,74",-,Midfielder,AM
10.0,Tiago Moreira,Central Midfield,"Jul 12, 2001 ",22,['Portugal'],Portugal,,"1,68",-,Midfielder,AM
,Gonçalo Sá,Central Midfield,"Aug 22, 2001 ",22,['Portugal'],Portugal,Ponte de Lima,,-,Midfielder,
,Pedro Ferreira,Central Midfield,"Apr 17, 2001 ",22,['Portugal'],Portugal,,,-,Midfielder,
,Ricardo Ferreira,Central Midfield,"Jul 2, 2001 ",22,['Portugal'],Portugal,,"1,76",-,Midfielder,
,Rúben Amaral,Central Midfield,"Jan 4, 2001 ",23,['Portugal'],Portugal,Trofa,"1,74",-,Midfielder,AM
,João Araújo,Central Midfield,"Jan 10, 2001 ",23,['Portugal'],Portugal,Funchal,"1,74",-,Midfielder,AM   SS
87.0,Rodrigo Ferreira,Central Midfield,"Nov 4, 2001 ",22,['Portugal'],Portugal,Vinhais,"1,78",-,Midfielder,
,Fernando Castro,Central Midfield,"Jan 20, 2001 ",23,['Portugal'],Portugal,,,-,Midfielder,
,Diogo Fortunato,Central Midfield,"Sep 17, 2001 ",22,['Portugal'],Portugal,,"1,79",-,Midfielder,DM   RM
21.0,Joel Silva,Central Midfield,"Feb 12, 2001 ",23,['Portugal'],Portugal,Coimbra,"1,70",-,Midfielder,
,João Costa,Central Midfield,"Feb 5, 2001 ",23,['Portugal'],Portugal,Barcelos,"1,75",-,Midfielder,AM
8.0,José Casimiro,Central Midfield,"Jun 20, 2001 ",22,['Portugal'],Portugal,Caldas das Taipas,"1,73",-,Midfielder,LM
10.0,Nuno Rego,Central Midfield,"Aug 6, 2001 ",22,['Portugal'],Portugal,Viana do Castelo,"1,86",-,Midfielder,LB
,Rodrigo Caetano,Central Midfield,"Nov 15, 2001 ",22,['Portugal'],Portugal,Torres Vedras,"1,73",-,Midfielder,
8.0,Fernando Léon,Central Midfield,"Dec 16, 2001 ",22,"['Portugal', 'Spain']",Portugal,Funchal,"1,78",-,Midfielder,DM
10.0,Alexandre Moutinho,Central Midfield,"Aug 7, 2001 ",22,['Portugal'],Portugal,Portimão,"1,70",-,Midfielder,AM   RM
10.0,Diogo Almeida,Central Midfield,"Apr 8, 2001 ",23,['Portugal'],Portugal,Ermesinde,,-,Midfielder,
,João Gomes,Central Midfield,"Nov 29, 2001 ",22,['Portugal'],Portugal,,,-,Midfielder,
,Rodrigo Herrero,Central Midfield,"Dec 18, 2001 ",22,['Portugal'],Portugal,Lisboa,"1,75",-,Midfielder,AM
,Diogo Marques,Central Midfield,"Feb 16, 2001 ",23,['Portugal'],Portugal,Guimarães,,-,Midfielder,
21.0,Edu Pinheiro,Central Midfield,"Aug 28, 2001 ",22,['Portugal'],Portugal,Anadia,"1,81",-,Midfielder,DM
,Edgar,Central Midfield,"May 7, 2001 ",22,['Portugal'],Portugal,Terras de Bouro,"1,73",-,Midfielder,RB   DM
21.0,João Nóbrega,Central Midfield,"Dec 4, 2001 ",22,['Portugal'],Portugal,Camacha,"1,86",-,Midfielder,DM
,Rafa Pereira,Central Midfield,"May 26, 2001 ",22,['Portugal'],Portugal,Coimbra,"1,75",-,Midfielder,AM
69.0,Tiago Almeida,Central Midfield,"May 5, 2001 ",22,['Portugal'],Portugal,Viseu,"1,79",-,Midfielder,
68.0,Nuno Cunha,Central Midfield,"Jan 11, 2001 ",23,['Portugal'],Portugal,Braga,"1,78",-,Midfielder,DM
28.0,Paulo Bernardo,Central Midfield,"Jan 24, 2002 ",22,['Portugal'],Portugal,Almada,"1,80",€3.00m,Midfielder,AM
87.0,Bernardo Folha,Central Midfield,"Mar 23, 2002 ",22,['Portugal'],Portugal,Porto,"1,80",€1.00m,Midfielder,AM   DM
88.0,Duarte Carvalho,Central Midfield,"May 30, 2002 ",21,['Portugal'],Portugal,,"1,78",€300k,Midfielder,AM   RW
18.0,Tiago Ribeiro,Central Midfield,"Mar 14, 2002 ",22,['Portugal'],Portugal,Vila Nova de Gaia,"1,83",€200k,Midfielder,DM
6.0,João Daniel,Central Midfield,"Jun 28, 2002 ",21,['Portugal'],Portugal,Póvoa de Varzim,"1,84",€25k,Midfielder,
14.0,António Diogo,Central Midfield,"Jan 8, 2002 ",22,['Portugal'],Portugal,Gouveia,,-,Midfielder,
6.0,Simão Ferreira,Central Midfield,"May 21, 2002 ",21,['Portugal'],Portugal,Felgueiras,"1,72",-,Midfielder,RM
21.0,Manuel Diaz,Central Midfield,"Jul 10, 2002 ",21,['Portugal'],Portugal,Águeda,"1,68",-,Midfielder,AM
67.0,Tiago Portela,Central Midfield,"Jul 11, 2002 ",21,['Portugal'],Portugal,Braga,"1,68",-,Midfielder,AM
80.0,Kiko Oliveira,Central Midfield,"Feb 8, 2002 ",22,['Portugal'],Portugal,Caldas das Taipas,"1,79",-,Midfielder,AM   RW
11.0,Rui Teixeira,Central Midfield,"Jan 25, 2002 ",22,['Portugal'],Portugal,Cabeceiras de Basto,"1,73",-,Midfielder,
21.0,Danny,Central Midfield,"Apr 4, 2002 ",22,['Portugal'],Portugal,Guimarães,,-,Midfielder,
7.0,Samuel Machado,Central Midfield,"Jul 17, 2002 ",21,['Portugal'],Portugal,Esposende,"1,80",-,Midfielder,RM   RB
96.0,Gui Guedes,Central Midfield,"Apr 17, 2002 ",21,['Portugal'],Portugal,Santa Marta de Penaguião,"1,84",€1.20m,Midfielder,DM   LW
90.0,Diogo Nascimento,Central Midfield,"Nov 2, 2002 ",21,['Portugal'],Portugal,Leiria,"1,66",€700k,Midfielder,LM   AM
88.0,Diogo Carraco,Central Midfield,"Sep 13, 2002 ",21,['Portugal'],Portugal,Borda do Campo,"1,86",€300k,Midfielder,
68.0,Manu Figueiredo,Central Midfield,"Feb 16, 2002 ",22,['Portugal'],Portugal,Lisboa,"1,77",€125k,Midfielder,
21.0,Rúben Rodrigues,Central Midfield,"Nov 16, 2002 ",21,['Portugal'],Portugal,Lisboa,"1,64",-,Midfielder,
21.0,João Ferreira,Central Midfield,"Mar 14, 2002 ",22,['Portugal'],Portugal,,,-,Midfielder,
,Salvador Coutinho,Central Midfield,"Nov 4, 2002 ",21,['Portugal'],Portugal,,"1,80",-,Midfielder,RM   RW
18.0,Edu,Central Midfield,"Sep 25, 2002 ",21,['Portugal'],Portugal,Várzea,"1,82",-,Midfielder,
6.0,Iuri Bessa,Central Midfield,"Aug 6, 2002 ",21,['Portugal'],Portugal,,"1,80",-,Midfielder,
27.0,Leonardo Nunes,Central Midfield,"Mar 27, 2002 ",22,['Portugal'],Portugal,,,-,Midfielder,
,Diogo Pereira,Central Midfield,"Sep 5, 2002 ",21,['Portugal'],Portugal,Évora,,-,Midfielder,
23.0,Francisco Tilli,Central Midfield,"Mar 14, 2002 ",22,['Portugal'],Portugal,Loures,"1,70",-,Midfielder,AM
88.0,Pedro Fernandes,Central Midfield,"Jan 31, 2002 ",22,['Portugal'],Portugal,Braga,"1,86",-,Midfielder,DM
,Gonçalo Mendonça,Central Midfield,"Sep 7, 2002 ",21,['Portugal'],Portugal,Loulé,"1,80",-,Midfielder,
,Caio Mota,Central Midfield,"Mar 13, 2002 ",22,['Portugal'],Portugal,Castelo Branco,"1,83",-,Midfielder,DM
,Telmo Neves,Central Midfield,"Feb 6, 2002 ",22,['Portugal'],Portugal,Coimbra,"1,79",-,Midfielder,
10.0,Paulo Leiras,Central Midfield,"May 27, 2002 ",21,['Portugal'],Portugal,Vila Nova de Famalicão,"1,79",-,Midfielder,AM   DM
7.0,Luís Gouveia,Central Midfield,"Jan 21, 2002 ",22,['Portugal'],Portugal,Leiria,,-,Midfielder,
11.0,Henrique Amaral,Central Midfield,"Jun 16, 2002 ",21,['Portugal'],Portugal,Ponta Delgada,"1,78",-,Midfielder,AM
,Bruno Melo,Central Midfield,"Feb 13, 2002 ",22,['Portugal'],Portugal,Ponte de Lima,"1,70",-,Midfielder,
21.0,Carlos Avelino,Central Midfield,"Apr 11, 2002 ",21,['Portugal'],Portugal,Matosinhos,"1,90",-,Midfielder,
19.0,João Pedro da Cunha,Central Midfield,"Feb 10, 2002 ",22,"['Portugal', 'Switzerland']",Portugal,Lousada,"1,66",-,Midfielder,AM
7.0,Daniel Rodrigues,Central Midfield,"Feb 11, 2002 ",22,['Portugal'],Portugal,Lamego,"1,72",-,Midfielder,DM
24.0,Tomás Lacerda,Central Midfield,"Apr 25, 2002 ",21,['Portugal'],Portugal,Lisbon,"1,73",-,Midfielder,DM
7.0,Maurício,Central Midfield,"May 26, 2002 ",21,['Portugal'],Portugal,,"1,70",-,Midfielder,AM   LW
85.0,Henrique Martins,Central Midfield,"Mar 24, 2002 ",22,['Portugal'],Portugal,Braga,"1,77",-,Midfielder,AM   DM
6.0,Gonçalo Ornelas,Central Midfield,"Jul 9, 2002 ",21,['Portugal'],Portugal,,"1,73",-,Midfielder,AM   DM
16.0,Diogo Cornélio,Central Midfield,"May 15, 2002 ",21,['Portugal'],Portugal,Covilhã,"1,86",-,Midfielder,DM
6.0,Tomás Lima,Central Midfield,"Feb 6, 2002 ",22,['Portugal'],Portugal,Setúbal,,-,Midfielder,AM
8.0,Gui Oliveira,Central Midfield,"Sep 23, 2002 ",21,['Portugal'],Portugal,Montijo,"1,82",-,Midfielder,AM
,Lucas Sousa,Central Midfield,"Feb 13, 2002 ",22,"['Portugal', 'Brazil']",Portugal,Barcelos,"1,79",-,Midfielder,AM
65.0,João Barros,Central Midfield,"Apr 11, 2002 ",21,['Portugal'],Portugal,Funchal,"1,70",-,Midfielder,
60.0,André Grave,Central Midfield,"Apr 16, 2002 ",21,['Portugal'],Portugal,Lagos,"1,76",-,Midfielder,DM
76.0,Martim Neto,Central Midfield,"Jan 14, 2003 ",21,['Portugal'],Portugal,Viana do Castelo,"1,85",€2.50m,Midfielder,AM
45.0,Miguel Rebelo,Central Midfield,"Sep 13, 2003 ",20,['Portugal'],Portugal,Caldas da Rainha,"1,85",€200k,Midfielder,DM   AM
40.0,Mauro Bandeira,Central Midfield,"Nov 18, 2003 ",20,"['Portugal', 'England']",Portugal,Loures,"1,78",€200k,Midfielder,DM   RB
20.0,Pedro Cotão,Central Midfield,"Jul 12, 2003 ",20,['Portugal'],Portugal,Lisboa,"1,80",-,Midfielder,
16.0,Gabriel Saraiva,Central Midfield,"Jun 22, 2003 ",20,['Portugal'],Portugal,,,-,Midfielder,
80.0,Roberto Arruda,Central Midfield,"Apr 8, 2003 ",21,['Portugal'],Portugal,Flamengos,,-,Midfielder,
10.0,Alexandre Fernandes,Central Midfield,"Nov 10, 2003 ",20,['Portugal'],Portugal,,,-,Midfielder,
11.0,Martim Santos,Central Midfield,"May 27, 2003 ",20,['Portugal'],Portugal,Estarreja,"1,85",-,Midfielder,DM
14.0,João Garção,Central Midfield,"Apr 15, 2003 ",20,['Portugal'],Portugal,,,-,Midfielder,
8.0,Pedro Macedo,Central Midfield,"Jun 8, 2003 ",20,['Portugal'],Portugal,Pedorido,"1,75",-,Midfielder,
19.0,Edgar Moura,Central Midfield,"May 5, 2003 ",20,['Portugal'],Portugal,,,-,Midfielder,CB   DM
8.0,Hugo Tavares,Central Midfield,"Sep 5, 2003 ",20,['Portugal'],Portugal,,,-,Midfielder,
,Leonel Vieira,Central Midfield,"Oct 5, 2003 ",20,['Portugal'],Portugal,,"1,76",-,Midfielder,
64.0,Gonçalo Nogueira,Central Midfield,"Dec 28, 2003 ",20,['Portugal'],Portugal,Guimarães,"1,80",€300k,Midfielder,
16.0,Joel Silva,Central Midfield,"Feb 11, 2003 ",21,['Portugal'],Portugal,Porto,"1,85",€200k,Midfielder,DM
23.0,Gustavo Mendonça,Central Midfield,"Mar 11, 2003 ",21,['Portugal'],Portugal,Amares,"1,76",€200k,Midfielder,DM
79.0,Francisco Ascenso,Central Midfield,"Apr 30, 2003 ",20,['Portugal'],Portugal,Setúbal,"1,81",-,Midfielder,
73.0,Jaca,Central Midfield,"Oct 5, 2003 ",20,['Portugal'],Portugal,,"1,78",-,Midfielder,
,Renato Pires,Central Midfield,"Oct 29, 2003 ",20,['Portugal'],Portugal,,"1,76",-,Midfielder,
8.0,Paulo Lopes,Central Midfield,"Jun 9, 2003 ",20,['Portugal'],Portugal,,"1,83",-,Midfielder,
,Pedro Pinto,Central Midfield,"Jul 11, 2003 ",20,['Portugal'],Portugal,Viseu,"1,73",-,Midfielder,AM
,Aníbal,Central Midfield,"Sep 5, 2003 ",20,['Portugal'],Portugal,Castelo de Paiva,,-,Midfielder,
11.0,Nuno Martins,Central Midfield,"Feb 5, 2003 ",21,['Portugal'],Portugal,Anadia,"1,78",-,Midfielder,AM   LM
17.0,Diogo Silva,Central Midfield,"Nov 7, 2003 ",20,['Portugal'],Portugal,,"1,74",-,Midfielder,
5.0,Alex Silva,Central Midfield,"Sep 12, 2003 ",20,['Portugal'],Portugal,Fátima,,-,Midfielder,DM
15.0,Gonçalo Matos,Central Midfield,"Jan 13, 2003 ",21,['Portugal'],Portugal,Ponte de Lima,"1,76",-,Midfielder,AM
22.0,António Ribeiro,Central Midfield,"Mar 3, 2003 ",21,['Portugal'],Portugal,,"1,80",-,Midfielder,
6.0,Tiago Cardoso,Central Midfield,"Jan 7, 2003 ",21,['Portugal'],Portugal,,"1,75",-,Midfielder,DM
,Jorge Alcobia,Central Midfield,"Apr 6, 2003 ",21,['Portugal'],Portugal,Ermesinde,"1,75",-,Midfielder,DM
,David Pinheiro,Central Midfield,"Apr 2, 2003 ",21,['Portugal'],Portugal,Braga,"1,82",-,Midfielder,
,Pany,Central Midfield,"Jul 21, 2003 ",20,['Portugal'],Portugal,Penafiel,"1,79",-,Midfielder,DM
,Miguel Fonseca,Central Midfield,"Apr 29, 2003 ",20,['Portugal'],Portugal,,"1,74",-,Midfielder,
11.0,Gustavo Teixeira,Central Midfield,"Nov 7, 2003 ",20,['Portugal'],Portugal,Leça da Palmeira,"1,84",-,Midfielder,AM
,Daniel Souza,Central Midfield,"May 8, 2003 ",20,"['Portugal', 'Brazil']",Portugal,,"1,81",-,Midfielder,DM
,Tomás Maganete,Central Midfield,"Jan 1, 2003 ",21,['Portugal'],Portugal,Vila Nova de Gaia,,-,Midfielder,
,Diogo Antunes,Central Midfield,"Jul 2, 2003 ",20,['Portugal'],Portugal,Setúbal,"1,71",-,Midfielder,AM
88.0,Tiago Augusto,Central Midfield,"May 19, 2003 ",20,"['Portugal', 'Angola']",Portugal,Lisboa,"1,88",-,Midfielder,DM   AM
10.0,André Cabral,Central Midfield,"Aug 8, 2003 ",20,['Portugal'],Portugal,Porto Salvo,"1,80",-,Midfielder,AM
17.0,Afonso Couto,Central Midfield,"Feb 7, 2003 ",21,['Portugal'],Portugal,Matosinhos,"1,85",-,Midfielder,AM   SS
,Rui Mariachi,Central Midfield,"Mar 30, 2003 ",21,['Portugal'],Portugal,,"1,94",-,Midfielder,DM
14.0,Gonçalo Silva,Central Midfield,"May 15, 2003 ",20,['Portugal'],Portugal,,"1,88",-,Midfielder,
50.0,Marcelo Caldas,Central Midfield,"Jun 15, 2003 ",20,['Portugal'],Portugal,Viana do Castelo,"1,82",-,Midfielder,DM
22.0,Cláudio Araújo,Central Midfield,"Feb 22, 2003 ",21,['Portugal'],Portugal,Braga,"1,77",-,Midfielder,AM   LW
25.0,Gusta,Central Midfield,"Aug 15, 2003 ",20,['Portugal'],Portugal,Lisboa,"1,76",-,Midfielder,LB
,Rui Pimenta,Central Midfield,"Feb 2, 2003 ",21,['Portugal'],Portugal,Paredes,"1,77",-,Midfielder,AM
7.0,Francisco Moura,Central Midfield,"Dec 3, 2003 ",20,['Portugal'],Portugal,,"1,66",-,Midfielder,RB
21.0,Ricardo Leal,Central Midfield,"Aug 18, 2003 ",20,['Portugal'],Portugal,Silves,"1,75",-,Midfielder,AM   DM
10.0,Rodrigo Machado,Central Midfield,"Sep 6, 2003 ",20,['Portugal'],Portugal,Santo Tirso,"1,70",-,Midfielder,DM
93.0,Miguel Menino,Central Midfield,"Jan 10, 2003 ",21,['Portugal'],Portugal,Almada,"1,81",-,Midfielder,AM   RW
22.0,João Batista,Central Midfield,"Aug 22, 2003 ",20,['Portugal'],Portugal,,"1,77",-,Midfielder,DM
,Fabiano Mendonça,Central Midfield,"Apr 13, 2003 ",20,['Portugal'],Portugal,Funchal,"1,67",-,Midfielder,AM   DM
,Daniel Cerqueira,Central Midfield,"Jan 5, 2003 ",21,['Andorra'],Portugal,Montalegre,,-,Midfielder,
8.0,Afonso Soares,Central Midfield,"Mar 23, 2003 ",21,['Portugal'],Portugal,Portimão,"1,84",-,Midfielder,DM
20.0,Chico,Central Midfield,"May 19, 2003 ",20,['Portugal'],Portugal,Porto,"1,74",-,Midfielder,
,Porfírio Gomes,Central Midfield,"Jun 13, 2003 ",20,['Portugal'],Portugal,,"1,79",-,Midfielder,
86.0,Diogo Prioste,Central Midfield,"Mar 26, 2004 ",20,['Portugal'],Portugal,Amadora,"1,79",€1.00m,Midfielder,DM
20.0,Bernardo Gomes,Central Midfield,"Apr 14, 2004 ",19,"['Portugal', 'Venezuela']",Portugal,Funchal,"1,82",€200k,Midfielder,AM
4.0,Rodrigo Correia,Central Midfield,"Jan 22, 2004 ",20,['Portugal'],Portugal,Malveira,"1,67",-,Midfielder,
23.0,Daniel Branco,Central Midfield,"Oct 5, 2004 ",19,['Portugal'],Portugal,,,-,Midfielder,
16.0,Lucas Cavaco,Central Midfield,"Dec 16, 2004 ",19,['Portugal'],Portugal,São Miguel,,-,Midfielder,
,Diogo Simão,Central Midfield,"Dec 1, 2004 ",19,['Portugal'],Portugal,Felgueiras,,-,Midfielder,DM
91.0,Zé António,Central Midfield,"Oct 23, 2004 ",19,"['Portugal', 'Angola']",Portugal,Porto,"1,82",-,Midfielder,DM
35.0,Luís Nunes,Central Midfield,"Mar 8, 2004 ",20,['Portugal'],Portugal,,"1,86",-,Midfielder,
79.0,Simão Lourenço,Central Midfield,"Nov 18, 2004 ",19,['Portugal'],Portugal,,"1,81",-,Midfielder,
,Francisco Conceição,Central Midfield,"Apr 29, 2004 ",19,['Portugal'],Portugal,Braga,"1,76",-,Midfielder,DM   AM
26.0,André Castelhano,Central Midfield,"Aug 19, 2004 ",19,['Portugal'],Portugal,Amareleja,"1,78",-,Midfielder,
22.0,Polo Vieira,Central Midfield,"Oct 19, 2004 ",19,['Portugal'],Portugal,Guimarães,"1,82",-,Midfielder,
7.0,Zé Maria,Central Midfield,"Jun 14, 2004 ",19,['Portugal'],Portugal,Cascais,"1,84",-,Midfielder,
96.0,Samuel Justo,Central Midfield,"Apr 2, 2004 ",20,['Portugal'],Portugal,Amadora,"1,78",€300k,Midfielder,AM   DM
14.0,Ivo Candé,Central Midfield,"May 18, 2004 ",19,"['Portugal', 'Guinea-Bissau']",Portugal,,"1,92",€50k,Midfielder,DM   AM
28.0,Julien Gouveia,Central Midfield,"Jul 22, 2004 ",19,['Portugal'],Portugal,,,-,Midfielder,
16.0,Rodrigo Nunes,Central Midfield,"Oct 29, 2004 ",19,['Portugal'],Portugal,Lisboa,"1,73",-,Midfielder,
5.0,Eduardo Barradas,Central Midfield,"Dec 23, 2004 ",19,['Portugal'],Portugal,,,-,Midfielder,
19.0,Pedro Almeida,Central Midfield,"Jun 11, 2004 ",19,['Portugal'],Portugal,Marmeleira,"1,80",-,Midfielder,DM
17.0,Márcio Duarte,Central Midfield,"Jan 23, 2004 ",20,['Portugal'],Portugal,Porto,"1,74",-,Midfielder,AM
,Diogo Reis,Central Midfield,"Nov 26, 2004 ",19,['Portugal'],Portugal,Ponta Delgada,"1,70",-,Midfielder,AM
21.0,Dani Pacheco,Central Midfield,"Jun 26, 2004 ",19,['Portugal'],Portugal,Paredes,"1,83",-,Midfielder,
,Diogo Ferreira,Central Midfield,"Nov 12, 2004 ",19,['Portugal'],Portugal,Barreiro,"1,75",-,Midfielder,
,Gonçalo Correia,Central Midfield,"Jan 6, 2004 ",20,['Portugal'],Portugal,Castelo Branco,,-,Midfielder,
6.0,Daniel Ferraz,Central Midfield,"Jan 24, 2004 ",20,['Portugal'],Portugal,,,-,Midfielder,
82.0,Rafael Paulino,Central Midfield,"Jun 3, 2004 ",19,['Portugal'],Portugal,Faro,"1,80",-,Midfielder,DM   AM
,Alessandro De Castro,Central Midfield,"May 15, 2004 ",19,"['Portugal', 'France']",Portugal,Lisboa,"1,76",-,Midfielder,DM   AM
68.0,Diogo Maga,Central Midfield,"Oct 22, 2004 ",19,['Portugal'],Portugal,Matosinhos,"1,75",-,Midfielder,AM   LW
8.0,Rafael Besugo,Central Midfield,"Mar 23, 2004 ",20,['Portugal'],Portugal,Lisboa,"1,75",-,Midfielder,LB
20.0,Francisco Guedes,Central Midfield,"May 23, 2004 ",19,['Portugal'],Portugal,Porto,"1,65",-,Midfielder,AM
21.0,Rodrigo Ramos,Central Midfield,"Feb 17, 2004 ",20,['Portugal'],Portugal,Loures,"1,81",-,Midfielder,LW   SS
68.0,Daniel Araújo,Central Midfield,"Jun 4, 2004 ",19,['Portugal'],Portugal,Vila Nova Famalicão,"1,72",-,Midfielder,AM   DM
,Pedro Peralta,Central Midfield,"Jan 16, 2004 ",20,['Portugal'],Portugal,Santa Maria da Feira,"1,80",-,Midfielder,
17.0,David Ribeiro,Central Midfield,"Sep 14, 2004 ",19,['Portugal'],Portugal,Ponte,"1,76",-,Midfielder,AM
51.0,Fred Silva,Central Midfield,"Feb 5, 2004 ",20,['Portugal'],Portugal,Vila Nova de Famalicão,"1,82",-,Midfielder,DM   CB
23.0,Cascavel,Central Midfield,"Jan 23, 2005 ",19,['Portugal'],Portugal,Guimarães,"1,82",€200k,Midfielder,AM
,Pedro Borges,Central Midfield,"Jul 23, 2005 ",18,['Portugal'],Portugal,,"1,85",€100k,Midfielder,AM
,Duarte Carapinha,Central Midfield,"May 13, 2005 ",18,['Portugal'],Portugal,Campo Maior,,-,Midfielder,
14.0,Simão Marques,Central Midfield,"Sep 19, 2005 ",18,['Portugal'],Portugal,,"1,78",-,Midfielder,RB
,Salvador,Central Midfield,"Apr 22, 2005 ",18,['Portugal'],Portugal,Angra do Heroísmo,"1,80",-,Midfielder,
,Gonçalo Liça,Central Midfield,"Feb 3, 2005 ",19,['Portugal'],Portugal,Porto,,-,Midfielder,RB
,Tiago Peres,Central Midfield,"Sep 26, 2005 ",18,['Portugal'],Portugal,Quarteira,"1,76",-,Midfielder,
,João Diogo,Central Midfield,"Feb 2, 2005 ",19,['Portugal'],Portugal,Guimarães,"1,65",-,Midfielder,AM
98.0,Manuel Mendonça,Central Midfield,"Mar 24, 2005 ",19,['Portugal'],Portugal,Faro,"1,70",-,Midfielder,AM
,Bernardo Costa,Central Midfield,"Feb 4, 2005 ",19,['Portugal'],Portugal,Coimbra,"1,76",-,Midfielder,AM
68.0,João Veloso,Central Midfield,"Jun 26, 2005 ",18,['Portugal'],Portugal,Albufeira,"1,85",-,Midfielder,DM
20.0,Bernardo,Central Midfield,"Jan 23, 2005 ",19,['Portugal'],Portugal,Viseu,"1,80",€100k,Midfielder,
,Vasco Cunha,Central Midfield,"Apr 15, 2005 ",18,['Portugal'],Portugal,Covilhã,"1,73",-,Midfielder,AM
73.0,Mateus Machado,Central Midfield,"Feb 17, 2005 ",19,['Portugal'],Portugal,Ponta Delgada,,-,Midfielder,DM
