Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Nationality 3,Position 2,Position 3
14.0,Dani Rodríguez,Attacking Midfield,"Jun 6, 1988 ",36.0,Spain,Spain,Betanzos,"1,78",€1.00m,Midfielder,RW   LW,Spain,,,RW,LW
,Eloy Gila,Attacking Midfield,"Jun 21, 1988 ",36.0,Spain,Spain,Sabadell,"1,75",€50k,Midfielder,RW   LW,Spain,,,RW,LW
8.0,Fernando Pino,Attacking Midfield,"Jul 14, 1988 ",36.0,Spain,Spain,Brozas,"1,87",-,Midfielder,CM,Spain,,,CM,
,Moisés Pérez,Attacking Midfield,"Jul 13, 1988 ",36.0,Spain,Spain,Tenerife,"1,92",-,Midfielder,SS,Spain,,,SS,
,Ezequiel García,Attacking Midfield,"Jun 2, 1988 ",36.0,Spain,Spain,Ecija,"1,74",-,Midfielder,,Spain,,,,
,Mikel Abaroa,Attacking Midfield,"Oct 2, 1988 ",35.0,Spain,Spain,Lekeitio,"1,85",-,Midfielder,CM,Spain,,,CM,
,Alejandro Alonso,Attacking Midfield,"May 22, 1988 ",36.0,Spain,Spain,Langreo,"1,85",-,Midfielder,,Spain,,,,
,Esteban Capelo,Attacking Midfield,"Jun 6, 1988 ",36.0,Spain,Spain,A Coruna,"1,88",-,Midfielder,,Spain,,,,
,Adrián Mouriño,Attacking Midfield,"Feb 1, 1988 ",36.0,Spain,Spain,Porrino,"1,70",-,Midfielder,RW   LW,Spain,,,RW,LW
,Fran Heredia,Attacking Midfield,"Feb 16, 1988 ",36.0,Spain,Spain,Granada,"1,79",-,Midfielder,,Spain,,,,
,José de la Puente,Attacking Midfield,"Feb 22, 1988 ",36.0,Spain,Spain,Caborana,"1,88",-,Midfielder,LM   RM,Spain,,,LM,RM
,Popo,Attacking Midfield,"Jan 25, 1988 ",36.0,Spain,Spain,Torre del Mar,"1,65",-,Midfielder,LW,Spain,,,LW,
,Juan Mata,Attacking Midfield,"Apr 28, 1988 ",36.0,Spain,Portugal,Burgos,"1,70",€800k,Midfielder,RW   LW,Spain,,,RW,LW
,Daniel De la Cal,Attacking Midfield,"Nov 9, 1988 ",35.0,Spain,Portugal,Valencia,"1,83",-,Midfielder,,Spain,,,,
,Txutxi,Attacking Midfield,"Dec 24, 1988 ",35.0,Spain,Portugal,Vitoria-Gasteiz,"1,77",-,Midfielder,,Spain,,,,
,Chapi,Attacking Midfield,"Mar 20, 1988 ",36.0,Spain,Portugal,Sevilla,"1,81",-,Midfielder,CM,Spain,,,CM,
,Pepín,Attacking Midfield,"Nov 4, 1988 ",35.0,Spain,Portugal,Torrelavega,"1,78",-,Midfielder,RW   CM,Spain,,,RW,CM
,Pedro Barrancos,Attacking Midfield,"Mar 10, 1988 ",36.0,Spain,Portugal,Sangonera la Verde,"1,81",-,Midfielder,,Spain,,,,
,Igor Salutregui,Attacking Midfield,"Jul 12, 1988 ",36.0,Spain,Portugal,Gernika,"1,76",-,Midfielder,,Spain,,,,
,Guillermo Uruñuela,Attacking Midfield,"Nov 8, 1988 ",35.0,Spain,Portugal,Aviles,,-,Midfielder,,Spain,,,,
,Adrien Goñi,Attacking Midfield,"Aug 25, 1988 ",35.0,Spain,Portugal,Pamplona,"1,76",-,Midfielder,CM,Spain,,,CM,
,Eloy Villodrés,Attacking Midfield,"Jan 30, 1988 ",36.0,Spain,Portugal,Fuengirola,"1,73",-,Midfielder,,Spain,,,,
,Omar Ramos,Attacking Midfield,"Jan 26, 1988 ",36.0,Spain,Portugal,Santa Cruz de Tenerife,"1,76",-,Midfielder,LW   RW,Spain,,,LW,RW
,Jonathan Viera,Attacking Midfield,"Oct 21, 1989 ",34.0,Spain,Spain,Las Palmas de Gran Canaria,"1,71",€1.00m,Midfielder,LW   RW,Spain,,,LW,RW
,Javi Hernández,Attacking Midfield,"Jun 6, 1989 ",35.0,Spain,Spain,Salamanca,"1,84",€250k,Midfielder,LW   RW,Spain,,,LW,RW
,Víctor Rodríguez,Attacking Midfield,"Jul 23, 1989 ",34.0,Spain,Spain,Sabadell,"1,70",€175k,Midfielder,LW   RW,Spain,,,LW,RW
,Héctor Ayodele,Attacking Midfield,"Jul 9, 1989 ",35.0,Spain,Spain,Alicante,,€50k,Midfielder,RW   LW,Spain,,,RW,LW
22.0,Adrián Lois,Attacking Midfield,"Feb 12, 1989 ",35.0,Spain,Spain,Valencia,"1,76",€25k,Midfielder,CM,Spain,,,CM,
10.0,Valentín Morales,Attacking Midfield,"Sep 23, 1989 ",34.0,Spain,Spain,Palma de Mallorca,,-,Midfielder,,Spain,,,,
8.0,Edu,Attacking Midfield,"Dec 20, 1989 ",34.0,Spain,Spain,A Coruna,"1,99",-,Midfielder,CM,Spain,,,CM,
,Gonzalo Guardiola,Attacking Midfield,"Sep 14, 1989 ",34.0,Spain,Spain,Jumilla,"1,78",-,Midfielder,LW   RW,Spain,,,LW,RW
,Airam Benito,Attacking Midfield,"Sep 23, 1989 ",34.0,Spain,Spain,Santa Cruz de Tenerife,"1,74",-,Midfielder,CM,Spain,,,CM,
,Jacobo Millán,Attacking Midfield,"Feb 17, 1989 ",35.0,Spain,Spain,Vigo,"1,78",-,Midfielder,LW,Spain,,,LW,
22.0,Diego Berdún,Attacking Midfield,"Apr 12, 1989 ",35.0,Spain,Spain,Zaragoza,,-,Midfielder,,Spain,,,,
10.0,Maikel,Attacking Midfield,"Dec 2, 1989 ",34.0,Spain,Spain,Las Palmas de Gran Canaria,"1,82",-,Midfielder,CM   CF,Spain,,,CM,CF
,Juanse,Attacking Midfield,"Apr 19, 1989 ",35.0,Spain,Spain,Jaen,"1,77",-,Midfielder,RW   LW,Spain,,,RW,LW
,Roberto Torres,Attacking Midfield,"Mar 7, 1989 ",35.0,Spain,Spain,Arre,"1,78",€800k,Midfielder,RW   LW,Spain,,,RW,LW
10.0,Alberto Noguera,Attacking Midfield,"Sep 24, 1989 ",34.0,Spain,Spain,Madrid,"1,75",€175k,Midfielder,CM,Spain,,,CM,
,Álex Arias,Attacking Midfield,"Jun 13, 1989 ",35.0,Spain,Spain,Aviles,"1,70",€100k,Midfielder,LW   RW,Spain,,,LW,RW
10.0,Marcos Sáez,Attacking Midfield,"Oct 6, 1989 ",34.0,Spain,Spain,Santa Maria de Cayon,"1,83",€25k,Midfielder,,Spain,,,,
,Alfonso Benítez,Attacking Midfield,"Feb 18, 1989 ",35.0,Spain,Spain,La Linea de la Concepcion,,-,Midfielder,CM   RW,Spain,,,CM,RW
,Javi Navarro,Attacking Midfield,"Jun 23, 1989 ",35.0,Spain,Spain,Las Palmas de Gran Canaria,,-,Midfielder,,Spain,,,,
,Carlos Terol,Attacking Midfield,"Jun 13, 1989 ",35.0,Spain,Spain,Jumilla,"1,82",-,Midfielder,CM,Spain,,,CM,
,Fernando Calleja,Attacking Midfield,"Aug 9, 1989 ",34.0,Spain,Spain,Madrid,,-,Midfielder,CM,Spain,,,CM,
20.0,Adán Pérez,Attacking Midfield,"Oct 24, 1989 ",34.0,Spain,Spain,Zaragoza,"1,80",-,Midfielder,LW   CF,Spain,,,LW,CF
10.0,Néstor Gordillo,Attacking Midfield,"Aug 28, 1989 ",34.0,Spain,Spain,La Atalaya,"1,69",-,Midfielder,LW   RW,Spain,,,LW,RW
,Cúper,Attacking Midfield,"Feb 10, 1989 ",35.0,Spain,Spain,Santander,"1,80",-,Midfielder,,Spain,,,,
,Diego Peláez,Attacking Midfield,"May 18, 1989 ",35.0,Spain,Spain,Santiago de Compostela,"1,72",-,Midfielder,LW,Spain,,,LW,
,Dieguito,Attacking Midfield,"Mar 20, 1989 ",35.0,Spain,Spain,Puerto Real,"1,72",-,Midfielder,CF,Spain,,,CF,
,Aarón Aguado,Attacking Midfield,"Jan 7, 1989 ",35.0,Spain,Spain,Valladolid,"1,85",-,Midfielder,,Spain,,,,
,Canario,Attacking Midfield,"May 5, 1989 ",35.0,Spain,Spain,Santa Lucia de Tirajana,"1,72",-,Midfielder,RW   CM,Spain,,,RW,CM
,Carlos Andújar,Attacking Midfield,"Apr 11, 1989 ",35.0,Spain,Spain,Villagonzalo,"1,72",-,Midfielder,LW   RW,Spain,,,LW,RW
,Borja Cortés,Attacking Midfield,"Feb 8, 1989 ",35.0,Spain,Spain,Alicante,"1,78",-,Midfielder,,Spain,,,,
,Rubén Ramos,Attacking Midfield,"Jan 31, 1989 ",35.0,Spain,Spain,Fuenlabrada,"1,78",-,Midfielder,CM,Spain,,,CM,
,Christian Alfonso,Attacking Midfield,"May 2, 1989 ",35.0,Spain,Portugal,Barcelona,"1,77",-,Midfielder,RW   LW,Spain,,,RW,LW
,José Vega,Attacking Midfield,"Jun 11, 1989 ",35.0,Spain,Portugal,Madrid,,-,Midfielder,,Spain,,,,
,Nacho Méndez,Attacking Midfield,"Jan 27, 1989 ",35.0,Spain,Portugal,Oviedo,,-,Midfielder,,Spain,,,,
,David Bandera,Attacking Midfield,"Feb 14, 1989 ",35.0,Spain,Portugal,Leon,"1,80",-,Midfielder,CM   LW,Spain,,,CM,LW
,Dani Galán,Attacking Midfield,"Mar 21, 1989 ",35.0,Spain,Portugal,Alboraya,"1,72",-,Midfielder,,Spain,,,,
,Igor Martínez,Attacking Midfield,"Jul 19, 1989 ",34.0,Spain,Portugal,Vitoria-Gasteiz,"1,70",-,Midfielder,RW   LW,Spain,,,RW,LW
,Borja García,Attacking Midfield,"Nov 2, 1990 ",33.0,Spain,Spain,Torremocha de Jarama,"1,75",€800k,Midfielder,LW   RW,Spain,,,LW,RW
14.0,Fernando Llorente,Attacking Midfield,"Sep 18, 1990 ",33.0,Spain,Spain,Segovia,"1,79",€175k,Midfielder,CM,Spain,,,CM,
12.0,Tana,Attacking Midfield,"Sep 20, 1990 ",33.0,Spain,Spain,Las Palmas de Gran Canaria,"1,69",€100k,Midfielder,RW   LW,Spain,,,RW,LW
,Manuel Romay,Attacking Midfield,"Jul 29, 1990 ",33.0,Spain,Spain,Malpica de Bergantinos,"1,84",€100k,Midfielder,CM,Spain,,,CM,
22.0,Josu Rodriguez,Attacking Midfield,"Jan 2, 1990 ",34.0,Spain,Spain,Barcelona,"1,82",€50k,Midfielder,LW   RW,Spain,,,LW,RW
,Oriol Molins,Attacking Midfield,"Jul 19, 1990 ",33.0,Spain,Spain,Barcelona,"1,85",-,Midfielder,CM,Spain,,,CM,
,Javi Crespo,Attacking Midfield,"Dec 19, 1990 ",33.0,Spain,Spain,Madrid,"1,88",-,Midfielder,SS,Spain,,,SS,
,Jorge Pulido,Attacking Midfield,"Apr 29, 1990 ",34.0,Spain,Spain,Las Palmas de Gran Canaria,,-,Midfielder,,Spain,,,,
,Álex Cano,Attacking Midfield,"Jan 1, 1990 ",34.0,Spain,Spain,Barcelona,,-,Midfielder,SS,Spain,,,SS,
,Lolo Armario,Attacking Midfield,"Feb 26, 1990 ",34.0,Spain,Spain,Cadiz,"1,83",-,Midfielder,CM,Spain,,,CM,
,Sandro Rodríguez,Attacking Midfield,"May 26, 1990 ",34.0,Spain,Spain,Tenerife,,-,Midfielder,RW   LW,Spain,,,RW,LW
,Didac Devesa,Attacking Midfield,"Dec 30, 1990 ",33.0,Spain,Spain,Esporles,"1,73",-,Midfielder,CM   SS,Spain,,,CM,SS
,Mané,Attacking Midfield,"Feb 22, 1990 ",34.0,Spain,Spain,Posadas,"1,77",-,Midfielder,,Spain,,,,
11.0,Jesús Imaz,Attacking Midfield,"Sep 26, 1990 ",33.0,Spain,Spain,Lleida,"1,74",€500k,Midfielder,SS   CF,Spain,,,SS,CF
10.0,Borja Díaz,Attacking Midfield,"Nov 2, 1990 ",33.0,Spain,Spain,Madrid,"1,80",€125k,Midfielder,RW   LW,Spain,,,RW,LW
11.0,Edu García,Attacking Midfield,"Apr 24, 1990 ",34.0,Spain,Spain,Zaragoza,"1,82",€100k,Midfielder,LM   RM,Spain,,,LM,RM
7.0,Jorge Fernández,Attacking Midfield,"Jan 28, 1990 ",34.0,Spain,Spain,Aviles,"1,70",€100k,Midfielder,CM   RW,Spain,,,CM,RW
7.0,Carlos Cagigas,Attacking Midfield,"Oct 16, 1990 ",33.0,Spain,Spain,Rubayo,"1,90",€25k,Midfielder,LW,Spain,,,LW,
,Luigi Moreno,Attacking Midfield,"Aug 23, 1990 ",33.0,Spain,Spain,Lebrija,,-,Midfielder,,Spain,,,,
,Adrián Núñez,Attacking Midfield,"Nov 14, 1990 ",33.0,Spain,Spain,,,-,Midfielder,,Spain,,,,
,Alfons Serra,Attacking Midfield,"Dec 10, 1990 ",33.0,Spain,Spain,Tarragona,"1,75",-,Midfielder,CM,Spain,,,CM,
,Juanito Benítez,Attacking Midfield,"Mar 10, 1990 ",34.0,Spain,Spain,Jerez de la Frontera,"1,78",-,Midfielder,,Spain,,,,
,Pedrito,Attacking Midfield,"Dec 16, 1990 ",33.0,Spain,Spain,Vilches,,-,Midfielder,CM,Spain,,,CM,
,Roberto Jiménez,Attacking Midfield,"Sep 29, 1990 ",33.0,Spain,Spain,Madrid,"1,66",-,Midfielder,,Spain,,,,
20.0,Juan Fresno,Attacking Midfield,"Jul 19, 1990 ",33.0,Spain,Spain,Santander,"1,85",-,Midfielder,CM,Spain,,,CM,
,Óscar Fondevila,Attacking Midfield,"Jul 21, 1990 ",33.0,Spain,Spain,Vigo,"1,80",-,Midfielder,CM,Spain,,,CM,
,Eder Vilarchao,Attacking Midfield,"Feb 9, 1990 ",34.0,Spain,Spain,Barakaldo,"1,83",-,Midfielder,,Spain,,,,
,Javi Amaya,Attacking Midfield,"Jan 3, 1990 ",34.0,Spain,Spain,Torremolinos,"1,86",-,Midfielder,CF   LW,Spain,,,CF,LW
,Xavi Boniquet,Attacking Midfield,"May 29, 1990 ",34.0,Spain,Spain,Terrassa,"1,73",-,Midfielder,CM   LW,Spain,,,CM,LW
,Marc Serramitja,Attacking Midfield,"Aug 4, 1990 ",33.0,Spain,Spain,La Cellera de Ter,"1,73",-,Midfielder,,Spain,,,,
14.0,Jorge Sáez,Attacking Midfield,"May 5, 1990 ",34.0,Spain,Spain,Madrid,"1,65",-,Midfielder,RW,Spain,,,RW,
,Lucas Porcar,Attacking Midfield,"Feb 18, 1990 ",34.0,Spain,Spain,Sant Cugat del Valles,"1,81",-,Midfielder,RW   LW,Spain,,,RW,LW
,Fran Sota,Attacking Midfield,"Oct 30, 1990 ",33.0,Spain,Portugal,Aldeanueva de Ebro,"1,72",-,Midfielder,RW   LW,Spain,,,RW,LW
,Cuqui,Attacking Midfield,"Jan 15, 1990 ",34.0,Spain,Portugal,Talavera de la Reina,"1,78",-,Midfielder,CM   LW,Spain,,,CM,LW
,Miguelito,Attacking Midfield,"Dec 1, 1990 ",33.0,Spain,Portugal,Huelva,"1,77",-,Midfielder,CM,Spain,,,CM,
,Antonio Campillo,Attacking Midfield,"Dec 16, 1990 ",33.0,Spain,Portugal,Madrid,"1,76",-,Midfielder,,Spain,,,,
,Migue García,Attacking Midfield,"Aug 26, 1990 ",33.0,Spain,Portugal,Ecija,"1,78",-,Midfielder,RW   LW,Spain,,,RW,LW
,Alexis Rodríguez,Attacking Midfield,"Jan 23, 1990 ",34.0,Spain,Portugal,Santa Cruz de Tenerife,"1,86",-,Midfielder,CM,Spain,,,CM,
10.0,Sergio Canales,Attacking Midfield,"Feb 16, 1991 ",33.0,Spain,Spain,Santander,"1,78",€10.00m,Midfielder,RW   CM,Spain,,,RW,CM
11.0,Maikel Mesa,Attacking Midfield,"Jun 4, 1991 ",33.0,Spain,Spain,Santa Cruz de Tenerife,"1,88",€700k,Midfielder,CM,Spain,,,CM,
10.0,Josep Señé,Attacking Midfield,"Dec 10, 1991 ",32.0,Spain,Spain,Sant Cugat del Valles,"1,84",€400k,Midfielder,CM,Spain,,,CM,
21.0,Juan Carlos Menudo,Attacking Midfield,"Jun 18, 1991 ",33.0,Spain,Spain,Sevilla,"1,67",€125k,Midfielder,RW   LW,Spain,,,RW,LW
10.0,Tyronne,Attacking Midfield,"Jan 27, 1991 ",33.0,Spain,Spain,Las Palmas de Gran Canaria,"1,80",€125k,Midfielder,RW   LW,Spain,,,RW,LW
10.0,Alberto Cuesta,Attacking Midfield,"Jan 16, 1991 ",33.0,Spain,Spain,Almunecar,,-,Midfielder,,Spain,,,,
,Saúl Díaz,Attacking Midfield,"Feb 18, 1991 ",33.0,Spain,Spain,Sa Pobla,,-,Midfielder,,Spain,,,,
8.0,Paquito Morales,Attacking Midfield,"Nov 9, 1991 ",32.0,Spain,Spain,Mairena del Alcor,,-,Midfielder,RW,Spain,,,RW,
,Unai Gutiérrez,Attacking Midfield,"Feb 15, 1991 ",33.0,Spain,Spain,,,-,Midfielder,CM,Spain,,,CM,
,Yosu,Attacking Midfield,"Oct 4, 1991 ",32.0,Spain,Spain,Langreo,,-,Midfielder,CM   RW,Spain,,,CM,RW
,Adrián Algarra,Attacking Midfield,"Mar 1, 1991 ",33.0,Spain,Spain,Cuenca,,-,Midfielder,RW   LW,Spain,,,RW,LW
,Ander Sánchez,Attacking Midfield,"Feb 22, 1991 ",33.0,Spain,Spain,Irun,"1,78",-,Midfielder,RW   LW,Spain,,,RW,LW
,Álex Biendi,Attacking Midfield,"Aug 15, 1991 ",32.0,Spain,Spain,Benavente,"1,76",-,Midfielder,,Spain,,,,
17.0,Alejandro Pozuelo,Attacking Midfield,"Sep 20, 1991 ",32.0,Spain,Spain,Sevilla,"1,72",€1.50m,Midfielder,CM   LW,Spain,,,CM,LW
11.0,Juan Carlos Real,Attacking Midfield,"Mar 15, 1991 ",33.0,Spain,Spain,A Coruna,"1,84",€600k,Midfielder,LW   RW,Spain,,,LW,RW
10.0,Samu Saiz,Attacking Midfield,"Jan 22, 1991 ",33.0,Spain,Spain,Madrid,"1,74",€400k,Midfielder,LW   RW,Spain,,,LW,RW
,Omar Santana,Attacking Midfield,"Apr 14, 1991 ",33.0,Spain,Spain,Las Palmas de Gran Canaria,"1,75",€125k,Midfielder,CM,Spain,,,CM,
10.0,David Rodríguez,Attacking Midfield,"Sep 27, 1991 ",32.0,Spain,Spain,Madrid,,€100k,Midfielder,CM,Spain,,,CM,
,Diego Ortiz,Attacking Midfield,"May 5, 1991 ",33.0,Spain,Spain,Santander,,-,Midfielder,,Spain,,,,
,Estiven,Attacking Midfield,"Feb 16, 1991 ",33.0,Spain,Spain,La Linea de la Concepcion,"1,78",-,Midfielder,,Spain,,,,
,Álvaro Navarro,Attacking Midfield,"Apr 14, 1991 ",33.0,Spain,Spain,Algeciras,,-,Midfielder,RM   LM,Spain,,,RM,LM
6.0,Álvaro Pozo,Attacking Midfield,"Nov 28, 1991 ",32.0,Spain,Spain,Mieres,,-,Midfielder,,Spain,,,,
,Raúl Segura,Attacking Midfield,"Apr 11, 1991 ",33.0,Spain,Spain,Ronda,"1,69",-,Midfielder,LW   RW,Spain,,,LW,RW
,Jorge Merino,Attacking Midfield,"Jun 10, 1991 ",33.0,Spain,Spain,Santander,"1,79",-,Midfielder,RW   CM,Spain,,,RW,CM
11.0,Juan Menéndez,Attacking Midfield,"Dec 29, 1991 ",32.0,Spain,Spain,Aviles,"1,82",-,Midfielder,LW,Spain,,,LW,
,Chevi,Attacking Midfield,"Oct 5, 1991 ",32.0,Spain,Spain,Madrid,"1,80",-,Midfielder,CM,Spain,,,CM,
7.0,Aitor Villar,Attacking Midfield,"Jan 26, 1991 ",33.0,Spain,Spain,Barakaldo,"1,70",-,Midfielder,CM   RW,Spain,,,CM,RW
,Juan José Guerra,Attacking Midfield,"Mar 8, 1991 ",33.0,Spain,Spain,Sevilla,"1,79",-,Midfielder,,Spain,,,,
,José Ángel Bueno,Attacking Midfield,"Feb 7, 1991 ",33.0,Spain,Portugal,Tarragona,"1,74",-,Midfielder,,Spain,,,,
,Nico Cháfer,Attacking Midfield,"Feb 11, 1991 ",33.0,Spain,Portugal,Gandia,"1,70",-,Midfielder,CM   RW,Spain,,,CM,RW
,David Vidal,Attacking Midfield,"Nov 5, 1991 ",32.0,Spain,Portugal,Segovia,"1,79",-,Midfielder,,Spain,,,,
22.0,Isco,Attacking Midfield,"Apr 21, 1992 ",32.0,Spain,Spain,Benalmadena,"1,76",€8.00m,Midfielder,LW   CM,Spain,,,LW,CM
10.0,Carles Gil,Attacking Midfield,"Nov 22, 1992 ",31.0,Spain,Spain,Valencia,"1,71",€3.00m,Midfielder,RW   SS,Spain,,,RW,SS
,Ñito González,Attacking Midfield,"Nov 26, 1992 ",31.0,Spain,Spain,Algeciras,"1,69",€250k,Midfielder,CM,Spain,,,CM,
11.0,Pedro Astray,Attacking Midfield,"Mar 18, 1992 ",32.0,Spain,Spain,Vitoria-Gasteiz,"1,84",€100k,Midfielder,CM,Spain,,,CM,
,Aitor Ortega,Attacking Midfield,"Aug 13, 1992 ",31.0,Spain,Spain,Ermua,"1,82",€50k,Midfielder,CM,Spain,,,CM,
,Carlos de Dios,Attacking Midfield,"Oct 9, 1992 ",31.0,Spain,Spain,Maceda,,-,Midfielder,,Spain,,,,
,Chico,Attacking Midfield,"Dec 4, 1992 ",31.0,Spain,Spain,Alagon del Rio,,-,Midfielder,,Spain,,,,
,Juan Maza,Attacking Midfield,"Jan 4, 1992 ",32.0,Spain,Spain,,,-,Midfielder,,Spain,,,,
,Kity,Attacking Midfield,"Nov 12, 1992 ",31.0,Spain,Spain,Parla,"1,72",-,Midfielder,CM,Spain,,,CM,
14.0,José Antonio Parada,Attacking Midfield,"May 13, 1992 ",32.0,Spain,Spain,Sanlucar de Barrameda,"1,70",-,Midfielder,CM,Spain,,,CM,
,Álex Ares,Attacking Midfield,"Jun 27, 1992 ",32.0,Spain,Spain,Pontedeume,,-,Midfielder,,Spain,,,,
,Pablo Coutado,Attacking Midfield,"Feb 22, 1992 ",32.0,Spain,Spain,Mieres,"1,74",-,Midfielder,,Spain,,,,
,Bicho,Attacking Midfield,"Dec 2, 1992 ",31.0,Spain,Spain,Puerto Real,"1,82",-,Midfielder,,Spain,,,,
,Iker Muniain,Attacking Midfield,"Dec 19, 1992 ",31.0,Spain,Spain,Pamplona,"1,69",€5.00m,Midfielder,LW   RW,Spain,,,LW,RW
20.0,Juan Muñiz,Attacking Midfield,"Mar 14, 1992 ",32.0,Spain,Spain,Gijon,"1,75",€400k,Midfielder,LW   RW,Spain,,,LW,RW
7.0,Sergio Moyita,Attacking Midfield,"Sep 11, 1992 ",31.0,Spain,Spain,Osuna,"1,74",€200k,Midfielder,CM   RW,Spain,,,CM,RW
,Manu Caballero,Attacking Midfield,"Apr 10, 1992 ",32.0,Spain,Spain,Jerez de la Frontera,,€50k,Midfielder,,Spain,,,,
,Cristian Ceballos,Attacking Midfield,"Dec 3, 1992 ",31.0,Spain,Spain,Santander,"1,73",€50k,Midfielder,LW   SS,Spain,,,LW,SS
,Javi Alonso,Attacking Midfield,"Apr 21, 1992 ",32.0,Spain,Spain,Oviedo,,-,Midfielder,,Spain,,,,
,Alain Petxa,Attacking Midfield,"Sep 8, 1992 ",31.0,Spain,Spain,Donostia-San Sebastian,,-,Midfielder,,Spain,,,,
14.0,Álex González,Attacking Midfield,"Feb 14, 1992 ",32.0,Spain,Spain,Badajoz,"1,65",-,Midfielder,,Spain,,,,
,Borja Gómez,Attacking Midfield,"Aug 13, 1992 ",31.0,Spain,Spain,La Linea de la Concepcion,,-,Midfielder,RW   LW,Spain,,,RW,LW
7.0,Nacho Maganto,Attacking Midfield,"Jan 2, 1992 ",32.0,Spain,Spain,Madrid,"1,72",-,Midfielder,RW   CF,Spain,,,RW,CF
10.0,Marcos Remeseiro,Attacking Midfield,"Jul 21, 1992 ",31.0,Spain,Spain,A Coruna,"1,80",-,Midfielder,LW   CF,Spain,,,LW,CF
,Javi Medina,Attacking Midfield,"Jan 9, 1992 ",32.0,Spain,Spain,Valencina de la Concepcion,"1,68",-,Midfielder,LW   RW,Spain,,,LW,RW
10.0,Yoel Sola,Attacking Midfield,"Apr 10, 1992 ",32.0,Spain,Spain,Pamplona,"1,85",-,Midfielder,CM,Spain,,,CM,
,José María Barril,Attacking Midfield,"Apr 25, 1992 ",32.0,Spain,Spain,Madrid,"1,83",-,Midfielder,CM,Spain,,,CM,
,Marcos Torres,Attacking Midfield,"Nov 13, 1992 ",31.0,Spain,Spain,Vigo,,-,Midfielder,RW   LW,Spain,,,RW,LW
,Sergio Domínguez,Attacking Midfield,"Feb 11, 1992 ",32.0,Spain,Spain,Arnedo,,-,Midfielder,,Spain,,,,
,Juan Quiles,Attacking Midfield,"Oct 28, 1992 ",31.0,Spain,Spain,El Prat de Llobregat,,-,Midfielder,,Spain,,,,
10.0,Sergio Campoy,Attacking Midfield,"Mar 24, 1992 ",32.0,Spain,Portugal,Palma de Mallorca,"1,76",-,Midfielder,,Spain,,,,
,Robert Martínez,Attacking Midfield,"Sep 30, 1992 ",31.0,Spain,Portugal,Gijon,"1,74",-,Midfielder,LW   RW,Spain,,,LW,RW
,Sergio Rodríguez,Attacking Midfield,"Sep 7, 1992 ",31.0,Spain,Portugal,Sevilla,"1,69",-,Midfielder,RW   LW,Spain,,,RW,LW
,Abian Serrano,Attacking Midfield,"May 12, 1992 ",32.0,Spain,Portugal,Las Palmas de Gran Canaria,,-,Midfielder,,Spain,,,,
,Ager Aketxe,Attacking Midfield,"Dec 30, 1993 ",30.0,Spain,Spain,Bilbao,"1,74",€1.80m,Midfielder,RW,Spain,,,RW,
10.0,Luis Fernández,Attacking Midfield,"Sep 27, 1993 ",30.0,Spain,Spain,Burela,"1,75",€350k,Midfielder,CF   SS,Spain,,,CF,SS
,Rubén Díez,Attacking Midfield,"Aug 18, 1993 ",30.0,Spain,Spain,Zaragoza,"1,70",€300k,Midfielder,CM   RW,Spain,,,CM,RW
10.0,Joan Román,Attacking Midfield,"May 18, 1993 ",31.0,Spain,Spain,Reus,"1,75",€300k,Midfielder,RW   LW,Spain,,,RW,LW
,Pablo González,Attacking Midfield,"May 12, 1993 ",31.0,Spain,Spain,Almunecar,"1,73",€200k,Midfielder,RW   LW,Spain,,,RW,LW
,Carlos de la Nava,Attacking Midfield,"Apr 21, 1993 ",31.0,Spain,Spain,Salamanca,"1,87",€200k,Midfielder,CF,Spain,,,CF,
,Jorge García,Attacking Midfield,"Mar 8, 1993 ",31.0,Spain,Spain,Getxo,"1,84",€150k,Midfielder,CM,Spain,,,CM,
8.0,Carlos García,Attacking Midfield,"Sep 17, 1993 ",30.0,Spain,Spain,Sevilla,"1,81",€125k,Midfielder,CM,Spain,,,CM,
,Jorge Barba,Attacking Midfield,"May 3, 1993 ",31.0,Spain,Spain,Campillos,,€50k,Midfielder,CM,Spain,,,CM,
8.0,Pablo Mogollón,Attacking Midfield,"Aug 26, 1993 ",30.0,Spain,Spain,Cordoba,"1,72",-,Midfielder,,Spain,,,,
,Javier Meana,Attacking Midfield,"Nov 30, 1993 ",30.0,Spain,Spain,Gijon,,-,Midfielder,,Spain,,,,
,Alberto Cabanyes,Attacking Midfield,"Jun 21, 1993 ",31.0,Spain,Spain,Madrid,,-,Midfielder,,Spain,,,,
,Rubén Alonso,Attacking Midfield,"Nov 20, 1993 ",30.0,Spain,Spain,Vigo,,-,Midfielder,,Spain,,,,
30.0,Víctor Ruiz,Attacking Midfield,"Nov 2, 1993 ",30.0,Spain,Spain,Valencia,"1,73",€500k,Midfielder,CM   LM,Spain,,,CM,LM
,Borja Herrera,Attacking Midfield,"Jan 8, 1993 ",31.0,Spain,Spain,Las Palmas de Gran Canaria,"1,78",€300k,Midfielder,CM   LW,Spain,,,CM,LW
8.0,Borja Galán,Attacking Midfield,"Apr 26, 1993 ",31.0,Spain,Spain,Madrid,"1,82",€300k,Midfielder,LW   RW,Spain,,,LW,RW
