Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions
,Toni Vicente,Central Midfield,"May 30, 1999 ",25,['Spain'],Spain,La Seu d'Urgell,,-,Midfielder,
8.0,Antón Concheiro,Central Midfield,"Jan 14, 1999 ",25,['Spain'],Spain,Oleiros,,-,Midfielder,
15.0,Marc Bellalta,Central Midfield,"Jul 22, 1999 ",25,['Spain'],Spain,Lliçà d'Amunt,,-,Midfielder,
,Álex Cruz,Central Midfield,"Sep 8, 1999 ",24,['Spain'],Spain,Santa Cruz de Tenerife,"1,65",-,Midfielder,
20.0,Antonio Bermúdez,Central Midfield,"Sep 30, 1999 ",24,['Spain'],Spain,Gaucin,,-,Midfielder,
,Jurgen Méndez,Central Midfield,"Jun 30, 1999 ",25,['Spain'],Spain,Santa Cruz de Tenerife,"1,80",-,Midfielder,AM
,Sergio Orviz,Central Midfield,"Jul 4, 1999 ",25,['Spain'],Spain,Gijón,,-,Midfielder,CB
7.0,David Sánchez,Central Midfield,"Sep 7, 1999 ",24,['Spain'],Spain,Madrid,,-,Midfielder,RB
,Abraham Rodríguez,Central Midfield,"Mar 27, 1999 ",25,['Spain'],Spain,Badajoz,"1,78",-,Midfielder,
,Domingo Pujante,Central Midfield,"Sep 4, 1999 ",24,['Spain'],Spain,Alcantarilla,"1,77",-,Midfielder,
5.0,Antonio Ponce,Central Midfield,"Aug 29, 1999 ",24,['Spain'],Spain,Bollullos Par del Condado,"1,73",-,Midfielder,RB
18.0,Tomás Cruz,Central Midfield,"Mar 31, 1999 ",25,['Spain'],Spain,Granada,"1,79",-,Midfielder,
4.0,Guillermo Nieto,Central Midfield,"Mar 24, 1999 ",25,['Spain'],Spain,Madrid,,-,Midfielder,AM
,Álex Molina,Central Midfield,"Jun 4, 1999 ",25,['Spain'],Spain,Córdoba,,-,Midfielder,
,Jaime Garijo,Central Midfield,"Jun 6, 1999 ",25,['Spain'],Spain,Logroño,,-,Midfielder,
,Pablo Orea,Central Midfield,"Jul 21, 1999 ",25,['Spain'],Spain,Massamagrell,,-,Midfielder,
,Fermín Gurpegui,Central Midfield,"Feb 24, 1999 ",25,['Spain'],Spain,Carcastillo,,-,Midfielder,
,Víctor Estébanez,Central Midfield,"Oct 6, 1999 ",24,['Spain'],Spain,Fuengirola,"1,73",-,Midfielder,
14.0,Stefan Mols,Central Midfield,"Jan 31, 1999 ",25,"['Spain', 'England']",Spain,Andalucia,"1,78",-,Midfielder,AM   RM
,Jakub Tabor,Central Midfield,"Feb 10, 1999 ",25,['Poland'],Spain,Madrid,"1,86",-,Midfielder,DM
,Alejandro Viedma,Central Midfield,"Apr 16, 1999 ",25,['Spain'],Spain,Jerez de la Frontera,"1,75",-,Midfielder,AM
,Adrián Romero,Central Midfield,"Apr 13, 1999 ",25,['Spain'],Portugal,Madrid,"1,78",-,Midfielder,
,Carlos Moliner,Central Midfield,"Feb 11, 1999 ",25,['Spain'],Portugal,Castellón,"1,75",-,Midfielder,
21.0,Carlos Palazón,Central Midfield,"Mar 11, 1999 ",25,['Spain'],Portugal,Murcia,"1,85",-,Midfielder,
,Willy,Central Midfield,"Jul 11, 1999 ",25,['Spain'],Portugal,Zaragoza,"1,78",-,Midfielder,
10.0,Sergio Carrasco,Central Midfield,"Jun 2, 1999 ",25,['Spain'],Portugal,Pedrola,,-,Midfielder,
,Kilian Honorato,Central Midfield,"Apr 22, 1999 ",25,['Spain'],Portugal,Barcelona,,-,Midfielder,
,Álex Cobos,Central Midfield,"Jul 27, 1999 ",25,['Spain'],Portugal,Malgrat de Mar,,-,Midfielder,
8.0,Éric Primo,Central Midfield,"Jan 8, 1999 ",25,['Spain'],Portugal,Alcàsser,,-,Midfielder,AM
,Julen Bernaola,Central Midfield,"Apr 29, 1999 ",25,['Spain'],Portugal,Bilbao,"1,87",-,Midfielder,DM   CB
18.0,Txaber Ajuriagoikoa,Central Midfield,"Mar 27, 1999 ",25,['Spain'],Portugal,Amorebieta,"1,76",-,Midfielder,AM
3.0,Juli Berenguer,Central Midfield,"Apr 13, 1999 ",25,['Spain'],Portugal,Folgueroles,,-,Midfielder,
15.0,José Gragera,Central Midfield,"May 14, 2000 ",24,['Spain'],Spain,Gijón,"1,86",€2.50m,Midfielder,DM   CB
16.0,Jon Ander Olasagasti,Central Midfield,"Aug 16, 2000 ",24,['Spain'],Spain,Donostia-San Sebastián,"1,76",€1.20m,Midfielder,DM   CB
22.0,Iker Kortajarena,Central Midfield,"Jun 21, 2000 ",24,['Spain'],Spain,Oiartzun,"1,82",€500k,Midfielder,AM
15.0,Pablo Tomeo,Central Midfield,"Jan 23, 2000 ",24,['Spain'],Spain,Alloza,"1,86",€300k,Midfielder,CB
6.0,Youssef El Ghazoui,Central Midfield,"Oct 25, 2000 ",23,"['Morocco', 'Spain']",Spain,Tarragona,"1,84",€300k,Midfielder,DM
8.0,Martín Solar,Central Midfield,"Jan 30, 2000 ",24,['Spain'],Spain,Santander,"1,75",€250k,Midfielder,
8.0,David Marín,Central Midfield,"Jan 1, 2000 ",24,['Spain'],Spain,Zaragoza,,€200k,Midfielder,
,Tiago Rodríguez,Central Midfield,"Jul 7, 2000 ",24,['Spain'],Spain,Ourense,"1,80",€200k,Midfielder,
19.0,Carlos Algarra,Central Midfield,"Feb 29, 2000 ",24,['Spain'],Spain,Alcalá de Henares,"1,83",€200k,Midfielder,RM
14.0,Joaquín González,Central Midfield,"Oct 14, 2000 ",23,['Spain'],Spain,Tegueste,"1,85",€150k,Midfielder,AM
10.0,Juanjo Sánchez,Central Midfield,"Mar 22, 2000 ",24,['Spain'],Spain,Lebrija,,€150k,Midfielder,
19.0,Gorka Agirre,Central Midfield,"Apr 13, 2000 ",24,['Spain'],Spain,Busturia,"1,79",€150k,Midfielder,AM
10.0,Jofre Cherta,Central Midfield,"Oct 19, 2000 ",23,['Spain'],Spain,Girona,"1,65",€150k,Midfielder,AM
21.0,Unai Vencedor,Central Midfield,"Nov 15, 2000 ",23,['Spain'],Spain,Bilbao,"1,76",€2.20m,Midfielder,DM
5.0,Alberto del Moral,Central Midfield,"Jul 20, 2000 ",24,['Spain'],Spain,Villacañas,"1,85",€800k,Midfielder,
,Pedro Ortiz,Central Midfield,"Aug 19, 2000 ",24,['Spain'],Spain,Palma de Mallorca,"1,84",€400k,Midfielder,
17.0,Eneko Aguilar,Central Midfield,"Apr 21, 2000 ",24,['Spain'],Spain,Berriozar,"1,78",€300k,Midfielder,LB
,Moha Moukhliss,Central Midfield,"Feb 6, 2000 ",24,"['Spain', 'Morocco']",Spain,Madrid,"1,69",€300k,Midfielder,DM
14.0,Óscar Sanz,Central Midfield,"Mar 8, 2000 ",24,['Spain'],Spain,Sant Sadurní d'Anoia,"1,83",€250k,Midfielder,
8.0,Javi Mecerreyes,Central Midfield,"Jul 4, 2000 ",24,['Spain'],Spain,Avilés,"1,83",€200k,Midfielder,
,Ismael Gutiérrez,Central Midfield,"Aug 7, 2000 ",24,['Spain'],Spain,Los Palacios y Villafranca,"1,78",€200k,Midfielder,
14.0,Samu Mayo,Central Midfield,"Nov 22, 2000 ",23,['Spain'],Spain,León,,€150k,Midfielder,CB
10.0,Rafa Diz,Central Midfield,"Oct 9, 2000 ",23,['Spain'],Spain,Córdoba,"1,70",€150k,Midfielder,AM
,Willy Ibáñez,Central Midfield,"Feb 14, 2000 ",24,['Spain'],Spain,León,,€150k,Midfielder,
8.0,Joselu Guerra,Central Midfield,"Jun 27, 2000 ",24,['Spain'],Spain,Avilés,"1,73",€150k,Midfielder,
,Carlos Beitia,Central Midfield,"Feb 15, 2000 ",24,['Spain'],Spain,Massanassa,"1,85",€150k,Midfielder,RW   LW
8.0,Álex Ortolà,Central Midfield,"May 10, 2000 ",24,['Spain'],Spain,Benisa,"1,85",€100k,Midfielder,
,Diego Gutiérrez,Central Midfield,"Sep 3, 2000 ",23,['Spain'],Spain,Adeje,"1,71",€100k,Midfielder,
9.0,Julio Iglesias,Central Midfield,"Apr 23, 2000 ",24,['Spain'],Spain,Arcos de la Frontera,"1,80",€100k,Midfielder,
10.0,Jaime López,Central Midfield,"Jan 18, 2000 ",24,['Spain'],Spain,Sevilla,"1,80",€100k,Midfielder,
,Álex Sánchez,Central Midfield,"Mar 22, 2000 ",24,['Spain'],Spain,,,€50k,Midfielder,
,Enric Martínez,Central Midfield,"Jan 4, 2000 ",24,['Spain'],Spain,Moncada,"1,73",€25k,Midfielder,AM   RM
8.0,Dani González,Central Midfield,"Apr 22, 2000 ",24,['Spain'],Spain,,,-,Midfielder,
19.0,Fabio González,Central Midfield,"Jul 30, 2000 ",24,['Spain'],Spain,Cee (A Coruña),,-,Midfielder,
17.0,Dani Carrillo,Central Midfield,"May 4, 2000 ",24,['Spain'],Spain,,"1,75",-,Midfielder,
24.0,Mario López,Central Midfield,"Dec 5, 2000 ",23,['Spain'],Spain,Navalmoral de la Mata,,-,Midfielder,
14.0,Álvaro Martínez,Central Midfield,"Jul 17, 2000 ",24,['Spain'],Spain,Murcia,,-,Midfielder,AM
,Borja Marzà,Central Midfield,"Jul 4, 2000 ",24,['Spain'],Spain,Borriol,"1,80",-,Midfielder,
,Pablo Hernández,Central Midfield,"Dec 18, 2000 ",23,['Spain'],Spain,,"1,76",€100k,Midfielder,
6.0,David Rabadán,Central Midfield,"May 22, 2000 ",24,['Spain'],Spain,Madrid,"1,84",€100k,Midfielder,
12.0,Javi Robles,Central Midfield,"Oct 3, 2000 ",23,['Spain'],Spain,Almería,"1,90",€100k,Midfielder,AM
,Fran Rivera,Central Midfield,"Dec 31, 2000 ",23,['Spain'],Spain,Barbate,"1,79",€100k,Midfielder,AM
14.0,David Sanz,Central Midfield,"Jul 4, 2000 ",24,['Spain'],Spain,Soria,,€50k,Midfielder,
17.0,Cristóbal Moreno,Central Midfield,"Feb 18, 2000 ",24,['Spain'],Spain,Málaga,"1,81",€25k,Midfielder,AM
,Alex Cordero,Central Midfield,"Aug 23, 2000 ",24,['Spain'],Spain,Béjar,"1,74",-,Midfielder,DM
21.0,Victor Lorenzo,Central Midfield,"Nov 26, 2000 ",23,['Spain'],Spain,Las Palmas de Gran Canaria,,-,Midfielder,
,Cristian Boateng,Central Midfield,"Jun 19, 2000 ",24,"['Spain', 'Equatorial Guinea']",Spain,Las Palmas de Gran Canaria,,-,Midfielder,CB
16.0,Grillo,Central Midfield,"Nov 5, 2000 ",23,['Spain'],Spain,Sotillo de la Adrada,,-,Midfielder,
,Juanda López,Central Midfield,"Jun 23, 2000 ",24,['Spain'],Spain,,,-,Midfielder,
,Xavi Pons,Central Midfield,"Nov 14, 2000 ",23,['Spain'],Spain,Les Masies de Voltregà,,-,Midfielder,
6.0,Germán Tejada,Central Midfield,"Jul 10, 2000 ",24,['Spain'],Spain,Alcalá de Henares,,-,Midfielder,
,Toni Cuenca,Central Midfield,"Apr 10, 2000 ",24,['Spain'],Spain,Albacete,"1,76",-,Midfielder,DM
,Manu González,Central Midfield,"Sep 8, 2000 ",23,['Spain'],Spain,Málaga,"1,70",-,Midfielder,
,Jaime Cañamero,Central Midfield,"Feb 7, 2000 ",24,['Spain'],Spain,Cáceres,"1,85",-,Midfielder,RW   RB
5.0,Javi Mancha,Central Midfield,"Aug 1, 2000 ",24,['Spain'],Spain,Badajoz,"1,82",-,Midfielder,
,Agraz,Central Midfield,"Dec 31, 2000 ",23,['Spain'],Spain,Sant Andreu de la Barca,,-,Midfielder,
8.0,David Laguna,Central Midfield,"Mar 11, 2000 ",24,['Spain'],Spain,Alicante,,-,Midfielder,
,Paco Agulló,Central Midfield,"Jan 1, 2000 ",24,['Spain'],Spain,Murcia,,-,Midfielder,
,Alfonso Santiso,Central Midfield,"Jan 28, 2000 ",24,"['Spain', 'Venezuela']",Spain,A Coruña,"1,76",-,Midfielder,AM
6.0,Ander Blanco,Central Midfield,"Mar 6, 2000 ",24,['Spain'],Spain,,"1,81",-,Midfielder,
14.0,Marcos Blasco,Central Midfield,"Sep 13, 2000 ",23,['Spain'],Spain,Teulada,,-,Midfielder,AM   DM
22.0,Álvaro Maiso,Central Midfield,"Aug 3, 2000 ",24,['Spain'],Spain,Uruñuela,,-,Midfielder,AM
8.0,Pablo Serrano,Central Midfield,"Aug 2, 2000 ",24,['Spain'],Spain,Lorca,,-,Midfielder,
,Mario Álvarez,Central Midfield,"Mar 2, 2000 ",24,['Spain'],Spain,Tarancón,,-,Midfielder,
19.0,Álvaro Narbona,Central Midfield,"Aug 30, 2000 ",23,['Spain'],Spain,Sierra Yeguas,,-,Midfielder,
,Fran Romero,Central Midfield,"Oct 16, 2000 ",23,['Spain'],Spain,Las Palmas de Gran Canaria,"1,78",-,Midfielder,AM
,Juan Laine,Central Midfield,"Jul 24, 2000 ",24,['Spain'],Spain,Oviedo,,-,Midfielder,CB
,Nene,Central Midfield,"Feb 2, 2000 ",24,['Spain'],Spain,Jerez de los Caballeros,,-,Midfielder,
6.0,Bruno García,Central Midfield,"Nov 27, 2000 ",23,['Spain'],Spain,Las Palmas de Gran Canaria,"1,80",-,Midfielder,
16.0,Álvaro Ivorra,Central Midfield,"Feb 22, 2000 ",24,['Spain'],Spain,Sant Joan d’Alacant,"1,89",-,Midfielder,CB
6.0,Andrés García,Central Midfield,"Jan 1, 2000 ",24,['Spain'],Spain,Algeciras,,-,Midfielder,
,Nikolas Raul Suciu,Central Midfield,"Nov 12, 2000 ",23,"['Romania', 'Spain']",Spain,Roquetas De Mar,,-,Midfielder,
,Fran Yuste,Central Midfield,"May 30, 2000 ",24,['Spain'],Spain,Torrent,,-,Midfielder,
,Oriol Solina,Central Midfield,"May 4, 2000 ",24,['Spain'],Spain,Barcelona,,-,Midfielder,AM
,Joan Rusiñol,Central Midfield,"Apr 27, 2000 ",24,['Spain'],Spain,Lleida,"1,91",-,Midfielder,
,Alonso García,Central Midfield,"Feb 20, 2000 ",24,['Spain'],Spain,Granada,,-,Midfielder,
8.0,Félix Alonso,Central Midfield,"Dec 29, 2000 ",23,['Spain'],Spain,Santa Cruz de Tenerife,"1,84",-,Midfielder,AM
66.0,Darren Cara Guerrero,Central Midfield,"Oct 1, 2000 ",23,"['Gibraltar', 'Spain']",Spain,La Linea de la Concepción,,-,Midfielder,AM
,Anselmo Morente,Central Midfield,"May 18, 2000 ",24,['Spain'],Spain,Porcuna,,-,Midfielder,
8.0,Manu González,Central Midfield,"Jan 28, 2000 ",24,['Spain'],Spain,Barcelona,,-,Midfielder,
5.0,Pau Juvanteny,Central Midfield,"May 24, 2000 ",24,['Spain'],Spain,Vic,,-,Midfielder,
,Víctor García,Central Midfield,"Mar 26, 2000 ",24,['Spain'],Spain,L'Hospitalet de Llobregat,"1,88",-,Midfielder,CB
,David Galisteo,Central Midfield,"Apr 27, 2000 ",24,['Spain'],Spain,Jerez de la Frontera,,-,Midfielder,
,Ricardo De Miguel,Central Midfield,"Aug 17, 2000 ",24,['Spain'],Spain,Melilla,,-,Midfielder,
6.0,Rafa Parejo,Central Midfield,"Apr 11, 2000 ",24,['Spain'],Spain,Villanueva de la Serena,"1,80",-,Midfielder,CB
,Chus Ortega,Central Midfield,"Apr 2, 2000 ",24,['Spain'],Spain,,"1,74",-,Midfielder,
86.0,Javier Armas,Central Midfield,"Jan 13, 2000 ",24,['Spain'],Spain,A Coruña,"1,83",-,Midfielder,CB
,Dani Ruiz,Central Midfield,"Nov 10, 2000 ",23,['Spain'],Spain,Santander,"1,80",-,Midfielder,AM   LW
,Gonzalo Rodríguez,Central Midfield,"Feb 11, 2000 ",24,['Spain'],Spain,Madrid,,-,Midfielder,
,Joel Cat,Central Midfield,"Jul 25, 2000 ",24,['Spain'],Spain,Girona,"1,77",-,Midfielder,
8.0,Adrián Ruiz,Central Midfield,"Apr 12, 2000 ",24,['Spain'],Spain,Cárcar,,-,Midfielder,
,Nicolás Pascual,Central Midfield,"Jun 20, 2000 ",24,['Spain'],Spain,Tudela,,-,Midfielder,
,David Sanz,Central Midfield,"May 24, 2000 ",24,['Spain'],Spain,Montemayor de Pililla,,-,Midfielder,AM   DM
8.0,Carlos Monzón,Central Midfield,"Apr 6, 2000 ",24,['Spain'],Spain,Madrid,,-,Midfielder,CB
,Edu Hernández,Central Midfield,"Jan 17, 2000 ",24,['Spain'],Spain,Santa Cruz de Tenerife,,-,Midfielder,
14.0,Juan Antonio Maqueda,Central Midfield,"Feb 20, 2000 ",24,['Spain'],Spain,Sevilla,"1,88",-,Midfielder,
,Marc Pérez,Central Midfield,"May 7, 2000 ",24,['Spain'],Spain,Barcelona,"1,74",-,Midfielder,AM
,Ramón Cuadrado,Central Midfield,"Oct 13, 2000 ",23,['Spain'],Spain,Melilla,,-,Midfielder,
,Iván Laviada,Central Midfield,"Jul 21, 2000 ",24,['Spain'],Spain,Santander,"1,74",-,Midfielder,
8.0,Ito,Central Midfield,"Feb 12, 2000 ",24,['Spain'],Spain,Avilés,,-,Midfielder,
14.0,Oscar Pérez,Central Midfield,"Apr 3, 2000 ",24,['Spain'],Spain,Sarón,"1,72",-,Midfielder,
8.0,José Zubiri,Central Midfield,"Jul 7, 2000 ",24,['Spain'],Spain,Tafalla,,-,Midfielder,
,Adrián Moyano,Central Midfield,"Jan 23, 2000 ",24,['Spain'],Spain,Huelva,"1,75",-,Midfielder,
,Pau Lapiedra,Central Midfield,"Feb 15, 2000 ",24,['Spain'],Spain,Albuixech,,-,Midfielder,
8.0,Jordi Masip,Central Midfield,"Jan 1, 2000 ",24,['Spain'],Spain,Barberà del Vallès,,-,Midfielder,
17.0,Juli Pendín,Central Midfield,"May 12, 2000 ",24,"['Spain', 'Argentina']",Spain,Burgos,"1,87",-,Midfielder,CB
,Santi Taboada,Central Midfield,"Nov 19, 2000 ",23,['Spain'],Spain,Vigo,,-,Midfielder,
,Jordi Verdejo,Central Midfield,"Jan 1, 2000 ",24,['Spain'],Spain,Tarragona,,-,Midfielder,
6.0,Rafa Llop,Central Midfield,"May 10, 2000 ",24,['Spain'],Spain,Tortosa,,-,Midfielder,
,Valentín Guillén,Central Midfield,"Jan 2, 2000 ",24,['Spain'],Spain,El Puerto de Santa María,,-,Midfielder,
,Mario Ordóñez,Central Midfield,"Jan 3, 2000 ",24,['Spain'],Spain,Jaén,,-,Midfielder,
,David García,Central Midfield,"Jun 13, 2000 ",24,['Spain'],Spain,Sevilla,,-,Midfielder,
,Iván Amoedo,Central Midfield,"Jun 1, 2000 ",24,['Spain'],Spain,Girona,"1,80",-,Midfielder,CB
,Román Moreno,Central Midfield,"Jan 17, 2000 ",24,['Spain'],Spain,Fuengirola,,-,Midfielder,
,Mario Pérez,Central Midfield,"Mar 1, 2000 ",24,['Spain'],Spain,Andújar,"1,70",-,Midfielder,
,Cristian Domínguez,Central Midfield,"Jan 1, 2000 ",24,['Spain'],Spain,Bollullos Par del Condado,,-,Midfielder,CB
,Arkaitz Santamaría,Central Midfield,"Jun 22, 2000 ",24,['Spain'],Spain,Vitoria-Gasteiz,,-,Midfielder,AM
,Sergi Quintillà,Central Midfield,"Oct 6, 2000 ",23,['Spain'],Spain,,"1,80",-,Midfielder,CB   RB
10.0,Nacho Alastuey,Central Midfield,"May 9, 2000 ",24,"['Spain', 'United States']",Spain,Zaragoza,"1,73",-,Midfielder,AM
,Miguel Fernández,Central Midfield,"Mar 15, 2000 ",24,['Spain'],Spain,,"1,74",-,Midfielder,AM
,Adriá López,Central Midfield,"Apr 23, 2000 ",24,['Spain'],Spain,Terrassa,"1,80",-,Midfielder,AM
,José Antonio Castillo,Central Midfield,"Mar 22, 2000 ",24,['Spain'],Spain,Granada,,-,Midfielder,CB
,Toni,Central Midfield,"Apr 1, 2000 ",24,['Spain'],Spain,Antequera,,-,Midfielder,
,Alfredo Bozalongo,Central Midfield,"Jul 17, 2000 ",24,['Spain'],Spain,Logroño,"1,85",-,Midfielder,DM   CB
,Pep Piany,Central Midfield,"Mar 9, 2000 ",24,['Spain'],Spain,Bonmatí,"1,75",-,Midfielder,
,Óscar Coll,Central Midfield,"Jun 19, 2000 ",24,['Spain'],Spain,Barcelona,"1,72",-,Midfielder,AM
,Ander Pérez,Central Midfield,"Mar 12, 2000 ",24,['Spain'],Spain,Barakaldo,,-,Midfielder,
21.0,Kever Embeya,Central Midfield,"Jun 10, 2000 ",24,"['Spain', 'DR Congo']",Spain,Zaragoza,"1,71",-,Midfielder,
,Paco Curro,Central Midfield,"Feb 1, 2000 ",24,['Spain'],Spain,Campanario,,-,Midfielder,
,César García,Central Midfield,"Jan 26, 2000 ",24,['Spain'],Spain,Mérida,,-,Midfielder,CB
,Alberto Ramos,Central Midfield,"Jan 9, 2000 ",24,['Spain'],Spain,Chiclana,,-,Midfielder,
,Jon Calero,Central Midfield,"Jul 7, 2000 ",24,['Spain'],Spain,Bilbao,"1,71",-,Midfielder,AM
8.0,Aitor Álvarez,Central Midfield,"Aug 12, 2000 ",24,['Spain'],Spain,Madrid,,-,Midfielder,
,Jaime Cordón,Central Midfield,"Apr 28, 2000 ",24,['Spain'],Spain,Madrid,"1,81",-,Midfielder,CB
,Ibai Salaberria,Central Midfield,"Jan 22, 2000 ",24,['Spain'],Portugal,Donostia-San Sebastián,,-,Midfielder,AM
,Anatz Elizondo,Central Midfield,"Mar 17, 2000 ",24,['Spain'],Portugal,Donostia-San Sebastián,"1,70",-,Midfielder,
10.0,Neeskens,Central Midfield,"Aug 1, 2000 ",24,['Spain'],Portugal,Granada,,-,Midfielder,
10.0,Jorge López,Central Midfield,"Apr 17, 2000 ",24,['Spain'],Portugal,Zaragoza,"1,82",-,Midfielder,
4.0,Christian López,Central Midfield,"Feb 3, 2000 ",24,['Spain'],Portugal,Sevilla,,-,Midfielder,
18.0,Adrián Ferreras,Central Midfield,"Apr 10, 2000 ",24,['Spain'],Portugal,Valladolid,"1,70",-,Midfielder,
,Sergio Otero,Central Midfield,"Feb 23, 2000 ",24,['Spain'],Portugal,As Pontes,,-,Midfielder,
6.0,Sergio Arratia,Central Midfield,"Apr 23, 2000 ",24,['Spain'],Portugal,Madrid,"1,83",-,Midfielder,
34.0,Ismael Saibari,Central Midfield,"Jan 28, 2001 ",23,"['Morocco', 'Belgium']",Spain,Terrassa,"1,85",€16.00m,Midfielder,AM   RW
10.0,Adrián Bernabé,Central Midfield,"May 26, 2001 ",23,['Spain'],Spain,Barcelona,"1,70",€12.00m,Midfielder,DM   AM
16.0,Sergi Altimira,Central Midfield,"Aug 25, 2001 ",23,['Spain'],Spain,Cardedeu,"1,88",€2.50m,Midfielder,DM
2.0,Arnau Puigmal,Central Midfield,"Jan 10, 2001 ",23,['Spain'],Spain,Barcelona,"1,73",€1.80m,Midfielder,RB   RW
8.0,Jony Álamo,Central Midfield,"Sep 25, 2001 ",22,['Spain'],Spain,La Unión,"1,75",€300k,Midfielder,AM
19.0,Dani Villahermosa,Central Midfield,"Jan 2, 2001 ",23,['Spain'],Spain,Barcelona,"1,72",€300k,Midfielder,AM
6.0,Ramón Enríquez,Central Midfield,"Apr 19, 2001 ",23,['Spain'],Spain,Granada,"1,74",€300k,Midfielder,DM   AM
19.0,Carlos Mangada,Central Midfield,"Feb 19, 2001 ",23,['Spain'],Spain,Alicante,"1,90",€200k,Midfielder,
24.0,César Moreno,Central Midfield,"Apr 23, 2001 ",23,['Spain'],Spain,Cartagena,"1,83",€200k,Midfielder,
6.0,Mangel Prendes,Central Midfield,"Jun 28, 2001 ",23,['Spain'],Spain,Candás,,€200k,Midfielder,
18.0,Álvaro Gete,Central Midfield,"Feb 7, 2001 ",23,['Spain'],Spain,Santa María de Cayón,"1,82",€200k,Midfielder,
,Alberto Quintana,Central Midfield,"Oct 5, 2001 ",22,['Spain'],Spain,Villanueva del Trabuco,"1,86",€200k,Midfielder,CB
15.0,Xavi Sintes,Central Midfield,"Aug 5, 2001 ",23,['Spain'],Spain,Mahón,"1,90",€200k,Midfielder,CB
24.0,Beñat Prados,Central Midfield,"Feb 8, 2001 ",23,['Spain'],Spain,Pamplona,"1,80",€15.00m,Midfielder,
14.0,Francho Serrano,Central Midfield,"Oct 17, 2001 ",22,['Spain'],Spain,Zaragoza,"1,80",€3.00m,Midfielder,DM
22.0,Carlos Dotor,Central Midfield,"Mar 15, 2001 ",23,['Spain'],Spain,Madrid,"1,80",€2.00m,Midfielder,DM
23.0,Iván Morante,Central Midfield,"Jan 15, 2001 ",23,['Spain'],Spain,León,"1,82",€700k,Midfielder,
8.0,Isma Ruiz,Central Midfield,"Feb 14, 2001 ",23,['Spain'],Spain,Gójar,"1,80",€300k,Midfielder,
6.0,Álex Sala,Central Midfield,"Apr 9, 2001 ",23,['Spain'],Spain,Barcelona,"1,85",€300k,Midfielder,CB
8.0,Luis Sánchez,Central Midfield,"Jul 19, 2001 ",23,['Spain'],Spain,Talavera de la Reina,"1,74",€200k,Midfielder,AM   LW
14.0,Marcos Olguín,Central Midfield,"Mar 24, 2001 ",23,['Spain'],Spain,Madrid,,€200k,Midfielder,CB   LB
12.0,Manu Fernández,Central Midfield,"Apr 23, 2001 ",23,['Spain'],Spain,Narón,"1,85",€200k,Midfielder,CB
11.0,Diego Campo,Central Midfield,"Nov 16, 2001 ",22,['Spain'],Spain,Santander,"1,77",€200k,Midfielder,AM   LW
23.0,Álex Balboa,Central Midfield,"Mar 6, 2001 ",23,"['Equatorial Guinea', 'Spain']",Spain,Vitoria-Gasteiz,"1,81",€200k,Midfielder,
,Ander Laka,Central Midfield,"Oct 28, 2001 ",22,['Spain'],Spain,Ondarroa,"1,86",€200k,Midfielder,
,Javier Hyjek,Central Midfield,"Jan 12, 2001 ",23,"['Poland', 'Spain']",Spain,Madrid,"1,78",€200k,Midfielder,AM
6.0,José Masllorens,Central Midfield,"May 7, 2001 ",23,"['Spain', 'Colombia']",Spain,Girona,"1,88",€150k,Midfielder,AM
6.0,Imanol Alonso,Central Midfield,"Sep 15, 2001 ",22,['Spain'],Spain,Elche,"1,84",€100k,Midfielder,CB
6.0,Nico Conesa,Central Midfield,"Aug 15, 2001 ",23,['Spain'],Spain,Murcia,"1,83",€100k,Midfielder,
6.0,Unai Naveira,Central Midfield,"Apr 30, 2001 ",23,['Spain'],Spain,Sestao,"1,83",€100k,Midfielder,
,Sergio López,Central Midfield,"Feb 18, 2001 ",23,['Spain'],Spain,Aranguren,"1,89",€50k,Midfielder,LW   RW
,Jordi Avilés,Central Midfield,"Jan 11, 2001 ",23,['Spain'],Spain,Sabadell,,€50k,Midfielder,
10.0,Nil Garrido,Central Midfield,"Mar 26, 2001 ",23,['Spain'],Spain,Navarcles,"1,75",€50k,Midfielder,AM
,Álex Masogo,Central Midfield,"Jan 26, 2001 ",23,"['Spain', 'Equatorial Guinea']",Spain,Madrid,"1,83",€50k,Midfielder,
,Tato,Central Midfield,"Jan 1, 2001 ",23,['Spain'],Spain,,,€25k,Midfielder,
,Adri Peral,Central Midfield,"Jun 3, 2001 ",23,['Spain'],Spain,Los Corrales,"1,83",€25k,Midfielder,AM
18.0,José Aguilar,Central Midfield,"Feb 5, 2001 ",23,['Spain'],Spain,Almería,"1,72",€25k,Midfielder,
,Alberto Argüelles,Central Midfield,"Jan 4, 2001 ",23,['Spain'],Spain,Madrid,"1,85",-,Midfielder,CB   RB
21.0,Óscar Vacas,Central Midfield,"Aug 23, 2001 ",23,['Spain'],Spain,Barcelona,"1,99",€150k,Midfielder,CB
12.0,Guille Bernabeu,Central Midfield,"Jan 13, 2001 ",23,['Spain'],Spain,Orihuela,,€150k,Midfielder,
,Fran López,Central Midfield,"Feb 25, 2001 ",23,['Spain'],Spain,Villalba del Alcor,"1,80",€100k,Midfielder,
16.0,Isaiah Navarro,Central Midfield,"Sep 9, 2001 ",22,['Spain'],Spain,Las Palmas de Gran Canaria,"1,83",€100k,Midfielder,RB
