Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
29.0,Hernán Becica,Attacking Midfield,"Jan 26, 1987 ",37,Argentina,Argentina,Villa de Maria,"1,73",-,CM   LW,Argentina,,CM,LW
,Emanuel Molina,Attacking Midfield,"Mar 4, 1987 ",37,"Argentina, Colombia",Argentina,Rio Tercero,"1,81",-,RW   LW,Argentina, Colombia,RW,LW
,Nicolás Martínez,Attacking Midfield,"Sep 25, 1987 ",36,"Argentina, Portugal",Argentina,Viedma,"1,69",-,LW   CM,Argentina, Portugal,LW,CM
,Ramiro Rodríguez Rendón,Attacking Midfield,"Aug 3, 1987 ",36,Argentina,Argentina,Mar del Plata,"1,72",-,LM   RM,Argentina,,LM,RM
,Federico Villegas,Attacking Midfield,"Aug 15, 1987 ",36,Argentina,Argentina,Godoy Cruz,"1,72",-,,Argentina,,,
,Diego Cardozo,Attacking Midfield,"Jun 2, 1987 ",36,Argentina,Argentina,Granadero Baigorria,"1,73",-,LM   CM,Argentina,,LM,CM
,Marcio Conejero,Attacking Midfield,"Oct 4, 1987 ",36,Argentina,Argentina,Godoy Cruz,"1,78",-,,Argentina,,,
,Luis Vega,Attacking Midfield,"Jan 26, 1987 ",37,Argentina,Argentina,San Miguel de Tucuman,,-,,Argentina,,,
,Lucas Scaglia,Attacking Midfield,"May 6, 1987 ",36,"Argentina, Italy",Argentina,Rosario,"1,68",-,RM   CM,Argentina, Italy,RM,CM
,Facundo Coria,Attacking Midfield,"May 28, 1987 ",36,"Argentina, Italy",Argentina,Buenos Aires,"1,80",-,LM   LW,Argentina, Italy,LM,LW
27.0,Maxi Moralez,Attacking Midfield,"Feb 27, 1987 ",37,Argentina,Argentina,Granadero Baigorria,"1,59",€200k,RW   LW,Argentina,,RW,LW
,Renzo Riquelme,Attacking Midfield,"Oct 28, 1987 ",36,Argentina,Argentina,San Miguel,"1,74",-,LM,Argentina,,LM,
,Julio Cuello,Attacking Midfield,"Jul 19, 1987 ",36,Argentina,Argentina,Alta Gracia,"1,73",-,,Argentina,,,
,Alvaro Di Lorenzo,Attacking Midfield,"Nov 8, 1987 ",36,"Argentina, Italy",Argentina,Rosario,,-,LM,Argentina, Italy,LM,
,Víctor López,Attacking Midfield,"Apr 20, 1987 ",36,Argentina,Argentina,Lomas de Zamora,"1,75",-,,Argentina,,,
,Hernán Zanni,Attacking Midfield,"Oct 17, 1987 ",36,Argentina,Argentina,Rosario,"1,72",-,LW   RW,Argentina,,LW,RW
,Daniel Ambrosini,Attacking Midfield,"Mar 26, 1987 ",36,Argentina,Argentina,Buenos Aires,"1,78",-,,Argentina,,,
,Luis Vidal,Attacking Midfield,"Jan 8, 1987 ",37,Argentina,Argentina,General Pico,"1,77",-,,Argentina,,,
,José Gómez,Attacking Midfield,"Dec 29, 1987 ",36,Argentina,Argentina,Buenos Aires,"1,72",-,,Argentina,,,
,Ricardo Noir,Attacking Midfield,"Feb 26, 1987 ",37,Argentina,Argentina,Villa Elisa,"1,76",-,RW   LW,Argentina,,RW,LW
,Enzo Bruno,Attacking Midfield,"Mar 19, 1987 ",37,"Argentina, Italy",Argentina,San Ignacio,"1,70",-,RW,Argentina, Italy,RW,
,Maximiliano Re,Attacking Midfield,"Mar 23, 1987 ",36,"Argentina, Italy",Argentina,Rosario,"1,78",-,,Argentina, Italy,,
,Cristian Maidana,Attacking Midfield,"Jan 24, 1987 ",37,Argentina,Argentina,Resistencia,"1,80",-,LM   RM,Argentina,,LM,RM
,Damián Escudero,Attacking Midfield,"Apr 20, 1987 ",36,Argentina,Argentina,Rosario,"1,71",-,LW   RW,Argentina,,LW,RW
,Hernán Fredes,Attacking Midfield,"Mar 27, 1987 ",36,"Argentina, Italy",Argentina,Avellaneda,"1,74",-,CM   DM,Argentina, Italy,CM,DM
8.0,Óscar Trejo,Attacking Midfield,"Apr 26, 1988 ",35,"Argentina, Italy",Argentina,Santiago del Estero,"1,80",€1.50m,CM,Argentina, Italy,CM,
29.0,Sebastián Blanco,Attacking Midfield,"Mar 15, 1988 ",36,"Argentina, Spain",Argentina,Buenos Aires,"1,68",€350k,LW   RW,Argentina, Spain,LW,RW
10.0,Pablo de Blasis,Attacking Midfield,"Feb 4, 1988 ",36,Argentina,Argentina,La Plata,"1,65",€300k,RW   LW,Argentina,,RW,LW
7.0,Joel Amoroso,Attacking Midfield,"Jan 8, 1988 ",36,Argentina,Argentina,Rosario,"1,85",€150k,LM   RM,Argentina,,LM,RM
10.0,Jonathan Acosta,Attacking Midfield,"Oct 11, 1988 ",35,Argentina,Argentina,,"1,75",€100k,,Argentina,,,
,Lucas Saucedo,Attacking Midfield,"Nov 29, 1988 ",35,Argentina,Argentina,Santa Fe,"1,77",-,,Argentina,,,
,Martín Mustachi,Attacking Midfield,"Jul 14, 1988 ",35,"Argentina, Italy",Argentina,Rosario,,-,,Argentina, Italy,,
,Félix González,Attacking Midfield,"Feb 2, 1988 ",36,Argentina,Argentina,Buenos Aires,"1,80",-,CF,Argentina,,CF,
,Jorge Luis Ortega,Attacking Midfield,"Mar 6, 1988 ",36,Argentina,Argentina,San Salvador,,-,,Argentina,,,
,Luciano Cigno,Attacking Midfield,"Feb 29, 1988 ",36,Argentina,Argentina,Buenos Aires,"1,79",-,SS,Argentina,,SS,
,Luis Lagrutta,Attacking Midfield,"Apr 28, 1988 ",35,Argentina,Argentina,Rafaela,"1,69",-,,Argentina,,,
,Rodrigo Lamardo,Attacking Midfield,"Jan 1, 1988 ",36,"Argentina, Italy",Argentina,Tapalque,"1,74",-,,Argentina, Italy,,
,Agustín Torassa,Attacking Midfield,"Oct 20, 1988 ",35,"Argentina, Italy",Argentina,Resistencia,"1,64",-,LW   RW,Argentina, Italy,LW,RW
10.0,Fabián Sambueza,Attacking Midfield,"Aug 1, 1988 ",35,Argentina,Argentina,Neuquen,"1,70",€350k,RM   LM,Argentina,,RM,LM
10.0,Emiliano Vecchio,Attacking Midfield,"Nov 16, 1988 ",35,"Argentina, Italy",Argentina,Rosario,"1,77",€300k,CM,Argentina, Italy,CM,
,Nico Gaitán,Attacking Midfield,"Feb 23, 1988 ",36,Argentina,Argentina,San Martin,"1,74",€200k,RW   LW,Argentina,,RW,LW
18.0,Diego Buonanotte,Attacking Midfield,"Apr 19, 1988 ",35,"Argentina, Chile",Argentina,Teodelina,"1,61",€150k,RW   LW,Argentina, Chile,RW,LW
,Juan Cuevas,Attacking Midfield,"Jun 4, 1988 ",35,"Argentina, Mexico",Argentina,Coronel Pringles,"1,62",€100k,RW   LW,Argentina, Mexico,RW,LW
,Juan Aimar,Attacking Midfield,"Oct 26, 1988 ",35,Argentina,Argentina,,"1,76",-,,Argentina,,,
,Diego Álvarez,Attacking Midfield,"Feb 22, 1988 ",36,Argentina,Argentina,Rio Cuarto,"1,73",-,,Argentina,,,
,Miguel López,Attacking Midfield,"Jun 9, 1988 ",35,Argentina,Argentina,La Plata,"1,75",-,CM   RM,Argentina,,CM,RM
,Lucas Godoy,Attacking Midfield,"Dec 23, 1988 ",35,Argentina,Argentina,Cordoba,,-,,Argentina,,,
,Mauro Alegre,Attacking Midfield,"Nov 6, 1988 ",35,Argentina,Argentina,,"1,74",-,,Argentina,,,
,Emanuel Biancucchi,Attacking Midfield,"Jul 28, 1988 ",35,"Argentina, Italy",Argentina,Rosario,"1,77",-,RW   LW,Argentina, Italy,RW,LW
,Leandro Torres,Attacking Midfield,"Nov 4, 1988 ",35,Argentina,Argentina,Las Heras,"1,68",-,SS   RM,Argentina,,SS,RM
,Maximiliano Badell,Attacking Midfield,"Aug 29, 1988 ",35,Argentina,Argentina,La Plata,"1,68",-,,Argentina,,,
,Mauro Formica,Attacking Midfield,"Apr 4, 1988 ",35,"Argentina, Italy",Argentina,Rosario,"1,79",-,CM   RM,Argentina, Italy,CM,RM
,Leandro Depetris,Attacking Midfield,"Jan 24, 1988 ",36,"Argentina, Italy",Argentina,Rafaela,"1,67",-,,Argentina, Italy,,
,Lucas Acosta,Attacking Midfield,"Jan 26, 1988 ",36,Argentina,Argentina,Santa Fe,"1,81",-,CM   LW,Argentina,,CM,LW
10.0,Maximiliano Laso,Attacking Midfield,"Feb 17, 1988 ",36,Argentina,Argentina,Capital Federal,"1,69",-,RW   LW,Argentina,,RW,LW
20.0,Franco Vázquez,Attacking Midfield,"Feb 22, 1989 ",35,"Argentina, Italy",Argentina,Tanti,"1,87",€1.00m,CF   CM,Argentina, Italy,CF,CM
60.0,Jonatan Gómez,Attacking Midfield,"Dec 21, 1989 ",34,Argentina,Argentina,Capitan Bermudez,"1,71",€350k,CM   LW,Argentina,,CM,LW
19.0,Lucas Castro,Attacking Midfield,"Apr 9, 1989 ",34,Argentina,Argentina,La Plata,"1,82",€250k,CM   LW,Argentina,,CM,LW
10.0,Juan Neira,Attacking Midfield,"Feb 21, 1989 ",35,Argentina,Argentina,Azul,"1,79",€200k,CM,Argentina,,CM,
,Damián Lizio,Attacking Midfield,"Jun 30, 1989 ",34,"Bolivia, Argentina",Argentina,Florida,"1,67",€150k,SS   LM,Bolivia, Argentina,SS,LM
22.0,Nicolás Bertocchi,Attacking Midfield,"Jun 9, 1989 ",34,"Argentina, Italy",Argentina,Granadero Baigorria,"1,90",€100k,RM   LM,Argentina, Italy,RM,LM
,Arnaldo González,Attacking Midfield,"May 13, 1989 ",34,Argentina,Argentina,Quilmes,"1,73",€50k,RM   LM,Argentina,,RM,LM
,Leandro Guzmán,Attacking Midfield,"Apr 19, 1989 ",34,Argentina,Argentina,Resistencia,"1,73",€10k,,Argentina,,,
,Lucas Paulini,Attacking Midfield,"Mar 19, 1989 ",35,Argentina,Argentina,Buenos Aires,"1,85",-,SS,Argentina,,SS,
,Tomás De Vincenti,Attacking Midfield,"Feb 9, 1989 ",35,"Argentina, Italy",Argentina,Buenos Aires,"1,78",-,CM   SS,Argentina, Italy,CM,SS
,Wálter Cubilla,Attacking Midfield,"Mar 5, 1989 ",35,Argentina,Argentina,Pergamino,"1,75",-,,Argentina,,,
,Matías Soto,Attacking Midfield,"Jan 11, 1989 ",35,"Argentina, Chile",Argentina,Trevelin,"1,77",-,,Argentina, Chile,,
,Diego Auzqui,Attacking Midfield,"Oct 19, 1989 ",34,Argentina,Argentina,Buenos Aires,"1,74",-,LM   CM,Argentina,,LM,CM
,Javier Pastore,Attacking Midfield,"Jun 20, 1989 ",34,"Argentina, Italy",Argentina,Cordoba,"1,87",€400k,LW   CM,Argentina, Italy,LW,CM
,Sergio López,Attacking Midfield,"Jan 4, 1989 ",35,Argentina,Argentina,Burzaco,"1,70",€250k,CM   LW,Argentina,,CM,LW
,Leandro Velázquez,Attacking Midfield,"May 10, 1989 ",34,Argentina,Argentina,Buenos Aires,"1,67",€250k,LW   RW,Argentina,,LW,RW
10.0,Matías Galvaliz,Attacking Midfield,"Jun 6, 1989 ",34,Argentina,Argentina,Rosario,"1,67",€150k,,Argentina,,,
11.0,Julián Montenegro,Attacking Midfield,"Mar 23, 1989 ",34,"Portugal, Argentina",Argentina,Rio Negro,"1,82",€100k,CM   LW,Portugal, Argentina,CM,LW
10.0,Luis Alberto Acuña,Attacking Midfield,"Jan 20, 1989 ",35,Argentina,Argentina,Merlo,"1,71",€100k,CM   LM,Argentina,,CM,LM
19.0,Jonathan Goya,Attacking Midfield,"Mar 14, 1989 ",35,Argentina,Argentina,Buenos Aires,"1,80",€10k,,Argentina,,,
,Eze García,Attacking Midfield,"Jan 16, 1989 ",35,Argentina,Argentina,Sarmiento,,-,LB,Argentina,,LB,
,Ezequiel D'Angelo,Attacking Midfield,"Apr 5, 1989 ",34,"Argentina, Italy",Argentina,Quilmes,"1,88",-,CM   LM,Argentina, Italy,CM,LM
,Mariano Berriex,Attacking Midfield,"Apr 29, 1989 ",34,Argentina,Argentina,Quilmes,"1,79",-,LM,Argentina,,LM,
,Javier Carrasco,Attacking Midfield,"Feb 14, 1989 ",35,Argentina,Argentina,Buenos Aires,"1,60",-,RW,Argentina,,RW,
,Matías Defederico,Attacking Midfield,"Aug 23, 1989 ",34,Argentina,Argentina,Buenos Aires,"1,70",-,RW   LW,Argentina,,RW,LW
,Ricardo Villar,Attacking Midfield,"Jan 2, 1989 ",35,"Argentina, Spain",Argentina,San Salvador de Jujuy,"1,72",-,SS,Argentina, Spain,SS,
,Sebastián Sciorilli,Attacking Midfield,"May 2, 1989 ",34,"Argentina, Italy",Argentina,Buenos Aires,"1,69",-,RW   LW,Argentina, Italy,RW,LW
26.0,Nacho Fernández,Attacking Midfield,"Jan 12, 1990 ",34,Argentina,Argentina,Castelli,"1,82",€2.00m,RM   CM,Argentina,,RM,CM
11.0,Gabriel Carabajal,Attacking Midfield,"Dec 9, 1990 ",33,Argentina,Argentina,Cordoba,"1,78",€500k,CM   LM,Argentina,,CM,LM
,Ricardo Blanco,Attacking Midfield,"Jun 20, 1990 ",33,Argentina,Argentina,Mar del Plata,"1,63",€300k,RW   LW,Argentina,,RW,LW
32.0,Marcelo Cañete,Attacking Midfield,"Apr 16, 1990 ",33,"Argentina, Paraguay",Argentina,Villa Lugano,"1,77",€200k,,Argentina, Paraguay,,
,Nicolás Aguirre,Attacking Midfield,"Jun 27, 1990 ",33,Argentina,Argentina,Chabas,"1,81",€75k,CM   LM,Argentina,,CM,LM
10.0,Gonzalo Bravo,Attacking Midfield,"May 18, 1990 ",33,Argentina,Argentina,Ciudadela,"1,72",€25k,,Argentina,,,
,Lautaro Baeza,Attacking Midfield,"Feb 17, 1990 ",34,"Argentina, Chile",Argentina,Ramos Mejia,"1,72",-,,Argentina, Chile,,
,Matias Leandro Barbuio,Attacking Midfield,"Sep 17, 1990 ",33,"Argentina, Italy",Argentina,,,-,RW,Argentina, Italy,RW,
,Israel Roldán,Attacking Midfield,"Oct 8, 1990 ",33,Argentina,Argentina,La Plata,"1,73",-,CM,Argentina,,CM,
,Fernando Luna,Attacking Midfield,"Jan 19, 1990 ",34,Argentina,Argentina,Ramallo,"1,80",-,RW   LW,Argentina,,RW,LW
11.0,Adrián Toloza,Attacking Midfield,"Jun 5, 1990 ",33,Argentina,Argentina,Santiago del Estero,"1,79",-,CF,Argentina,,CF,
,Matías Sarraute,Attacking Midfield,"Oct 1, 1990 ",33,Argentina,Argentina,Mar del Plata,"1,78",-,SS   RM,Argentina,,SS,RM
,Gonzalo De Mujica,Attacking Midfield,"Jan 31, 1990 ",34,"Argentina, United States",Argentina,Buenos Aires,"1,76",-,CF,Argentina, United States,CF,
20.0,Rubén Botta,Attacking Midfield,"Jan 31, 1990 ",34,"Argentina, Italy",Argentina,San Juan,"1,77",€900k,RW   LW,Argentina, Italy,RW,LW
20.0,Gabriel Hachen,Attacking Midfield,"Oct 16, 1990 ",33,Argentina,Argentina,Rosario,"1,67",€400k,RW   CM,Argentina,,RW,CM
18.0,Facundo Bertoglio,Attacking Midfield,"Jun 30, 1990 ",33,"Argentina, Italy",Argentina,San Jose de la Esquina,"1,72",€300k,LW   RW,Argentina, Italy,LW,RW
11.0,Javier Sanguinetti,Attacking Midfield,"Aug 29, 1990 ",33,Argentina,Argentina,Buenos Aires,"1,73",€100k,LW   RW,Argentina,,LW,RW
,Ezequiel Melillo,Attacking Midfield,"Jun 1, 1990 ",33,Argentina,Argentina,La Plata,"1,76",€25k,,Argentina,,,
,Yago Castro,Attacking Midfield,"Apr 9, 1990 ",33,"Argentina, Spain",Argentina,,"1,67",-,,Argentina, Spain,,
,Jonathan Penna,Attacking Midfield,"May 7, 1990 ",33,Argentina,Argentina,Ciudad Evita,"1,72",-,,Argentina,,,
,Federico Cruz Arredondo,Attacking Midfield,"Oct 22, 1990 ",33,"Argentina, France",Argentina,Pilar,"1,70",-,LB   SS,Argentina, France,LB,SS
,Marcos Quiroga,Attacking Midfield,"Nov 28, 1990 ",33,Argentina,Argentina,Sunchales,,-,,Argentina,,,
,Sebastián Contreras,Attacking Midfield,"Apr 5, 1990 ",33,Argentina,Argentina,,"1,77",-,SS,Argentina,,SS,
,Claudio Ojeda,Attacking Midfield,"Dec 29, 1990 ",33,Argentina,Argentina,,,-,CM   SS,Argentina,,CM,SS
,Javier Vatter,Attacking Midfield,"Dec 14, 1990 ",33,Argentina,Argentina,Ramos Mejia,"1,80",-,,Argentina,,,
8.0,Diego Torres,Attacking Midfield,"Nov 6, 1990 ",33,Argentina,Argentina,Villa Maria,"1,74",-,LM   RM,Argentina,,LM,RM
,Santiago Andrés Fernández,Attacking Midfield,"Jun 26, 1990 ",33,Argentina,Argentina,Rosario,"1,72",-,,Argentina,,,
,Eric Aparicio,Attacking Midfield,"Jan 25, 1990 ",34,Argentina,Argentina,Glew,"1,78",-,SS,Argentina,,SS,
,Roberto Matías Vissio,Attacking Midfield,"Mar 11, 1990 ",34,Argentina,Argentina,Del Campillo,"1,71",-,,Argentina,,,
,Gonzalo Pérez,Attacking Midfield,"Apr 24, 1990 ",33,"Argentina, Italy",Argentina,Mercedes,"1,65",-,SS,Argentina, Italy,SS,
,Pablo Rolón,Attacking Midfield,"Apr 2, 1990 ",33,Argentina,Argentina,San Francisco,"1,72",-,,Argentina,,,
,Martín Lucero,Attacking Midfield,"May 23, 1990 ",33,"Argentina, Brazil",Argentina,Buenos Aires,"1,87",-,,Argentina, Brazil,,
,Mauro Frattini,Attacking Midfield,"Jul 18, 1990 ",33,Argentina,Argentina,Libertad,"1,70",-,,Argentina,,,
,Brian Sarmiento,Attacking Midfield,"Apr 22, 1990 ",33,Argentina,Argentina,Rosario,"1,66",-,LM   CM,Argentina,,LM,CM
28.0,Mauro Díaz,Attacking Midfield,"Mar 10, 1991 ",33,"Argentina, United States",Argentina,Concepcion del Uruguay,"1,70",€600k,RW   LW,Argentina, United States,RW,LW
16.0,Martín Pérez Guedes,Attacking Midfield,"Aug 18, 1991 ",32,"Argentina, Peru",Argentina,Tres Arroyos,"1,79",€475k,LW   RW,Argentina, Peru,LW,RW
21.0,Luciano Nieto,Attacking Midfield,"Jan 19, 1991 ",33,Argentina,Argentina,Tapiales,"1,78",€275k,LW,Argentina,,LW,
21.0,Damián Arce,Attacking Midfield,"Jul 6, 1991 ",32,Argentina,Argentina,Ezeiza,"1,77",€175k,LW,Argentina,,LW,
,Tomás Lanzini,Attacking Midfield,"Nov 25, 1991 ",32,"Argentina, Italy",Argentina,Buenos Aires,"1,75",€150k,CM   CF,Argentina, Italy,CM,CF
,Cristian Sánchez,Attacking Midfield,"Oct 2, 1991 ",32,Argentina,Argentina,Granadero Baigorria,"1,77",€50k,,Argentina,,,
,Gonzalo Arriola,Attacking Midfield,"Nov 12, 1991 ",32,Argentina,Argentina,Quilmes,"1,65",-,RW,Argentina,,RW,
,Maximiliano Gallardo,Attacking Midfield,"Jul 17, 1991 ",32,"Argentina, Italy",Argentina,Buenos Aires,"1,67",-,CM,Argentina, Italy,CM,
,Jorge Jaime,Attacking Midfield,"Mar 20, 1991 ",33,Argentina,Argentina,San Nicolas,"1,66",-,,Argentina,,,
,Leandro Paschetta,Attacking Midfield,"Feb 19, 1991 ",33,Argentina,Argentina,Berazategui,,-,,Argentina,,,
,Leonardo Fredes,Attacking Midfield,"Aug 14, 1991 ",32,Argentina,Argentina,Buenos Aires,,-,,Argentina,,,
,Lucas Lencina,Attacking Midfield,"Aug 30, 1991 ",32,Argentina,Argentina,Villa Gobernador Galvez,"1,68",-,CF,Argentina,,CF,
,Walter Quintana,Attacking Midfield,"May 15, 1991 ",32,Argentina,Argentina,Capital Federal,,-,,Argentina,,,
10.0,Lucas Villafañez,Attacking Midfield,"Oct 4, 1991 ",32,"Argentina, Paraguay",Argentina,Comodoro Rivadavia,"1,71",€500k,RW   CM,Argentina, Paraguay,RW,CM
8.0,Fernando Elizari,Attacking Midfield,"Apr 5, 1991 ",32,Argentina,Argentina,Quilmes,"1,73",€450k,SS   CM,Argentina,,SS,CM
,Germán Pacheco,Attacking Midfield,"May 19, 1991 ",32,"Argentina, Spain",Argentina,Buenos Aires,"1,79",€225k,RW   LW,Argentina, Spain,RW,LW
,Luis Fariña,Attacking Midfield,"Apr 20, 1991 ",32,"Argentina, Paraguay",Argentina,Buenos Aires,"1,77",€175k,LM   RM,Argentina, Paraguay,LM,RM
22.0,Nahuel Donadell,Attacking Midfield,"Mar 30, 1991 ",32,"Argentina, Chile",Argentina,Mendoza,"1,58",€125k,RW   LW,Argentina, Chile,RW,LW
7.0,Juan José Ramírez,Attacking Midfield,"Aug 17, 1991 ",32,Argentina,Argentina,Bahia Blanca,"1,72",€25k,,Argentina,,,
,Lucas Nitz,Attacking Midfield,"Mar 24, 1991 ",32,"Argentina, Spain",Argentina,Buenos Aires,"1,73",-,LW,Argentina, Spain,LW,
,Santiago Maidana,Attacking Midfield,"Feb 2, 1991 ",33,Argentina,Argentina,Munro,"1,70",-,,Argentina,,,
,Matías Guardia,Attacking Midfield,"Mar 5, 1991 ",33,Argentina,Argentina,Mendoza,,-,,Argentina,,,
,Santiago Vergara,Attacking Midfield,"Sep 15, 1991","Sep 15, 1991",Argentina,Argentina,Neuquen,"1,80",-,CM   LM,Argentina,,CM,LM
,Gerardo Martínez,Attacking Midfield,"Apr 11, 1991 ",32,Argentina,Argentina,Moreno,"1,88",-,,Argentina,,,
,Julián Cardozo,Attacking Midfield,"Jan 2, 1991 ",33,Argentina,Argentina,Santa Fe,"1,68",-,RW   LW,Argentina,,RW,LW
,Guillermo Roffes,Attacking Midfield,"Mar 5, 1991 ",33,Argentina,Argentina,Cordoba,"1,86",-,,Argentina,,,
,Juan Respuela,Attacking Midfield,"Jun 20, 1991 ",32,Argentina,Argentina,Mercedes,"1,81",-,,Argentina,,,
,Leandro Chaparro,Attacking Midfield,"Jan 7, 1991 ",33,Argentina,Argentina,La Tablada,"1,73",-,RW   RM,Argentina,,RW,RM
10.0,Lucas Zelarayán,Attacking Midfield,"Jun 20, 1992 ",31,"Armenia, Argentina",Argentina,Cordoba,"1,73",€4.50m,LW   RW,Armenia, Argentina,LW,RW
25.0,Cristian Álvarez,Attacking Midfield,"Sep 28, 1992 ",31,Argentina,Argentina,Santiago del Estero,"1,75",€500k,CF   CM,Argentina,,CF,CM
5.0,Luciano Guaycochea,Attacking Midfield,"Apr 24, 1992 ",31,Argentina,Argentina,La Pampa,"1,78",€300k,RW   LW,Argentina,,RW,LW
33.0,Franco Faría,Attacking Midfield,"Sep 29, 1992 ",31,Argentina,Argentina,Suardi,"1,78",€250k,,Argentina,,,
,Nicolás Sánchez,Attacking Midfield,"Feb 21, 1992 ",32,Argentina,Argentina,Junin,"1,80",€100k,RW   CM,Argentina,,RW,CM
,Mauro Chaulet,Attacking Midfield,"Jan 5, 1992 ",32,Argentina,Argentina,Villa Elisa,"1,81",-,CM   SS,Argentina,,CM,SS
,Carlos Arriola,Attacking Midfield,"Mar 24, 1992 ",31,Argentina,Argentina,Saladas,"1,70",-,LW   RW,Argentina,,LW,RW
10.0,Cristian Beltrán,Attacking Midfield,"Mar 29, 1992 ",31,Argentina,Argentina,Vicente Lopez,,-,RW   LW,Argentina,,RW,LW
,Matías Navarro,Attacking Midfield,"May 25, 1992 ",31,Argentina,Argentina,Chacras de Coria,"1,64",-,LW   RW,Argentina,,LW,RW
,Gabriel Sanabria,Attacking Midfield,"Jul 2, 1992 ",31,Argentina,Argentina,Lanus,"1,78",-,CM,Argentina,,CM,
10.0,Pablo Rossi,Attacking Midfield,"Apr 5, 1992 ",31,Argentina,Argentina,Rosario,"1,81",-,SS,Argentina,,SS,
10.0,Facundo Albaqui,Attacking Midfield,"Jul 21, 1992 ",31,"Argentina, Italy",Argentina,Junin,"1,77",-,RM,Argentina, Italy,RM,
16.0,Nicolás Suárez,Attacking Midfield,"Jan 2, 1992 ",32,Argentina,Argentina,Lanus,"1,70",-,RW   LW,Argentina,,RW,LW
32.0,Mariano Vázquez,Attacking Midfield,"Dec 20, 1992 ",31,Argentina,Argentina,Mar del Plata,"1,73",€700k,LW   CF,Argentina,,LW,CF
10.0,Javier Mendoza,Attacking Midfield,"Sep 2, 1992 ",31,Argentina,Argentina,Tartagal,"1,71",€350k,LW   RW,Argentina,,LW,RW
10.0,Lucas Mugni,Attacking Midfield,"Jan 12, 1992 ",32,"Argentina, Italy",Argentina,Santa Fe,"1,84",€300k,LW   SS,Argentina, Italy,LW,SS
5.0,Mateo Bustos,Attacking Midfield,"Oct 9, 1992 ",31,Argentina,Argentina,Malagueno,"1,69",€100k,LM   RM,Argentina,,LM,RM
,Santiago Chacón,Attacking Midfield,"May 30, 1992 ",31,"Argentina, Italy",Argentina,Buenos Aires,"1,76",€50k,CM   LW,Argentina, Italy,CM,LW
,Federico Pereyra,Attacking Midfield,"Nov 24, 1992 ",31,Argentina,Argentina,Buenos Aires,"1,75",-,,Argentina,,,
22.0,Maximiliano Martínez,Attacking Midfield,"Jun 21, 1992 ",31,Argentina,Argentina,Salta,,-,,Argentina,,,
,Ignacio Giampaoli,Attacking Midfield,"Feb 19, 1992 ",32,"Argentina, Italy",Argentina,Tucuman,"1,70",-,CF   RM,Argentina, Italy,CF,RM
,Cristian Acosta,Attacking Midfield,"Jan 6, 1992 ",32,"Argentina, Italy",Argentina,Rosario,"1,77",-,,Argentina, Italy,,
,Mauricio Aubone,Attacking Midfield,"Feb 25, 1992 ",32,Argentina,Argentina,San Juan,"1,70",-,SS   CM,Argentina,,SS,CM
,Claudio Francés,Attacking Midfield,"Jun 26, 1992 ",31,Argentina,Argentina,,"1,60",-,LW   SS,Argentina,,LW,SS
,Damián Morales,Attacking Midfield,"Sep 11, 1992 ",31,Argentina,Argentina,Cordoba,"1,78",-,CM,Argentina,,CM,
,Julio Ramírez,Attacking Midfield,"May 25, 1992 ",31,Argentina,Argentina,Villaguay,"1,80",-,,Argentina,,,
,Julián Bottaro,Attacking Midfield,"Sep 28, 1992 ",31,Argentina,Argentina,Buenos Aires,"1,70",-,RW   CF,Argentina,,RW,CF
,Matías Sosa,Attacking Midfield,"Jun 26, 1992 ",31,Argentina,Argentina,Neuquen,"1,86",-,,Argentina,,,
,Ricardo Acosta,Attacking Midfield,"Jun 22, 1992 ",31,Argentina,Argentina,Santa Fe,,-,LW,Argentina,,LW,
,Brian Cáceres,Attacking Midfield,"Feb 29, 1992 ",32,Argentina,Argentina,Buenos Aires,"1,76",-,,Argentina,,,
,Juan Rivas,Attacking Midfield,"Aug 14, 1992 ",31,Argentina,Argentina,Santa Fe,"1,78",-,SS,Argentina,,SS,
,Luis Daher,Attacking Midfield,"Feb 25, 1992 ",32,Argentina,Argentina,Mendoza,"1,72",-,,Argentina,,,
,Franco Bitancourt,Attacking Midfield,"Feb 17, 1992 ",32,"Argentina, Spain",Argentina,Buenos Aires,,-,LM,Argentina, Spain,LM,
,Alexis Quintulén,Attacking Midfield,"May 21, 1992 ",31,"Argentina, Italy",Argentina,San Martin de los Andes,"1,66",-,LW   RW,Argentina, Italy,LW,RW
19.0,Cristian Guanca,Attacking Midfield,"Mar 26, 1993 ",30,Argentina,Argentina,Buenos Aires,"1,77",€6.00m,CF   LW,Argentina,,CF,LW
18.0,Pity Martínez,Attacking Midfield,"Jun 13, 1993 ",30,"Argentina, Italy",Argentina,Guaymallen,"1,70",€2.00m,LW   RW,Argentina, Italy,LW,RW
40.0,Favio Álvarez,Attacking Midfield,"Jan 23, 1993 ",31,"Argentina, Italy",Argentina,Cordoba,"1,84",€425k,LW   RW,Argentina, Italy,LW,RW
10.0,Gonzalo Ritacco,Attacking Midfield,"May 21, 1993 ",30,Argentina,Argentina,Pilar,"1,75",€325k,LW   RW,Argentina,,LW,RW
