Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
,Emanuel Romero,Defensive Midfield,"Mar 23, 1992 ",31,['Argentina'],Argentina,Buenos Aires,"1,75",-,
,Sebastián Caballero,Defensive Midfield,"Jan 6, 1992 ",32,"['Argentina', 'Italy']",Argentina,Santa Fe,"1,70",-,CM   RM
,Ezequiel Cirigliano,Defensive Midfield,"Jan 24, 1992 ",32,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,74",-,CM
23.0,Facundo Quignón,Defensive Midfield,"May 2, 1993 ",30,['Argentina'],Argentina,Buenos Aires,"1,78",€1.50m,CM
20.0,Gerónimo Poblete,Defensive Midfield,"Jan 2, 1993 ",31,"['Argentina', 'Chile']",Argentina,Tupungato,"1,73",€800k,CM   RM
16.0,Mauricio Martínez,Defensive Midfield,"Feb 20, 1993 ",31,['Argentina'],Argentina,Santo Tomé,"1,86",€650k,CB
5.0,Gastón Gil Romero,Defensive Midfield,"May 6, 1993 ",30,['Argentina'],Argentina,General Roca,"1,77",€550k,
23.0,Juan Jaime,Defensive Midfield,"Jan 1, 1993 ",31,['Argentina'],Argentina,Monteros,"1,76",€450k,CM   CB
,Emanuel Ibáñez,Defensive Midfield,"Oct 7, 1993 ",30,"['Argentina', 'Peru']",Argentina,Buenos Aires,"1,75",€300k,CM
,Alexis Vega,Defensive Midfield,"May 1, 1993 ",30,['Argentina'],Argentina,Trenque Láuquen,"1,67",€125k,RW
,Renzo Spinaci,Defensive Midfield,"Mar 8, 1993 ",31,"['Argentina', 'Italy']",Argentina,Junín,"1,89",€50k,CM
,Rodrigo Basualdo,Defensive Midfield,"Mar 12, 1993 ",31,['Argentina'],Argentina,,,-,
,Misael Rearte,Defensive Midfield,"Mar 28, 1993 ",30,"['Argentina', 'Finland']",Argentina,,"1,75",-,CM   CB
,Saúl Nelle,Defensive Midfield,"Nov 24, 1993 ",30,"['Argentina', 'Italy']",Argentina,San Fernando del Valle de Catamarca,"1,79",-,CM   LW
,Braian Aquino,Defensive Midfield,"Mar 16, 1993 ",31,['Argentina'],Argentina,Moreno,"1,70",-,RM   CM
,Iván Díaz,Defensive Midfield,"Jan 23, 1993 ",31,['Argentina'],Argentina,San Fernando,"1,80",-,CM   RM
5.0,Matías Kranevitter,Defensive Midfield,"May 21, 1993 ",30,"['Argentina', 'Italy']",Argentina,San Miguel de Tucumán,"1,78",€1.20m,CM   CB
36.0,Bruno Zuculini,Defensive Midfield,"Apr 2, 1993 ",30,"['Argentina', 'Italy']",Argentina,Escobar,"1,82",€700k,CM
29.0,Miguel Mellado,Defensive Midfield,"Mar 18, 1993 ",31,['Argentina'],Argentina,Rio Negro,"1,76",€600k,
32.0,Franco Leys,Defensive Midfield,"Oct 18, 1993 ",30,['Argentina'],Argentina,San Lorenzo,"1,77",€500k,CM
,Iván Rossi,Defensive Midfield,"Nov 1, 1993 ",30,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,83",€400k,CM
,Cristian Vega,Defensive Midfield,"Sep 17, 1993 ",30,['Argentina'],Argentina,Santiago del Estero,"1,70",€250k,CM
,Franco Bellocq,Defensive Midfield,"Oct 15, 1993 ",30,"['Argentina', 'Italy']",Argentina,General Lavalle,"1,76",€125k,CM
,Daniel Carrasco,Defensive Midfield,"May 21, 1993 ",30,['Argentina'],Argentina,San Miguel (TUC),"1,75",€25k,
,Tomás Urruty,Defensive Midfield,"May 1, 1993 ",30,"['Argentina', 'Italy']",Argentina,Castelli,"1,70",-,
,Fabrizio Palma,Defensive Midfield,"May 7, 1993 ",30,['Argentina'],Argentina,Rosario,"1,76",-,RM   LM
,Gabriel Robledo,Defensive Midfield,"Jun 14, 1993 ",30,['Argentina'],Argentina,Rafael Castillo,,-,CM
,Tomás Spinelli,Defensive Midfield,"Nov 16, 1993 ",30,['Argentina'],Argentina,Concordia (ERI),"1,72",-,CB
,Alessio Innocenti,Defensive Midfield,"Feb 4, 1993 ",31,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,80",-,CM
5.0,Guido Rodríguez,Defensive Midfield,"Apr 12, 1994 ",29,"['Argentina', 'Italy']",Argentina,Sáenz Peña,"1,85",€24.00m,CM
29.0,Lucas Romero,Defensive Midfield,"Apr 18, 1994 ",29,"['Argentina', 'Italy']",Argentina,Capital Federal,"1,72",€3.20m,CM
8.0,Ezequiel Ham,Defensive Midfield,"Mar 10, 1994 ",30,"['Syria', 'Argentina']",Argentina,Buenos Aires,"1,73",€700k,CM
33.0,Francisco Gatti,Defensive Midfield,"May 27, 1994 ",29,['Argentina'],Argentina,Almirante Brown,"1,80",€175k,RM   LM
,Maximiliano Rogoski,Defensive Midfield,"Jun 17, 1994 ",29,"['Argentina', 'Poland']",Argentina,Buenos Aires,"1,76",€10k,
8.0,Gonzalo Vaudagna,Defensive Midfield,"Jul 8, 1994 ",29,"['Argentina', 'Italy']",Argentina,Sampacho,"1,67",-,RM
,Julián Gottesman,Defensive Midfield,"Jan 19, 1994 ",30,"['Argentina', 'Uruguay']",Argentina,Buenos Aires,"1,70",-,
,Agustin Pascucci,Defensive Midfield,"Jan 13, 1994 ",30,['Argentina'],Argentina,Monte Maíz,,-,CM
,Matías Montero,Defensive Midfield,"May 7, 1994 ",29,"['Argentina', 'Mexico']",Argentina,General Pico,"1,77",-,
16.0,Leandro Paredes,Defensive Midfield,"Jun 29, 1994 ",29,['Argentina'],Argentina,San Justo,"1,80",€8.00m,CM
28.0,Mauro Pittón,Defensive Midfield,"Aug 8, 1994 ",29,['Argentina'],Argentina,Santa Fe,"1,81",€1.80m,CM   RM
8.0,Federico Illanes,Defensive Midfield,"Jun 29, 1994 ",29,['Argentina'],Argentina,Mendoza,"1,78",€200k,CM   CB
23.0,Juan Nellar,Defensive Midfield,"Jan 23, 1994 ",30,['Argentina'],Argentina,San Luis,"1,80",€150k,CM
,Ezequiel Riera,Defensive Midfield,"Jan 2, 1994 ",30,['Argentina'],Argentina,,"1,84",-,
,Joaquín Iturrieta,Defensive Midfield,"Jan 20, 1994 ",30,['Argentina'],Argentina,Ledesma,"1,70",-,CM
,Nicolás Paterno,Defensive Midfield,"Dec 17, 1994 ",29,['Argentina'],Argentina,Buenos Aires,"1,82",-,
,Juan Córdoba,Defensive Midfield,"Apr 13, 1994 ",29,['Argentina'],Argentina,Córdoba,"1,80",-,CM
30.0,Jorge Rodríguez,Defensive Midfield,"Sep 15, 1995 ",28,['Argentina'],Argentina,Mendoza,"1,79",€5.00m,CB   RB
,Leandro Maciel,Defensive Midfield,"Dec 29, 1995 ",28,['Argentina'],Argentina,Rosario,"1,77",€1.00m,CM
16.0,Esteban Rolón,Defensive Midfield,"Mar 25, 1995 ",28,"['Argentina', 'Poland']",Argentina,Posadas,"1,75",€600k,CM
5.0,Rodrigo Melo,Defensive Midfield,"Sep 24, 1995 ",28,['Argentina'],Argentina,Buenos Aires,"1,85",€500k,RW
5.0,Francis Mac Allister,Defensive Midfield,"Oct 30, 1995 ",28,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,76",€450k,CM
,Nicolás Previtali,Defensive Midfield,"Jul 7, 1995 ",28,['Argentina'],Argentina,Ramos Mejía,"1,84",€400k,
18.0,Nicolás Schiavi,Defensive Midfield,"Feb 1, 1995 ",29,"['Argentina', 'Italy']",Argentina,Rafaela,"1,73",€300k,CM
,Matías García,Defensive Midfield,"Nov 11, 1995 ",28,['Argentina'],Argentina,Capital Federal,"1,79",€125k,
,Gustavo Turraca,Defensive Midfield,"Jul 15, 1995 ",28,['Argentina'],Argentina,Monte Grande,"1,67",€100k,CM
,Fabián Henríquez,Defensive Midfield,"Jun 8, 1995 ",28,['Argentina'],Argentina,Mendoza,"1,85",€100k,CM   CB
,Gustavo Mendoza,Defensive Midfield,"Apr 24, 1995 ",28,['Argentina'],Argentina,Tartagal (SAL),"1,75",€25k,CM   RB
,Emiliano Agüero,Defensive Midfield,"Jan 21, 1995 ",29,['Argentina'],Argentina,Boulogne Sur Mer,"1,79",€25k,CM
,Maximiliano Aguilar,Defensive Midfield,"Mar 31, 1995 ",28,['Argentina'],Argentina,Rafaela,"1,80",-,
5.0,Eric Remedi,Defensive Midfield,"Jun 4, 1995 ",28,"['Argentina', 'United States']",Argentina,Paraná,"1,70",€1.50m,CM
35.0,Mariano Bareiro,Defensive Midfield,"Mar 8, 1995 ",29,"['Argentina', 'Israel']",Argentina,Buenos Aires,"1,82",€800k,CB
34.0,Agustín Doffo,Defensive Midfield,"May 25, 1995 ",28,"['Argentina', 'Italy']",Argentina,,"1,79",€600k,AM   CM
30.0,Juan Andrada,Defensive Midfield,"Jan 4, 1995 ",29,"['Argentina', 'Italy']",Argentina,San Luis,"1,89",€500k,CM
34.0,Matías Vera,Defensive Midfield,"Oct 26, 1995 ",28,"['Argentina', 'United States']",Argentina,Merlo,"1,70",€450k,CM   LM
22.0,Julián Fernández,Defensive Midfield,"Mar 22, 1995 ",29,['Argentina'],Argentina,Buenos Aires,"1,80",€375k,CM
30.0,Rodrigo De Ciancio,Defensive Midfield,"Mar 30, 1995 ",28,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,80",€125k,CM
20.0,Tomás Lerman,Defensive Midfield,"Feb 3, 1995 ",29,['Argentina'],Argentina,Santa Fe,"1,85",€100k,CM
32.0,Tomás Grandis,Defensive Midfield,"Jan 2, 1995 ",29,"['Argentina', 'Italy']",Argentina,Oliva,"1,70",€100k,CM
,Tomas Basualdo Martínez,Defensive Midfield,"Aug 6, 1995 ",28,"['Argentina', 'Spain']",Argentina,Tucuman,"1,82",€50k,CM
,Gonzalo Giménez,Defensive Midfield,"Sep 4, 1995 ",28,['Argentina'],Argentina,Lanús,"1,71",€25k,CM
,Sebastián Heredia,Defensive Midfield,"Jul 13, 1995 ",28,['Argentina'],Argentina,Córdoba,"1,80",-,CM
,Ricardo Priori,Defensive Midfield,"Dec 8, 1995 ",28,['Argentina'],Argentina,,"1,71",-,
,Ismael Torres,Defensive Midfield,"May 5, 1995 ",28,['Argentina'],Argentina,,"1,82",-,CM
,Ulises Ojeda,Defensive Midfield,"Nov 2, 1995 ",28,['Argentina'],Argentina,,"1,65",-,
,Matias Etchegoyen,Defensive Midfield,"Feb 24, 1995 ",29,"['Argentina', 'Italy']",Argentina,Florida,"1,79",-,CM   RM
,Germán Gaitán,Defensive Midfield,"Jul 31, 1995 ",28,['Argentina'],Argentina,Córdoba,"1,65",-,
,Federico Bruno,Defensive Midfield,"Feb 3, 1995 ",29,['Argentina'],Argentina,Bragado,,-,
,Tenca Hernandez,Defensive Midfield,"Mar 26, 1995 ",28,['Argentina'],Argentina,Santa Rosa (LPA),"1,78",-,
,Eric Rodas,Defensive Midfield,"Nov 21, 1995 ",28,['Argentina'],Argentina,,,-,
,Enzo González,Defensive Midfield,"May 19, 1995 ",28,['Argentina'],Argentina,Santa Rosa (LPA),"1,69",-,
,Juan Lucero,Defensive Midfield,"Jun 8, 1995 ",28,['Argentina'],Argentina,Rafael Castillo,,-,CM
,Mauro Leiva,Defensive Midfield,"May 25, 1995 ",28,['Argentina'],Argentina,Avellaneda,"1,66",-,
,Lucas Pérez Wolhein,Defensive Midfield,"Mar 7, 1995 ",29,"['Argentina', 'Spain']",Argentina,Lomas de zamora,"1,79",-,CM
20.0,Andrés Cubas,Defensive Midfield,"May 22, 1996 ",27,"['Paraguay', 'Argentina']",Argentina,Aristóbulo del Valle,"1,66",€4.50m,CM
6.0,Dylan Glaby,Defensive Midfield,"Apr 7, 1996 ",27,['Argentina'],Argentina,Rafael Castillo,"1,78",€900k,RB
,Luciano Perdomo,Defensive Midfield,"Sep 10, 1996 ",27,['Argentina'],Argentina,La Matanza,"1,70",€600k,CM
15.0,Emanuel Cecchini,Defensive Midfield,"Dec 24, 1996 ",27,"['Argentina', 'Italy']",Argentina,Ingeniero Huergo,"1,79",€350k,CM
11.0,Joaquín Gottesman,Defensive Midfield,"Feb 5, 1996 ",28,"['Argentina', 'Uruguay']",Argentina,Buenos Aires,"1,75",€300k,CM
20.0,Matías García,Defensive Midfield,"Jul 22, 1996 ",27,"['Malta', 'Argentina']",Argentina,La Banda,,€250k,CM   LB
5.0,Matías Muñoz,Defensive Midfield,"Mar 22, 1996 ",28,"['Argentina', 'Chile']",Argentina,Río Gallegos,"1,83",€200k,CM   CB
6.0,Zacarías Morán Correa,Defensive Midfield,"Feb 22, 1996 ",28,['Argentina'],Argentina,Caucete,"1,75",€175k,CM
,Norberto Palmieri,Defensive Midfield,"Mar 23, 1996 ",27,['Argentina'],Argentina,Capital Federal,"1,78",€25k,RM   RB
,Alex Battigelli,Defensive Midfield,"Dec 22, 1996 ",27,['Argentina'],Argentina,Olavarría (BUE),"1,72",€10k,CB   CM
,Cristian Sanchez,Defensive Midfield,"Oct 7, 1996 ",27,['Argentina'],Argentina,,"1,79",-,
,Juan Pablo Grezzana,Defensive Midfield,"Apr 9, 1996 ",27,"['Argentina', 'Italy']",Argentina,,"1,85",-,CB
,Franco Carrasco,Defensive Midfield,"Sep 14, 1996 ",27,['Argentina'],Argentina,Tunuyán (Mendoza),"1,74",-,CM   RM
,Jalil Elías,Defensive Midfield,"Apr 25, 1996 ",27,"['Syria', 'Argentina']",Argentina,Rosario,"1,75",€3.00m,CM   RM
5.0,Nicolás Linares,Defensive Midfield,"Mar 6, 1996 ",28,['Argentina'],Argentina,Monte Grande,"1,75",€700k,RM   CB
5.0,Cristian García,Defensive Midfield,"Jul 22, 1996 ",27,"['Argentina', 'Spain']",Argentina,General Alvear,"1,80",€500k,CM
14.0,Agustín Bolívar,Defensive Midfield,"Jan 9, 1996 ",28,['Argentina'],Argentina,Ensenada,"1,73",€325k,
27.0,Facundo Soloa,Defensive Midfield,"Nov 4, 1996 ",27,['Argentina'],Argentina,Buenos Aires,"1,75",€300k,
,Federico Recalde,Defensive Midfield,"Aug 11, 1996 ",27,['Argentina'],Argentina,Campana,"1,68",€225k,
14.0,Brian Benítez,Defensive Midfield,"Apr 17, 1996 ",27,['Argentina'],Argentina,Ramos Mejía,"1,73",€175k,
,Ataliva Schweizer,Defensive Midfield,"Aug 14, 1996 ",27,"['Argentina', 'Italy']",Argentina,,"1,86",€50k,
,Matías Mansilla,Defensive Midfield,"Jan 21, 1996 ",28,['Argentina'],Argentina,General Roca,"1,75",€25k,CM
,Carlos Churquina,Defensive Midfield,"Jun 27, 1996 ",27,['Argentina'],Argentina,,"1,66",-,
,Mauricio Bringas,Defensive Midfield,"Jul 29, 1996 ",27,"['Argentina', 'Italy']",Argentina,,,-,CM
,Leo Escobar,Defensive Midfield,"Apr 19, 1996 ",27,"['Argentina', 'Italy']",Argentina,,"1,79",-,
,Gian Franco Gargini,Defensive Midfield,"Nov 30, 1996 ",27,"['Argentina', 'Italy']",Argentina,Trelew,"1,87",-,CM
,Luis De Faría,Defensive Midfield,"Feb 21, 1996 ",28,['Argentina'],Argentina,Mendoza,"1,69",-,CM
,Yamil Silva,Defensive Midfield,"Dec 30, 1996 ",27,['Argentina'],Argentina,,"1,78",-,
,Juan Trejo,Defensive Midfield,"May 3, 1996 ",27,['Argentina'],Argentina,Buenos Aires,,-,RM
5.0,Santiago Ascacíbar,Defensive Midfield,"Feb 25, 1997 ",27,"['Argentina', 'Italy']",Argentina,La Plata,"1,68",€5.50m,CM
11.0,Santiago Colombatto,Defensive Midfield,"Jan 17, 1997 ",27,"['Argentina', 'Italy']",Argentina,Ucacha,"1,78",€4.00m,CM
35.0,Santiago Cáseres,Defensive Midfield,"Feb 25, 1997 ",27,['Argentina'],Argentina,Parque Leloir,"1,79",€1.70m,
14.0,Juan Mercado,Defensive Midfield,"Jan 6, 1997 ",27,"['Bolivia', 'Argentina']",Argentina,Buenos Aires,"1,78",€650k,CB   RB
,Fernando Miranda,Defensive Midfield,"Oct 14, 1997 ",26,['Argentina'],Argentina,,"1,73",€400k,
8.0,Diego Mercado,Defensive Midfield,"Jan 3, 1997 ",27,['Argentina'],Argentina,Buenos Aires,"1,69",€225k,
5.0,Galo Capomaggio,Defensive Midfield,"Feb 25, 1997 ",27,"['Argentina', 'Italy']",Argentina,La Plata,"1,90",€200k,CB
,Braian Camisassa,Defensive Midfield,"Jul 30, 1997 ",26,['Argentina'],Argentina,Córdoba,"1,81",€100k,CB   LB
,Luciano Pizarro,Defensive Midfield,"Jul 14, 1997 ",26,['Argentina'],Argentina,Godoy Cruz,"1,84",€25k,
,Diego Aguirre,Defensive Midfield,"Feb 3, 1997 ",27,['Argentina'],Argentina,Neuquén,"1,80",-,
,Ignacio Manzo,Defensive Midfield,"Jul 6, 1997 ",26,"['Argentina', 'Italy']",Argentina,Mar del Plata,"1,75",-,
,Sebastián Arriagada,Defensive Midfield,"Sep 22, 1997 ",26,"['Argentina', 'Chile']",Argentina,San Carlos de Bariloche,"1,70",-,CM   AM
,Agustín Casco,Defensive Midfield,"Jan 28, 1997 ",27,['Argentina'],Argentina,,,-,LB   LW
5.0,Kevin Gutiérrez,Defensive Midfield,"Jun 3, 1997 ",26,['Argentina'],Argentina,Lanús,"1,74",€4.00m,
21.0,Iván Gómez,Defensive Midfield,"Feb 28, 1997 ",27,['Argentina'],Argentina,Villa Elisa,"1,67",€2.50m,CM
30.0,Ulises Ortegoza,Defensive Midfield,"Apr 19, 1997 ",26,"['Argentina', 'Chile']",Argentina,San Nicolás de los Arroyos,"1,80",€1.50m,CM   AM
5.0,Emmanuel Ojeda,Defensive Midfield,"Nov 5, 1997 ",26,['Argentina'],Argentina,Goya,"1,80",€550k,CM
,Gustavo Collante,Defensive Midfield,"May 19, 1997 ",26,['Argentina'],Argentina,Moreno,"1,72",€250k,
,Fermín Antonini,Defensive Midfield,"Jul 2, 1997 ",26,['Argentina'],Argentina,General Villegas,"1,74",€225k,CM   RM
,Gustavo Abregú,Defensive Midfield,"Jul 4, 1997 ",26,['Argentina'],Argentina,San Miguel,"1,70",€200k,CB   RB
,Federico Sena,Defensive Midfield,"May 26, 1997 ",26,['Argentina'],Argentina,Pilar,"1,75",€25k,
,Pablo López,Defensive Midfield,"Apr 18, 1997 ",26,['Argentina'],Argentina,Córdoba,"1,78",-,
,Mariano Barra,Defensive Midfield,"Feb 8, 1997 ",27,['Argentina'],Argentina,,"1,75",-,LM
,Genaro Bonello,Defensive Midfield,"Feb 26, 1997 ",27,"['Argentina', 'Italy']",Argentina,Colón,"1,80",-,CB
,Juan Altamiranda,Defensive Midfield,"Aug 3, 1997 ",26,['Argentina'],Argentina,,,-,
,Alejandro Vignati,Defensive Midfield,"May 8, 1997 ",26,"['Argentina', 'Italy']",Argentina,Buenos Aires,,-,CB
,Gonzalo Miceli,Defensive Midfield,"Sep 18, 1997 ",26,"['Argentina', 'Italy']",Argentina,Villa Luzuriaga,"1,75",-,CM
,Juan Caviglia,Defensive Midfield,"Jun 16, 1997 ",26,['Argentina'],Argentina,Junín,"1,71",-,
,Juan Ignacio Silva,Defensive Midfield,"Sep 9, 1997 ",26,['Argentina'],Argentina,,"1,77",-,
5.0,Tomás Belmonte,Defensive Midfield,"May 27, 1998 ",25,"['Argentina', 'Italy']",Argentina,Lanús,"1,81",€5.00m,CM
24.0,Julián Chicco,Defensive Midfield,"Jan 13, 1998 ",26,"['Argentina', 'Italy']",Argentina,Brinkmann,"1,87",€1.00m,CM
14.0,Leonel Picco,Defensive Midfield,"Oct 22, 1998 ",25,"['Argentina', 'Spain']",Argentina,Wilde,"1,88",€350k,CM   LM
,Nicolás Watson,Defensive Midfield,"May 22, 1998 ",25,['Argentina'],Argentina,Córdoba,"1,75",€100k,CM
,Federico Marín,Defensive Midfield,"Mar 24, 1998 ",25,['Argentina'],Argentina,Hurlingham,"1,77",€100k,
22.0,Agustin Alcaraz,Defensive Midfield,"Jul 22, 1998 ",25,['Argentina'],Argentina,San Luis (SLU),"1,79",€25k,CM
,Rodrigo Lastra,Defensive Midfield,"Jun 24, 1998 ",25,['Argentina'],Argentina,,"1,62",-,
,Lionel Castellón,Defensive Midfield,"Nov 9, 1998 ",25,['Argentina'],Argentina,Buenos Aires,,-,
30.0,Sebastián Herrera,Defensive Midfield,"Jan 9, 1998 ",26,['Argentina'],Argentina,,"1,76",-,CM
,Matias Carracedo,Defensive Midfield,"Apr 29, 1998 ",25,"['Germany', 'Argentina']",Argentina,Buenos Aires,,-,
,Patricio Monti,Defensive Midfield,"Jan 15, 1998 ",26,['Argentina'],Argentina,Buenos Aires,"1,76",-,CB
5.0,Santiago Longo,Defensive Midfield,"Apr 12, 1998 ",25,"['Argentina', 'Italy']",Argentina,Freyre,"1,77",€4.00m,CM
5.0,Carlos Villalba,Defensive Midfield,"Jul 19, 1998 ",25,['Argentina'],Argentina,Resistencia,"1,75",€600k,CM
8.0,Eric Barrios,Defensive Midfield,"Feb 17, 1998 ",26,['Argentina'],Argentina,Rojas,"1,72",€225k,
,Brian Nievas,Defensive Midfield,"Apr 28, 1998 ",25,['Argentina'],Argentina,Diamante,"1,80",€100k,
5.0,Tomás Pérez Serra,Defensive Midfield,"Nov 13, 1998 ",25,['Argentina'],Argentina,,"1,86",€50k,CB
,Kevin Barrionuevo,Defensive Midfield,"May 24, 1998 ",25,['Argentina'],Argentina,San Justo,"1,78",€10k,
,Isaias Toscano,Defensive Midfield,"Dec 30, 1998 ",25,['Argentina'],Argentina,Salto,"1,78",-,LB
,Agustín Amato,Defensive Midfield,"Mar 31, 1998 ",25,"['Argentina', 'Italy']",Argentina,Capital Federal,"1,73",-,CM   AM
,Sebastián Olmos,Defensive Midfield,"May 11, 1998 ",25,"['Argentina', 'Chile']",Argentina,,,-,RM
,Tomás Federico,Defensive Midfield,"May 18, 1998 ",25,"['Argentina', 'Italy']",Argentina,Rafaela,"1,78",-,CM
,Wilson Altamirano,Defensive Midfield,"Apr 7, 1998 ",25,['Argentina'],Argentina,Villa Allende,,-,CM   CB
5.0,Aníbal Moreno,Defensive Midfield,"May 13, 1999 ",24,['Argentina'],Argentina,San Fernando del Valle,"1,77",€7.00m,CM   AM
29.0,Manuel García,Defensive Midfield,"Jun 11, 1999 ",24,['Argentina'],Argentina,9 de Julio,"1,80",€700k,
,Juan Manuel Requena,Defensive Midfield,"Jan 24, 1999 ",25,['Argentina'],Argentina,Arroyo Cabral,"1,78",€150k,CM
21.0,Alan Adrian Acevedo,Defensive Midfield,"Jun 29, 1999 ",24,['Argentina'],Argentina,Buenos Aires,"1,75",-,CM   AM
,Emanuel Sosa,Defensive Midfield,"Apr 22, 1999 ",24,['Argentina'],Argentina,,"1,67",-,
,Nicolas Lesdman,Defensive Midfield,"Dec 12, 1999 ",24,"['Israel', 'Argentina']",Argentina,Argentina,,-,
,Matías Ledesma,Defensive Midfield,"Mar 30, 1999 ",24,"['Argentina', 'Spain']",Argentina,Castelar,"1,74",-,CM   AM
,Facundo Rodríguez Soto,Defensive Midfield,"May 9, 1999 ",24,['Argentina'],Argentina,"Pergamino , Buenos Aires","1,8",-,CB   CM
8.0,Marcelo Miranda,Defensive Midfield,"Sep 28, 1999 ",24,['Switzerland'],Argentina,Eldorado,,-,
5.0,Manuel Sánchez,Defensive Midfield,"Jul 7, 1999 ",24,['Argentina'],Argentina,La Plata,"1,78",-,CB
13.0,Santiago Sosa,Defensive Midfield,"May 3, 1999 ",24,"['Argentina', 'Croatia']",Argentina,La Plata,"1,82",€4.00m,CB   CM
19.0,Tiago Banega,Defensive Midfield,"Jul 1, 1999 ",24,['Argentina'],Argentina,Concepción del Uruguay,"1,77",€225k,CM
,Abel Bustos,Defensive Midfield,"May 18, 1999 ",24,['Argentina'],Argentina,Pozo Hondo (Santiago del Estero),"1,72",€100k,
,Emiliano Soria,Defensive Midfield,"Jan 1, 1999 ",25,['Argentina'],Argentina,,"1,76",-,
,Martin Caballo,Defensive Midfield,"Jun 1, 1999 ",24,['Argentina'],Argentina,Esperanza (Santa Fe),"1,80",-,CM
6.0,Nelson Augustin Cordoba,Defensive Midfield,"May 1, 1999 ",24,['Argentina'],Argentina,Bueno Aires,"1,77",-,CM   AM
,Guillermo Santillán,Defensive Midfield,"May 15, 1999 ",24,['Argentina'],Argentina,Florencio Varela (BUE),"1,71",-,
,Lucas Giménez,Defensive Midfield,"Feb 22, 1999 ",25,['Argentina'],Argentina,Buenos Aires,"1,63",-,
,Agustín Piñeyro,Defensive Midfield,"Jan 26, 1999 ",25,['Argentina'],Argentina,Buenos Aires,"1,81",-,CB
,Gianfranco Baier,Defensive Midfield,"Feb 18, 1999 ",25,['Argentina'],Argentina,Monte Buey,"1,76",-,CM   RM
5.0,Fausto Vera,Defensive Midfield,"Mar 26, 2000 ",23,['Argentina'],Argentina,Hurlingham,"1,80",€7.00m,CM   AM
45.0,Kevin Ortiz,Defensive Midfield,"Sep 18, 2000 ",23,['Argentina'],Argentina,Roldán,"1,70",€2.50m,CM
8.0,Julián López,Defensive Midfield,"Jan 8, 2000 ",24,['Argentina'],Argentina,Avellaneda,"1,86",€2.00m,CM
18.0,Franco Romero,Defensive Midfield,"Apr 23, 2000 ",23,['Argentina'],Argentina,La Plata,"1,77",€800k,
8.0,Siro Rosané,Defensive Midfield,"Jun 7, 2000 ",23,['Argentina'],Argentina,General Deheza,"1,79",€500k,CM
16.0,Tobías Reinhart,Defensive Midfield,"May 21, 2000 ",23,"['Argentina', 'Italy']",Argentina,Lomas de Zamora,"1,76",€325k,CM
15.0,Lautaro Ríos,Defensive Midfield,"Oct 9, 2000 ",23,['Argentina'],Argentina,Buenos Aires,"1,82",€175k,
,Mateo Maccari,Defensive Midfield,"Dec 29, 2000 ",23,['Argentina'],Argentina,Rosario,"1,80",€125k,CB
,Gonzalo Piñeiro,Defensive Midfield,"Oct 3, 2000 ",23,['Argentina'],Argentina,Florencio Varela,"1,76",€75k,
,Rodrigo Ramírez,Defensive Midfield,"Jan 2, 2000 ",24,['Argentina'],Argentina,Oberá,"1,73",€75k,
,Andrés Ayala,Defensive Midfield,"Mar 13, 2000 ",24,['Argentina'],Argentina,Berazategui,"1,69",€50k,
,Alan Olinick,Defensive Midfield,"Jul 29, 2000 ",23,['Argentina'],Argentina,Monte Grande,"1,77",€25k,CM
,Franco Almanza,Defensive Midfield,"Oct 1, 2000 ",23,['Argentina'],Argentina,Morón,"1,71",-,
31.0,Federico Navarro,Defensive Midfield,"Mar 9, 2000 ",24,['Argentina'],Argentina,Frontera,"1,71",€3.00m,CM
28.0,Juan Carlos Portillo,Defensive Midfield,"May 18, 2000 ",23,['Argentina'],Argentina,Puerto Rico,"1,83",€2.00m,CB   LB
5.0,Rodrigo Herrera,Defensive Midfield,"Aug 2, 2000 ",23,['Argentina'],Argentina,Florencio Varela,"1,79",€800k,CB
26.0,Agustín Toledo,Defensive Midfield,"Mar 1, 2000 ",24,['Argentina'],Argentina,Guernica,"1,78",€600k,CM
32.0,Agustín Mulet,Defensive Midfield,"Feb 22, 2000 ",24,['Argentina'],Argentina,Lomas del Mirador,"1,79",€450k,
27.0,Matías Núñez,Defensive Midfield,"Oct 9, 2000 ",23,['Argentina'],Argentina,Posadas,"1,69",€250k,CM
16.0,Bruno Liuzzi,Defensive Midfield,"Aug 30, 2000 ",23,"['Argentina', 'Chile']",Argentina,,"1,78",€125k,CM
5.0,Alan Di Pippa,Defensive Midfield,"Jun 16, 2000 ",23,['Argentina'],Argentina,Luis Guillón,"1,79",€100k,CB
,Gino Olguín,Defensive Midfield,"Mar 13, 2000 ",24,['Argentina'],Argentina,"Santa Rosa, La Pampa","1,81",€75k,CB
6.0,Tomás Moschión,Defensive Midfield,"Jun 2, 2000 ",23,['Argentina'],Argentina,Coronda,"1,71",€50k,
,Emanuel Quinteros,Defensive Midfield,"Jun 28, 2000 ",23,['Argentina'],Argentina,Maipú,"1,82",€25k,CM
