Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value
,Augusto Bottini,Goalkeeper,"Oct 26, 1998 ",25,['Argentina'],Argentina,Ramos Mejía,"1,87",-
,Mauricio Gennari,Goalkeeper,"Jun 26, 1998 ",25,"['San Marino', 'Argentina']",Argentina,Córdoba,,-
,Matias Reynares,Goalkeeper,"Oct 25, 1998 ",25,"['United States', 'Argentina']",Argentina,,"1,85",-
17,Lautaro Morales,Goalkeeper,"Dec 16, 1999 ",24,['Argentina'],Argentina,Quilmes,"1,87",€1.80m
,Juan Martín Rojas,Goalkeeper,"Aug 9, 1999 ",24,['Argentina'],Argentina,Corrientes,"1,96",€150k
,Esteban Glellel,Goalkeeper,"Jan 6, 1999 ",25,['Argentina'],Argentina,Río Cuarto,"1,85",€75k
,Juan Strumia,Goalkeeper,"Oct 14, 1999 ",24,"['Argentina', 'Italy']",Argentina,Río Cuarto,"1,87",€25k
35,Emanuel Sittaro,Goalkeeper,"Oct 15, 1999 ",24,['Argentina'],Argentina,Córdoba,"1,85",€25k
,Facundo Perrone,Goalkeeper,"Aug 10, 1999 ",24,['Argentina'],Argentina,Devoto,"1,91",€10k
,Matías Balderrama,Goalkeeper,"Nov 30, 1999 ",24,['Argentina'],Argentina,Buenos Aires,"1,90",-
,Nicolás Bardagi,Goalkeeper,"Oct 4, 1999 ",24,['Argentina'],Argentina,,,-
,Ignacio Gallardo,Goalkeeper,"Oct 7, 1999 ",24,['Argentina'],Argentina,,"1,88",-
,Leonel Garcete,Goalkeeper,"May 12, 1999 ",24,['Argentina'],Argentina,,,-
,Francesco Pitassi,Goalkeeper,"Apr 7, 1999 ",24,['Argentina'],Argentina,,"1,77",-
,Tomas Palleres,Goalkeeper,"Nov 1, 1999 ",24,['Argentina'],Argentina,,"1,86",-
,Juan Amann,Goalkeeper,"Jan 1, 1999 ",25,['Argentina'],Argentina,Buenos Aires,"1,88",-
25,Tomás Durso,Goalkeeper,"Feb 26, 1999 ",25,['Argentina'],Argentina,"La Plata, Buenos Aires","1,85",€1.30m
,Nicolás Sumavil,Goalkeeper,"Nov 20, 1999 ",24,['Argentina'],Argentina,Santa Rosa,"1,85",€100k
,Cristian Geist,Goalkeeper,"May 13, 1999 ",24,['Argentina'],Argentina,Bella Italia,"1,94",€50k
,Lautaro Amadé,Goalkeeper,"Dec 21, 1999 ",24,['Argentina'],Argentina,Buenos Aires,"1,93",€25k
,Iván Chaves,Goalkeeper,"Nov 25, 1999 ",24,['Argentina'],Argentina,Crespo,"1,87",€10k
,Agustín Teseyra,Goalkeeper,"Jan 11, 1999 ",25,['Argentina'],Argentina,,,-
,Alex Verón,Goalkeeper,"Aug 9, 1999 ",24,['Argentina'],Argentina,Cipolletti,"1,76",-
,Gianluca Albano,Goalkeeper,"Aug 9, 1999 ",24,['Argentina'],Argentina,Trenque Lauquen,"1,87",-
,Julio Herrera,Goalkeeper,"Jan 23, 1999 ",25,['Argentina'],Argentina,,"1,85",-
,Jaime Barceló,Goalkeeper,"Oct 6, 1999 ",24,"['Argentina', 'Spain']",Argentina,,"1,87",-
,Bruno Falcioni,Goalkeeper,"Jan 20, 1999 ",25,['Argentina'],Argentina,,"1,85",-
,Lautaro Volpicello,Goalkeeper,"Dec 16, 1999 ",24,['Argentina'],Argentina,,,-
,Bruno Corsi,Goalkeeper,"Aug 15, 1999 ",24,['Argentina'],Argentina,Buenos Aires,,-
,Lautaro Banegas,Goalkeeper,"Jun 18, 1999 ",24,['Argentina'],Argentina,,,-
,Facundo Pérez,Goalkeeper,"Mar 2, 1999 ",25,['Argentina'],Argentina,Tandil,"1,79",-
,Juan Cruz,Goalkeeper,"Jun 13, 1999 ",24,"['Argentina', 'Spain']",Argentina,Rosario,"1,87",-
,Ezequiel Muth,Goalkeeper,"Jun 14, 1999 ",24,"['Argentina', 'Germany']",Argentina,Saavedra,"1,82",-
,Franco Carretero,Goalkeeper,"Jan 16, 1999 ",25,['Argentina'],Argentina,La Rioja,"1,93",-
,Lucas Manso,Goalkeeper,"Feb 2, 1999 ",25,['Argentina'],Argentina,Buenos Aires,,-
94,Nazareno Gatas,Goalkeeper,"Feb 5, 1999 ",25,['Argentina'],Argentina,Buenos Aires,"1,90",-
,Gustavo Córdoba,Goalkeeper,"Sep 23, 1999 ",24,['Argentina'],Argentina,,,-
,Ignacio Viain,Goalkeeper,"Jul 9, 1999 ",24,['Argentina'],Argentina,Buenos Aires,"1,79",-
,Fernando Verzino,Goalkeeper,"Oct 10, 1999 ",24,['Argentina'],Argentina,,,-
,Emiliano Facundo Manfredi,Goalkeeper,"Feb 19, 1999 ",25,"['Argentina', 'Italy']",Argentina,La plata,"1,90",-
,Matias Guberman,Goalkeeper,"Jun 2, 1999 ",24,"['Italy', 'Argentina']",Argentina,,"1,75",-
,Aaron Díaz,Goalkeeper,"Apr 7, 1999 ",24,"['Argentina', 'Chile']",Argentina,Buenos Aires,"1,94",-
28,Manuel Roffo,Goalkeeper,"Apr 4, 2000 ",23,"['Argentina', 'Croatia']",Argentina,Teodelina,"1,85",€3.50m
12,Felipe Zenobio,Goalkeeper,"May 22, 2000 ",23,['Argentina'],Argentina,Tigre,"1,83",€350k
1,Jerónimo Pourtau,Goalkeeper,"Jan 23, 2000 ",24,['Argentina'],Argentina,Brandsen,"1,93",€275k
25,Luis Ingolotti,Goalkeeper,"Jan 14, 2000 ",24,['Argentina'],Argentina,Pilar,"1,85",€150k
13,Matías Ramos Mingo,Goalkeeper,"Aug 4, 2000 ",23,"['Argentina', 'Italy']",Argentina,Córdoba,"1,95",€100k
,Agustín Grinovero,Goalkeeper,"Aug 10, 2000 ",23,['Argentina'],Argentina,Cerrito,"1,85",€25k
,Francisco Rivadeneira,Goalkeeper,"May 19, 2000 ",23,['Argentina'],Argentina,San Miguel de Tucumán,"1,80",€25k
,Agustín Rufinetti,Goalkeeper,"Jan 27, 2000 ",24,['Argentina'],Argentina,Hernando,"1,85",€25k
,Mauro Casoli,Goalkeeper,"Jan 7, 2000 ",24,['Argentina'],Argentina,Lanus,"1,85",€10k
,Patricio Albornoz,Goalkeeper,"Apr 4, 2000 ",23,['Argentina'],Argentina,San Miguel de Tucumán,"1,93",€10k
,Ignacio Turnes,Goalkeeper,"Apr 11, 2000 ",23,"['Argentina', 'Spain']",Argentina,,"1,82",€10k
,Nicolás Nocetti,Goalkeeper,"Aug 18, 2000 ",23,['Argentina'],Argentina,Formosa,"1,90",€10k
,Gianfranco Coronati,Goalkeeper,"Dec 14, 2000 ",23,['Argentina'],Argentina,,"1,79",-
32,Sebastián Meza,Goalkeeper,"Mar 14, 2000 ",24,['Argentina'],Argentina,Oberá,"1,80",€1.50m
1,Gonzalo Crettaz,Goalkeeper,"Feb 28, 2000 ",24,"['Argentina', 'Spain']",Argentina,Buenos Aires,"1,84",€300k
65,Jure Marinovich,Goalkeeper,"May 4, 2000 ",23,"['Argentina', 'Croatia']",Argentina,San Lorenzo,"1,87",€200k
12,Joaquin Domingo Dalmasso,Goalkeeper,"Apr 27, 2000 ",23,"['Argentina', 'Spain']",Argentina,Rio Cuarto,"1,98",€125k
,Leonardo Díaz,Goalkeeper,"Jan 27, 2000 ",24,['Argentina'],Argentina,Lanús,"1,81",€100k
,Facundo Masuero,Goalkeeper,"May 23, 2000 ",23,['Argentina'],Argentina,Esmeralda,"1,90",€25k
1,Rafael Ferrario,Goalkeeper,"Apr 30, 2000 ",23,['Argentina'],Argentina,Monterrico,"1,86",€25k
,Franco Fragueda,Goalkeeper,"Jul 25, 2000 ",23,['Argentina'],Argentina,Rosario,"1,89",€25k
,Nazareno Ferreyra,Goalkeeper,"Feb 14, 2000 ",24,['Argentina'],Argentina,Buenos Aires,"1,83",€10k
,Ignacio Hildmann,Goalkeeper,"Apr 13, 2000 ",23,['Argentina'],Argentina,,"1,90",€10k
,Nahuel Yzaurralde,Goalkeeper,"Oct 3, 2000 ",23,"['Argentina', 'Italy']",Argentina,Mar del Plata,"1,89",€10k
,Mauricio Maslovski,Goalkeeper,"Mar 15, 2000 ",24,"['Argentina', 'Poland']",Argentina,San Ignacio,"1,87",€10k
,Andoni Mendiguibel,Goalkeeper,"Oct 21, 2000 ",23,['Argentina'],Argentina,,,-
,Enzo Acuña,Goalkeeper,"Dec 31, 2000 ",23,['Argentina'],Argentina,,"1,80",-
,Lautaro Romero,Goalkeeper,"May 3, 2000 ",23,['Argentina'],Argentina,Santa Fe,,-
,Augusto Alcorcel,Goalkeeper,"Aug 14, 2000 ",23,['Argentina'],Argentina,Santa Fe,"1,88",-
,Franco Antoniolli,Goalkeeper,"Jan 1, 2000 ",24,"['Argentina', 'Italy']",Argentina,,"1,97",-
,Juan Ignacio Borean,Goalkeeper,"Jan 20, 2000 ",24,['Argentina'],Argentina,,"1,84",-
,Julián García,Goalkeeper,"Jul 8, 2000 ",23,['Argentina'],Argentina,,,-
,Matías Alberti,Goalkeeper,"Feb 28, 2000 ",24,['Argentina'],Argentina,Leones,"1,85",-
,Pedro Bravo,Goalkeeper,"Apr 1, 2000 ",23,['Argentina'],Argentina,,"1,87",-
,Guido Ferrara,Goalkeeper,"Feb 11, 2000 ",24,['Argentina'],Argentina,,"1,92",-
,Tobías Taliercio,Goalkeeper,"Dec 17, 2000 ",23,['Argentina'],Argentina,,,-
,Lautaro Callejo,Goalkeeper,"Mar 10, 2000 ",24,"['Argentina', 'Spain']",Argentina,Quilmes,"1,87",-
,Agustín Quiroz,Goalkeeper,"Jan 1, 2000 ",24,['Argentina'],Argentina,,"1,85",-
,Lautaro Castro,Goalkeeper,"Oct 23, 2000 ",23,['Argentina'],Argentina,,,-
,Santiago Romano,Goalkeeper,"Oct 31, 2000 ",23,['Argentina'],Argentina,,,-
,Iñaki Ludueña,Goalkeeper,"Feb 23, 2000 ",24,['Argentina'],Argentina,Miramar,"1,92",-
,Santiago Casal,Goalkeeper,"Jun 17, 2000 ",23,['Argentina'],Argentina,Buenos Aires,"1,91",-
,Alejo Lazarte,Goalkeeper,"Jun 2, 2000 ",23,['Argentina'],Argentina,,"1,82",-
,Gastón Fernández,Goalkeeper,"Jan 3, 2000 ",24,['Argentina'],Argentina,,,-
,Santiago Maidana,Goalkeeper,"Aug 15, 2000 ",23,['Argentina'],Argentina,,,-
,Martín Moyano,Goalkeeper,"Apr 26, 2000 ",23,['Argentina'],Argentina,,,-
,Federico Quijano,Goalkeeper,"May 28, 2000 ",23,['Argentina'],Argentina,,"1,85",-
,Darío Barbera,Goalkeeper,"Jan 16, 2000 ",24,['Argentina'],Argentina,,"1,83",-
,Joaquín Gómez,Goalkeeper,"Aug 7, 2000 ",23,['Argentina'],Argentina,Morteros,"1,85",-
,Luis Kovacic,Goalkeeper,"Feb 10, 2000 ",24,"['Argentina', 'Chile']",Argentina,Río Grande,"1,87",-
1,Joaquín Blázquez,Goalkeeper,"Jan 28, 2001 ",23,"['Argentina', 'Italy']",Argentina,Luque,"1,93",€375k
25,Juan Pablo Zozaya,Goalkeeper,"Aug 13, 2001 ",22,['Argentina'],Argentina,Necochea,"1,87",€250k
12,Gino Santilli,Goalkeeper,"Oct 26, 2001 ",22,['Argentina'],Argentina,Villa Constitución,"1,91",€75k
23,Felipe San Juan,Goalkeeper,"Jun 23, 2001 ",22,['Argentina'],Argentina,San Jerónimo Sud,"1,88",€50k
,Luca Fanuele,Goalkeeper,"Mar 10, 2001 ",23,['Argentina'],Argentina,Necochea,"1,90",€25k
40,Lucas Meuli,Goalkeeper,"Jun 30, 2001 ",22,['Argentina'],Argentina,Diamante,"1,85",€25k
,Samuel Velázquez,Goalkeeper,"Aug 17, 2001 ",22,['Argentina'],Argentina,Santa Fe,"1,84",€25k
12,Daniel Juárez,Goalkeeper,"Dec 4, 2001 ",22,['Argentina'],Argentina,"Capital Federal, Buenos Aires","1,84",€25k
12,Nahuel Manganelli,Goalkeeper,"Feb 19, 2001 ",23,['Argentina'],Argentina,Selva,"1,84",€25k
,Mayco Bergia,Goalkeeper,"Jul 30, 2001 ",22,['Argentina'],Argentina,Balnearia,"1,90",€10k
,Lautaro Maldonado,Goalkeeper,"Dec 5, 2001 ",22,['Argentina'],Argentina,,"1,92",€10k
,Dante Monzón,Goalkeeper,"Oct 5, 2001 ",22,['Argentina'],Argentina,Buenos Aires,"1,80",€10k
,Daniel Montagnino,Goalkeeper,"Apr 6, 2001 ",22,['Argentina'],Argentina,Villa San Nicolás,"1,86",-
12,Facundo Sanguinetti,Goalkeeper,"Mar 1, 2001 ",23,['Argentina'],Argentina,Lanús,"1,85",€250k
,Luciano Jachfe,Goalkeeper,"Jul 18, 2001 ",22,['Argentina'],Argentina,Villa Luzuriaga,"1,85",€150k
16,Lautaro López Kaleniuk,Goalkeeper,"Jan 24, 2001 ",23,['Argentina'],Argentina,Tres Isletas,"1,91",€75k
1,Miguel Ángel Acosta,Goalkeeper,"Oct 19, 2001 ",22,['Argentina'],Argentina,Posadas,"1,89",€50k
,Joaquín Enrico,Goalkeeper,"Aug 22, 2001 ",22,['Argentina'],Argentina,Santa Fe,"1,90",€25k
,Manuel Tasso,Goalkeeper,"Mar 5, 2001 ",23,['Argentina'],Argentina,La Plata,"1,83",€25k
25,Emmanuel Gómez Riga,Goalkeeper,"Sep 14, 2001 ",22,['Argentina'],Argentina,Buenos Aires,"1,86",€25k
35,Mirko Pagani,Goalkeeper,"Aug 11, 2001 ",22,"['Argentina', 'Spain']",Argentina,Correa (Santa Fe),"1,81",€25k
42,Roberto León,Goalkeeper,"Aug 8, 2001 ",22,['Argentina'],Argentina,"Lomas de Zamora, Buenos Aires","1,85",€25k
12,Agustín Lastra,Goalkeeper,"Jan 2, 2001 ",23,['Argentina'],Argentina,Famaillá,"1,93",€10k
15,Ramiro García,Goalkeeper,"Dec 11, 2001 ",22,['Argentina'],Argentina,Lanús,"1,83",€10k
,Alessandro López,Goalkeeper,"Mar 23, 2001 ",22,['Argentina'],Argentina,Moreno,"1,80",€10k
,Leandro Pereira,Goalkeeper,"Aug 22, 2001 ",22,['Argentina'],Argentina,,"1,91",-
,Franco Pérez,Goalkeeper,"Feb 19, 2001 ",23,['Argentina'],Argentina,,,-
,Gabriel Sanhueza,Goalkeeper,"Oct 10, 2001 ",22,['Argentina'],Argentina,,,-
,Hilario Alonso,Goalkeeper,"May 19, 2001 ",22,['Argentina'],Argentina,,,-
,Franco Puppo,Goalkeeper,"Dec 5, 2001 ",22,['Argentina'],Argentina,Rosario,"1,92",-
,Rodrigo Montero,Goalkeeper,"May 26, 2001 ",22,['Argentina'],Argentina,Guemes,"1,80",-
,Franco Gentilli,Goalkeeper,"Jul 10, 2001 ",22,['Argentina'],Argentina,,"1,75",-
,Ignacio Bessone,Goalkeeper,"Jan 1, 2001 ",23,"['Argentina', 'Italy']",Argentina,,,-
,Matías Tasuri,Goalkeeper,"Dec 20, 2001 ",22,['Argentina'],Argentina,,,-
12,Thyago Ayala,Goalkeeper,"Sep 7, 2001 ",22,['Argentina'],Argentina,Villa Ángela,"1,88",-
,Facundo Sánchez,Goalkeeper,"Jun 29, 2001 ",22,['Argentina'],Argentina,,"1,88",-
,Alejandro González,Goalkeeper,"Dec 12, 2001 ",22,['Argentina'],Argentina,González Moreno,,-
,Mateo Pierobon,Goalkeeper,"Feb 10, 2001 ",23,['Argentina'],Argentina,,"1,86",-
,Diego Paiz,Goalkeeper,"Jul 21, 2001 ",22,['Argentina'],Argentina,,"1,75",-
,Nicolás Ávalos,Goalkeeper,"Sep 14, 2001 ",22,['Argentina'],Argentina,,"1,86",-
,Joaquín Cabrera,Goalkeeper,"Jun 4, 2001 ",22,['Argentina'],Argentina,Lincoln,"1,90",-
12,Leandro Brey,Goalkeeper,"Sep 21, 2002 ",21,['Argentina'],Argentina,Lomas de Zamora,"1,91",€400k
,Federico Losas,Goalkeeper,"Mar 28, 2002 ",21,"['Argentina', 'Italy']",Argentina,Pilar,"1,84",€175k
1,Lucas Escobar,Goalkeeper,"May 16, 2002 ",21,['Argentina'],Argentina,Buenos Aires,"1,84",€25k
12,Laureano Martínez,Goalkeeper,"Apr 3, 2002 ",21,['Argentina'],Argentina,Rosario,"1,88",€25k
,Lucas Ruiz,Goalkeeper,"Jul 22, 2002 ",21,['Argentina'],Argentina,San Miguel,"1,78",€10k
,Agustín Auil,Goalkeeper,"May 24, 2002 ",21,"['Argentina', 'Italy']",Argentina,,"1,90",-
,Jonathan Dacuez,Goalkeeper,"Mar 5, 2002 ",22,['Argentina'],Argentina,,,-
,Matias Cardozo,Goalkeeper,"Apr 28, 2002 ",21,['Argentina'],Argentina,San Miguel de Tucumán,"1,75",-
,Andrés Marsengo,Goalkeeper,"Apr 30, 2002 ",21,['Argentina'],Argentina,,"1,98",-
,Julián Pedernera,Goalkeeper,"Jul 1, 2002 ",21,['Argentina'],Argentina,Córdoba,,-
,Juan Manuel Vacirca,Goalkeeper,"Jan 1, 2002 ",22,['Argentina'],Argentina,,,-
,Marcos Paredes,Goalkeeper,"Jan 25, 2002 ",22,['Argentina'],Argentina,,,-
,Bruno de la Torre,Goalkeeper,"Apr 26, 2002 ",21,['Argentina'],Argentina,Buenos Aires,"1,92",-
1,Fabricio Iacovich,Goalkeeper,"Jan 29, 2002 ",22,"['Argentina', 'Croatia']",Argentina,La Plata,"1,99",€250k
12,Gustavo Lescano,Goalkeeper,"Mar 21, 2002 ",22,['Argentina'],Argentina,Tucumán,"1,87",€25k
33,Mateo Clemente,Goalkeeper,"Jun 12, 2002 ",21,['Argentina'],Argentina,Olavarría,"1,84",€25k
,Luciano Peraggini,Goalkeeper,"Feb 13, 2002 ",22,['Argentina'],Argentina,Buenos Aires,"1,88",€25k
,Blas Rolón,Goalkeeper,"Feb 3, 2002 ",22,['Argentina'],Argentina,Formosa,"1,82",-
,Rodrigo Soria,Goalkeeper,"Dec 15, 2002 ",21,['Argentina'],Argentina,,,-
,Manuel Testore,Goalkeeper,"Apr 10, 2002 ",21,['Argentina'],Argentina,Vicuña Mackenna,,-
13,Valentín Mosqueira,Goalkeeper,"Oct 29, 2002 ",21,"['Argentina', 'Italy']",Argentina,Rosario,"1,85",-
,Valentino Torres,Goalkeeper,"Mar 24, 2002 ",21,['Argentina'],Argentina,,,-
,Tobías Tournour,Goalkeeper,"Nov 17, 2002 ",21,['Argentina'],Argentina,,"1,83",-
,Lautaro Bursich,Goalkeeper,"Sep 25, 2002 ",21,"['Argentina', 'Italy']",Argentina,,"1,95",-
,Uriel Moris,Goalkeeper,"Sep 26, 2002 ",21,['Argentina'],Argentina,Tres Arroyos,"1,90",-
,Agustín Gómez,Goalkeeper,"Jan 16, 2002 ",22,['Argentina'],Argentina,Villa Celina,"1,83",-
42,Lautaro Garzón,Goalkeeper,"Jul 30, 2003 ",20,['Argentina'],Argentina,Buenos Aires,"1,80",€300k
35,Diego González,Goalkeeper,"Apr 20, 2003 ",20,['Argentina'],Argentina,Resistencia,"1,80",€75k
,Nicolás Rosa,Goalkeeper,"May 15, 2003 ",20,['Argentina'],Argentina,Chañar Ladeado,,€25k
31,Valentino Quintero,Goalkeeper,"Apr 14, 2003 ",20,['Argentina'],Argentina,Rosario,"1,93",€25k
,Agustín Galván,Goalkeeper,"Mar 28, 2003 ",20,['Argentina'],Argentina,Lanús,"1,84",-
12,Gonzalo Siri,Goalkeeper,"Feb 21, 2003 ",21,['Argentina'],Argentina,Buenos Aires,"1,83",-
,Emilio Vargas,Goalkeeper,"Jun 2, 2003 ",20,['Argentina'],Argentina,,,-
,Agustín Britos,Goalkeeper,"Aug 7, 2003 ",20,['Argentina'],Argentina,,,-
,Alejo Varisco,Goalkeeper,"Oct 17, 2003 ",20,['Argentina'],Argentina,,,-
37,Sebastián Díaz Robles,Goalkeeper,"Nov 1, 2003 ",20,['Argentina'],Argentina,Florencio Varela,"1,85",-
,Nicolás Cabas,Goalkeeper,"Jun 28, 2003 ",20,['Argentina'],Argentina,Formosa,"1,75",-
,Franco Herrera,Goalkeeper,"Sep 19, 2003 ",20,['Argentina'],Argentina,Bandera,"1,90",€200k
,Geronimo De Ridder,Goalkeeper,"May 16, 2003 ",20,"['Argentina', 'Belgium']",Argentina,,"1,90",€50k
,Francisco Gualiteri,Goalkeeper,"Mar 17, 2003 ",21,['Argentina'],Argentina,Cañada de Gómez,"1,84",€25k
,Tomás Garcia,Goalkeeper,"Nov 8, 2003 ",20,['Argentina'],Argentina,Delfín Gallo,"1,85",€10k
30,Josué Reinatti,Goalkeeper,"Jun 2, 2003 ",20,['Argentina'],Argentina,Las Rosas,"1,86",-
,Nahuel Nistal,Goalkeeper,"Aug 30, 2003 ",20,['Argentina'],Argentina,Buenos Aires,"1,86",-
,Martín Rolando,Goalkeeper,"Dec 26, 2003 ",20,['Argentina'],Argentina,San Jorge,"1,88",-
,Joaquín Canadell,Goalkeeper,"Apr 19, 2003 ",20,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,92",-
,Sebastián Lerena,Goalkeeper,"Jul 7, 2003 ",20,['Argentina'],Argentina,,,-
21,Facundo Vila,Goalkeeper,"May 11, 2003 ",20,['Argentina'],Argentina,Mar del Plata,"1,84",-
12,Federico Gomes,Goalkeeper,"Mar 5, 2004 ",20,['Argentina'],Argentina,San Isidro,"1,95",€500k
12,Nicolás Cláa,Goalkeeper,"Aug 5, 2004 ",19,['Argentina'],Argentina,Valentín Alsina,"1,85",€150k
12,Leonel Ruiz,Goalkeeper,"Jun 19, 2004 ",19,['Argentina'],Argentina,Moreno,,-
1,Juan Múgica,Goalkeeper,"Feb 23, 2004 ",20,"['Argentina', 'Spain']",Argentina,Rosario,"1,90",-
40,Nazareno Durán,Goalkeeper,"May 10, 2004 ",19,['Argentina'],Argentina,Avellaneda,"1,85",-
41,Santiago Beltrán,Goalkeeper,"Oct 4, 2004 ",19,['Argentina'],Argentina,Buenos Aires,"1,90",-
12,Julián Kadijevic,Goalkeeper,"Jan 27, 2004 ",20,"['Argentina', 'Greece']",Argentina,Buenos Aires,"1,86",-
,Santiago Torres,Goalkeeper,"Jan 8, 2004 ",20,['Argentina'],Argentina,Buenos Aires,"1,87",-
37,Lucas Lavagnino,Goalkeeper,"Aug 22, 2004 ",19,['Argentina'],Argentina,Palermo,"1,90",€150k
1,Fernando Rodríguez,Goalkeeper,"Sep 15, 2004 ",19,['Argentina'],Argentina,,,-
28,Matías Daniele,Goalkeeper,"Jan 2, 2004 ",20,['Argentina'],Argentina,Noetinger,"1,95",-
30,Rodrigo Borzone,Goalkeeper,"Oct 21, 2004 ",19,['Argentina'],Argentina,"La Plata, Buenos Aires","1,90",-
12,Lucas Torlaschi,Goalkeeper,"Jan 5, 2004 ",20,['Argentina'],Argentina,Luján,"1,83",-
,Juan Santia,Goalkeeper,"Aug 14, 2004 ",19,['Argentina'],Argentina,,,-
,Francisco Gómez,Goalkeeper,"Apr 6, 2004 ",19,['Argentina'],Argentina,"Santa Rosa, La Pampa","1,87",-
31,Gustavo Calderari,Goalkeeper,"Feb 12, 2004 ",20,['Argentina'],Argentina,San Salvador de Jujuy,,-
38,Alexis Martinez,Goalkeeper,"Feb 3, 2005 ",19,['Argentina'],Argentina,San Pedro,"1,8",€25k
,Valentín Díaz,Goalkeeper,"May 19, 2005 ",18,['Argentina'],Argentina,La Plata,"1,92",-
33,Santino Barbi,Goalkeeper,"Jun 14, 2005 ",18,['Argentina'],Argentina,El Tío,"1,91",-
,Thiago De Bellis,Goalkeeper,"Feb 1, 2005 ",19,['Argentina'],Argentina,Buenos Aires,"1,83",-
12,Mateo Morro,Goalkeeper,"Aug 1, 2005 ",18,"['Argentina', 'Italy']",Argentina,Wilde,"1,85",-
