Number,Name,Position,Date of Birth,Age,Birth Country,Place of Birth,Other Positions,Height
6,Alexander Djiku,Centre-Back,"Aug 9, 1994 ",29,France,Montpellier,RB   DM,"1,82"
22,Cédric Hountondji,Centre-Back,"Jan 19, 1994 ",30,France,Toulouse,,"1,94"
5,Théo Pellenard,Centre-Back,"Mar 4, 1994 ",29,France,Lille,LB,"1,82"
28,Loïc Kouagba,Centre-Back,"Jun 9, 1994 ",29,France,Boulogne-Billancourt,LB,"1,82"
19,Antoine Conte,Centre-Back,"Jan 29, 1994 ",30,France,Paris,RB,"1,87"
4,Djessine Seba,Centre-Back,"Aug 8, 1994 ",29,France,Lyon,,"1,83"
2,Paul Léonard,Centre-Back,"Feb 18, 1994 ",30,France,Strasbourg,RB,"1,87"
20,Jordan Tawaba,Centre-Back,"May 22, 1994 ",29,France,,,"1,88"
,Fathy Mebarki,Centre-Back,"Jan 8, 1994 ",30,France,Lyon,DM,"1,83"
,Charles-Henry Belle,Centre-Back,"Jul 10, 1994 ",29,France,Argenteuil,RB,"1,83"
,Timothée Rubin,Centre-Back,"Mar 21, 1994 ",29,France,,,
,Michael dos Santos,Centre-Back,"Jul 11, 1994 ",29,France,Paris,RB,"1,77"
4,Kurt Zouma,Centre-Back,"Oct 27, 1994 ",29,France,Lyon,RB,"1,90"
5,Brendan Chardonnet,Centre-Back,"Dec 22, 1994 ",29,France,Saint-Renan,,"1,84"
23,Anthony Briançon,Centre-Back,"Nov 28, 1994 ",29,France,Avignon,DM,"1,85"
5,Senou Coulibaly,Centre-Back,"Sep 4, 1994 ",29,France,Pontoise,RB,"1,93"
99,Maxime Spano,Centre-Back,"Oct 31, 1994 ",29,France,Aubagne,,"1,84"
,Fabien Garcia,Centre-Back,"Jul 14, 1994 ",29,France,Colomiers,,"1,81"
5,Raphaël Calvet,Centre-Back,"Feb 7, 1994 ",30,France,Auxerre,DM,"1,84"
13,Baptiste Aloé,Centre-Back,"Jun 29, 1994 ",29,France,La Ciotat,RB,"1,84"
,Ciré Keïta,Centre-Back,"Mar 2, 1994 ",29,France,Paris,,
,Thomas Boret,Centre-Back,"Jun 19, 1994 ",29,France,Rennes,,
20,Moussa Kouyaté,Centre-Back,"Apr 18, 1994 ",29,France,Paris,LB,"1,91"
,Thomas Blaudy,Centre-Back,"Sep 20, 1994 ",29,France,Saint-Cyr-l'Ecole,,"1,80"
20,Ababacar Paye,Centre-Back,"Jun 2, 1994 ",29,France,,,"1,96"
,Thibault Philippe,Centre-Back,"Aug 5, 1994 ",29,France,Saint-Brieuc,LB   LM,"1,87"
,Martin Pollet,Centre-Back,"Nov 4, 1994 ",29,France,Calais,RB,"1,82"
,Aboubacar Gassama,Centre-Back,"Apr 27, 1994 ",29,France,Saintes,DM   RB,"1,89"
,Yoan Cols,Centre-Back,"Jun 28, 1994 ",29,France,Béziers,DM,"1,76"
,Nicolas Taravel,Centre-Back,"Oct 13, 1994 ",29,France,Nogent-Sur-Marne,LB   DM,"1,90"
,Hakan Özkan,Centre-Back,"Jun 21, 1994 ",29,France,Amilly,,
4,Alexandre Pakutu,Centre-Back,"Nov 21, 1994 ",29,France,Strasbourg,RB   LB,"1,85"
4,Zakariya Souleymane,Centre-Back,"Dec 29, 1994 ",29,France,Lyon,,"1,83"
,Baba Touré,Centre-Back,"Feb 3, 1994 ",30,France,La Tronche,,"1,95"
17,Kévin Coiffic,Centre-Back,"Sep 18, 1994 ",29,France,Lorient,,"1,88"
,Jonathan Bijimine,Centre-Back,"Jul 9, 1994 ",29,France,Amiens,CM,"1,91"
4,Alexandre Castro,Centre-Back,"Apr 24, 1994 ",29,France,Cenon,RB,"1,83"
5,Raphael Almeida,Centre-Back,"Jan 6, 1994 ",30,France,Paris,DM,"1,87"
,Thomas Vancaeyezeele,Centre-Back,"Jul 27, 1994 ",29,France,Caen,DM,"1,80"
,Maxime De Taddeo,Centre-Back,"Jul 11, 1994 ",29,France,Metz,,"1,93"
28,Mady Soaré,Centre-Back,"Jul 28, 1994 ",29,France,Créteil,,"1,87"
31,Ahmed Ben Aicha,Centre-Back,"Dec 16, 1994 ",29,France,Vierzon,RB,"1,90"
5,Karim Ghomrani,Centre-Back,"Jan 23, 1994 ",30,France,Sochaux,,"1,82"
,Mohamed Karim,Centre-Back,"Jun 29, 1994 ",29,France,Colmar,DM,"1,85"
,Dylan Lamonnier,Centre-Back,"Mar 15, 1994 ",29,France,Paris,DM,"1,87"
,Jordan Boy,Centre-Back,"Mar 20, 1994 ",29,France,Cluses,DM,"1,85"
,Julien Remiti,Centre-Back,"Sep 7, 1994 ",29,France,Ajaccio,RB,"1,76"
33,Joshua Nadeau,Centre-Back,"Sep 12, 1994 ",29,France,Paris,RB,"1,85"
,Grégoire Lherbier,Centre-Back,"Jul 17, 1994 ",29,France,Sainte-Catherine,,
,Lucas Rougeaux,Centre-Back,"Mar 10, 1994 ",29,France,Grasse,RB,"1,85"
15,Antoine Letiévant,Centre-Back,"Jul 7, 1994 ",29,France,Carpentras,LB,"1,84"
5,Maxence Chapuis,Centre-Back,"May 9, 1994 ",29,France,Saint-Etienne,CM   DM,"1,86"
,Johad Ferretti,Centre-Back,"May 30, 1994 ",29,France,Marseille,LB   RB,"1,85"
,Adel Gafaiti,Centre-Back,"Jul 16, 1994 ",29,France,Nanterre,,"1,92"
,Victor Nocente,Centre-Back,"Mar 7, 1994 ",29,France,Le Blanc-Mesnil,,
,Moussa Konate,Centre-Back,"Feb 12, 1994 ",30,France,Paris,LB,"1,94"
,Mory Koné,Centre-Back,"Apr 21, 1994 ",29,France,Paris,,"1,90"
,Temel Taşkın,Centre-Back,"Apr 21, 1994 ",29,France,Romorantin-Lanthenay,RB,"1,85"
,Yves-Marie Kerjean,Centre-Back,"Apr 15, 1994 ",29,France,Ploudalmézeau,,"1,85"
,Alexis Laurent,Centre-Back,"Jan 12, 1994 ",30,France,Nogent-sur-Marne,DM,"1,87"
,Sosthène Bah,Centre-Back,"Jan 24, 1994 ",30,France,Amiens,,"1,88"
,Simon Tchoukriel,Centre-Back,"Nov 24, 1994 ",29,France,Lyon,,"1,86"
,Yanis Roumadi,Centre-Back,"Feb 16, 1994 ",30,France,Saint Maurice,DM   CM,"1,88"
26,Pierre Bourdin,Centre-Back,"Jan 6, 1994 ",30,France,Vincennes,LB   LM,"1,85"
3,Presnel Kimpembe,Centre-Back,"Aug 13, 1995 ",28,France,Beaumont-sur-Oise,LB,"1,83"
21,Jean-Charles Castelletto,Centre-Back,"Jan 26, 1995 ",29,France,Clamart,,"1,86"
24,Olivier Verdon,Centre-Back,"Oct 5, 1995 ",28,France,Clamart,,"1,90"
3,Florian Le Joncour,Centre-Back,"Feb 3, 1995 ",29,France,Quimper,,"1,93"
5,Mamadou Sylla,Centre-Back,"Jun 28, 1995 ",28,France,Toulouse,RB,"1,85"
13,Gustave Akueson,Centre-Back,"Dec 20, 1995 ",28,France,Ermont,,"1,89"
6,Vincent Pirès,Centre-Back,"Nov 17, 1995 ",28,France,Paris,CM   DM,"1,82"
26,Raphaël Diarra,Centre-Back,"May 27, 1995 ",28,France,Paris,RB   DM,"1,85"
4,Hamadou Karamoko,Centre-Back,"Oct 31, 1995 ",28,France,Paris,,"1,94"
34,Fatih Eren,Centre-Back,"Jan 17, 1995 ",29,France,Thann,LB   RB,"1,84"
,Adrien Awana,Centre-Back,"Sep 11, 1995 ",28,France,Paris,,"1,78"
46,Yassine Amrioui,Centre-Back,"Feb 21, 1995 ",29,France,Thionville,LB,"1,85"
,Carl Langa,Centre-Back,"May 19, 1995 ",28,France,Paris,RB   LB,"1,83"
17,Clément Lenglet,Centre-Back,"Jun 17, 1995 ",28,France,Beauvais,,"1,86"
4,Gautier Lloris,Centre-Back,"Jul 18, 1995 ",28,France,Nice,,"1,91"
25,Dylan Bronn,Centre-Back,"Jun 19, 1995 ",28,France,Cannes,RB,"1,86"
75,Nader Ghandri,Centre-Back,"Feb 18, 1995 ",29,France,Aubervilliers,DM   CM,"1,97"
6,Antoine Batisse,Centre-Back,"Jan 13, 1995 ",29,France,Versailles,DM,"1,86"
,Ben Karamoko,Centre-Back,"May 17, 1995 ",28,France,Paris,,"1,95"
,Alexis Souahy,Centre-Back,"Jan 13, 1995 ",29,France,Montreuil,,"1,85"
92,Moise Adilehou,Centre-Back,"Nov 1, 1995 ",28,France,Colombes,,"1,90"
,Ilias Hassani,Centre-Back,"Nov 8, 1995 ",28,France,Toulouse,DM   RB,"1,86"
,Jeffry Kikanda,Centre-Back,"Dec 22, 1995 ",28,France,Clichy,RB,"1,82"
,Arnaud Ziepop,Centre-Back,"Sep 4, 1995 ",28,France,Paris,DM,"1,83"
,Louis Lahitte,Centre-Back,"Jun 6, 1995 ",28,France,Compiègne,,
6,Yanis Raji,Centre-Back,"Aug 12, 1995 ",28,France,Rennes,RB,"1,85"
,Marc-Antoine Delacourt,Centre-Back,"May 12, 1995 ",28,France,Cambrai,,"1,97"
5,David Lopez,Centre-Back,"Feb 6, 1995 ",29,France,Saint-Jean-de-Braye,,"1,86"
,Omar Dembélé,Centre-Back,"Nov 21, 1995 ",28,France,Paris,,"1,88"
,Djessy Basimba,Centre-Back,"May 14, 1995 ",28,France,Montreuil,,"1,87"
,Valentin Gouelibo,Centre-Back,"Jul 13, 1995 ",28,France,Chatenay Malabry,,"1,82"
,Justin Gru,Centre-Back,"Jan 3, 1995 ",29,France,Rennes,DM,"1,80"
,Mathurin Sakho,Centre-Back,"Mar 10, 1995 ",28,France,Amiens,,"1,86"
,Samuel Molina,Centre-Back,"Sep 11, 1995 ",28,France,Avignon,,
,Louis Bury,Centre-Back,"Jul 10, 1995 ",28,France,Pau,,"1,84"
,Mohamed Sissoko,Centre-Back,"Jun 18, 1995 ",28,France,Montmorency,,"1,87"
31,Axel Herder,Centre-Back,"Dec 5, 1995 ",28,France,Lille,,"1,83"
24,Alexandre Lavenant,Centre-Back,"Mar 24, 1995 ",28,France,Pontivy,,"1,84"
,Kévin Lekpa,Centre-Back,"Aug 13, 1995 ",28,France,Montreuil,,
,Arthur Hauvuy,Centre-Back,"Aug 19, 1995 ",28,France,Fontenay-le-Comte,,"1,83"
,Quentin Gau,Centre-Back,"Apr 10, 1995 ",28,France,Castres,,"1,84"
,Frédéric Dewez,Centre-Back,"Jul 3, 1995 ",28,France,Guînes,,
,Kévin Franc,Centre-Back,"Mar 6, 1995 ",28,France,Rouen,,"1,83"
,Grégory Lores,Centre-Back,"Jul 27, 1995 ",28,France,Avignon,,"1,81"
,Younes Denai,Centre-Back,"Nov 13, 1995 ",28,France,Fréjus,,
,Hassen Masmoudi,Centre-Back,"Feb 7, 1995 ",29,France,Trembaly En France,DM   RB,"1,90"
,Pierre Laborde,Centre-Back,"Jul 11, 1995 ",28,France,Pau,,"1,80"
,Fatih Sultan Seremet,Centre-Back,"Feb 19, 1995 ",29,France,Avignon,,
,Karamba Tourè,Centre-Back,"Jul 22, 1995 ",28,France,Annemasse,RB,"1,88"
,Farid Goutel,Centre-Back,"Aug 21, 1995 ",28,France,,DM   CM,"1,91"
25,Victor Profit,Centre-Back,"Jun 2, 1995 ",28,France,Grenoble,,"1,87"
4,Bilel Agueni,Centre-Back,"Jan 4, 1995 ",29,France,Istres,DM,"1,86"
,Arnaud Fezui,Centre-Back,"Jan 2, 1995 ",29,France,Nemours,,"1,72"
,Guillaume Campos,Centre-Back,"Jan 7, 1995 ",29,France,Montpellier,,
,Stéphane Sparagna,Centre-Back,"Feb 17, 1995 ",29,France,Marseille,DM,"1,87"
,Sylvain Coco,Centre-Back,"Oct 21, 1995 ",28,France,Coulommiers,DM,"1,88"
5,Christian Kipré,Centre-Back,"Mar 9, 1995 ",28,France,Rosny-sous-Bois,LB,"1,85"
,Maxime Cunin,Centre-Back,"Mar 1, 1995 ",29,France,Besançon,,"1,82"
,Romaric N'Gouma,Centre-Back,"Jan 28, 1995 ",29,France,Lyon,,"1,86"
,Romain Courtin,Centre-Back,"Apr 5, 1995 ",28,France,Soisy-sous-Montmorency,,
,Gaël Andonian,Centre-Back,"Feb 7, 1995 ",29,France,Marseille,LB   RB,"1,85"
23,Thibaut Cillard,Centre-Back,"Dec 23, 1995 ",28,France,Rennes,,"1,86"
,Azzedine Azzioui,Centre-Back,"Aug 12, 1995 ",28,France,Bastia,,"1,81"
,Jordan Machado,Centre-Back,"Jan 28, 1995 ",29,France,Montpellier,DM,"1,84"
4,Maxime Borges,Centre-Back,"Jul 20, 1995 ",28,France,Nice,RB,"1,88"
,Junior Assoumou,Centre-Back,"Jul 22, 1995 ",28,France,Le Mans,LB,"1,91"
,Maecky Lubrano,Centre-Back,"Jan 16, 1995 ",29,France,Castres,,"1,75"
,Brian Landini,Centre-Back,"Jan 1, 1995 ",29,France,Meudon,,"1,80"
,Yannis Cartier-Millon,Centre-Back,"Jan 28, 1995 ",29,France,Grenoble,,"1,85"
,Maxime Konate,Centre-Back,"Mar 7, 1995 ",28,France,Toulouse,RB,"1,73"
4,Grégoire Amiot,Centre-Back,"May 10, 1995 ",28,France,Cholet,,"1,87"
28,Benjamin Pavard,Centre-Back,"Mar 28, 1996 ",27,France,Maubeuge,RB,"1,86"
19,Moussa Niakhaté,Centre-Back,"Mar 8, 1996 ",27,France,Roubaix,LB,"1,90"
4,Mouctar Diakhaby,Centre-Back,"Dec 19, 1996 ",27,France,Vendôme,DM,"1,92"
27,Ibrahim Cissé,Centre-Back,"May 2, 1996 ",27,France,Paris,LB   RB,"1,85"
5,Joyskim Dawa,Centre-Back,"Apr 9, 1996 ",27,France,Colombes,RB,"1,94"
6,Dumè Guidi,Centre-Back,"Feb 6, 1996 ",28,France,Porto-Vecchio,,"1,77"
19,Gabriel Mutombo,Centre-Back,"Jan 19, 1996 ",28,France,Villeurbanne,LB,"1,91"
,Lucas Toussaint,Centre-Back,"Mar 29, 1996 ",27,France,Metz,DM,"1,85"
8,Soufiane Dramé,Centre-Back,"Feb 27, 1996 ",28,France,,DM   CM,"1,90"
25,Vincent Felder,Centre-Back,"Apr 9, 1996 ",27,France,,DM,"1,80"
3,Boris Nana Tonzi,Centre-Back,"Mar 9, 1996 ",27,France,Nantes,,"1,85"
,Mohamed Zeggaï,Centre-Back,"Mar 11, 1996 ",27,France,Lens,DM,
,Julien Terrier,Centre-Back,"Sep 24, 1996 ",27,France,Brive-la-Gaillarde,,"1,86"
24,Robin Le Normand,Centre-Back,"Nov 11, 1996 ",27,France,Pabu,,"1,87"
22,Abdou Diallo,Centre-Back,"May 4, 1996 ",27,France,Tours,LB   DM,"1,86"
4,Cédric Kipré,Centre-Back,"Dec 9, 1996 ",27,France,Paris,RB,"1,93"
21,Dylan Batubinsika,Centre-Back,"Feb 15, 1996 ",28,France,Cergy-Pontoise,,"1,85"
6,François Lajugie,Centre-Back,"Jan 31, 1996 ",28,France,Bordeaux,RB   DM,"1,90"
27,Baptiste Guyot,Centre-Back,"May 8, 1996 ",27,France,Chambray-lès-Tours,RB   DM,"1,85"
6,Lassana Diakhaby,Centre-Back,"Jan 1, 1996 ",28,France,Paris,LB,"1,86"
4,Ahmed Soilihi,Centre-Back,"Jul 1, 1996 ",27,France,Istres,RB,"1,85"
,Marouane Sahraoui,Centre-Back,"Jan 9, 1996 ",28,France,Marseille,DM   LB,"1,85"
,Dylan Mboumbouni,Centre-Back,"Feb 20, 1996 ",28,France,Lyon,DM   RB,"1,82"
,Nicolas Payot,Centre-Back,"Jul 11, 1996 ",27,France,Royan,,
,Samuel Asare Bediako,Centre-Back,"Mar 11, 1996 ",27,France,Paris,LB,"1,92"
,Pepe Dylan,Centre-Back,"Jan 1, 1996 ",28,France,,LB,
,Tanguy Fages,Centre-Back,"Jan 3, 1996 ",28,France,Montpellier,,"1,79"
,Téo Couturier,Centre-Back,"May 7, 1996 ",27,France,Viriat,LB,"1,81"
4,Florian Terrier,Centre-Back,"Jan 5, 1996 ",28,France,Armentières,DM,"1,87"
,Hakim Ben Mansour,Centre-Back,"Feb 4, 1996 ",28,France,Nîmes,DM,"1,80"
3,Dollard Wandji,Centre-Back,"Sep 15, 1996 ",27,France,Saint-Herblain,,"1,86"
,Steven Crolet,Centre-Back,"Jan 5, 1996 ",28,France,Lons-le-Saunier,DM,"1,83"
,Baptiste Fournier,Centre-Back,"Mar 24, 1996 ",27,France,Guingamp,,"1,80"
,Brice Héréson,Centre-Back,"Jul 9, 1996 ",27,France,Seclin,LB   RB,"1,86"
,Frédéric Mauger,Centre-Back,"Dec 20, 1996 ",27,France,Paris,LB   DM,"1,85"
4,Corentin Baudry,Centre-Back,"May 25, 1996 ",27,France,Mulhouse,DM,"1,87"
10,Hugo Jacquemin,Centre-Back,"Aug 18, 1996 ",27,France,Créteil,LB,"1,73"
28,Rodrigue Nanitelamio,Centre-Back,"Feb 15, 1996 ",28,France,Montmorency,,"1,95"
,Karamba Sylla,Centre-Back,"Dec 25, 1996 ",27,France,Laval,,
,Aaron Leganase,Centre-Back,"Aug 15, 1996 ",27,France,Tourcoing,,
,Larbi Mekhnen,Centre-Back,"Mar 18, 1996 ",27,France,Argenteuil,LB,
,Allan Baillieux,Centre-Back,"Oct 22, 1996 ",27,France,Saint-Martin-Boulogne,,"1,86"
,Nicolas Medori,Centre-Back,"Jun 11, 1996 ",27,France,Bastia,,"1,81"
,Kentin Olive,Centre-Back,"Jan 26, 1996 ",28,France,Saint-Germain-en-Laye,DM   CM,"1,86"
23,Walid Touil,Centre-Back,"Jul 23, 1996 ",27,France,Hyères,,
,Jordan Blaise,Centre-Back,"Jan 9, 1996 ",28,France,Vitry-sur-Seine,,"1,91"
27,Maxime Aguad,Centre-Back,"May 16, 1996 ",27,France,,LB,"1,86"
5,Dylan Maga,Centre-Back,"Sep 17, 1996 ",27,France,Nanterre,,"1,96"
,Kévin Kouang,Centre-Back,"Feb 17, 1996 ",28,France,Paris,DM,"1,87"
93,Thomas Parada,Centre-Back,"Apr 16, 1996 ",27,France,Paris,LB   DM,"1,92"
,Ismaël Ouattara,Centre-Back,"Apr 19, 1996 ",27,France,Senlis,DM   RB,"1,82"
,Salimou Touré,Centre-Back,"Apr 6, 1996 ",27,France,Saint-Nazaire,DM   CM,"1,99"
,Yann M'Vita,Centre-Back,"May 11, 1996 ",27,France,Les Ulis,,"1,96"
,Nicolas Schwartz,Centre-Back,"Apr 29, 1996 ",27,France,Sarreguemines,,
,Hugo Robert,Centre-Back,"Jun 1, 1996 ",27,France,Lens,LB,"1,85"
,Kevin Anoh,Centre-Back,"Feb 17, 1996 ",28,France,Saint-Denis,RB   LB,"1,80"
,Cécé Pepe,Centre-Back,"Nov 9, 1996 ",27,France,Clichy La Garenne,,"1,81"
,George Brady,Centre-Back,"Dec 29, 1996 ",27,France,Gassin,,"1,93"
25,Clément Cabaton,Centre-Back,"Jun 6, 1996 ",27,France,Firminy,,"1,89"
17,Aboubacar Magnora,Centre-Back,"May 12, 1996 ",27,France,Paris,RB,"1,88"
,Damien Guével,Centre-Back,"Jun 27, 1996 ",27,France,Carhaix-Plouguer,,"1,86"
,Anthony Monin,Centre-Back,"May 3, 1996 ",27,France,Besancon,,"1,88"
,Sami Larabi,Centre-Back,"Apr 13, 1996 ",27,France,Toulouse,,"1,84"
,Youcef Bouamrane,Centre-Back,"Apr 22, 1996 ",27,France,,RB,"1,86"
18,Hervé Pepe,Centre-Back,"Apr 8, 1996 ",27,France,Saint-Etienne,DM,"1,84"
31,Issa Diop,Centre-Back,"Jan 9, 1997 ",27,France,Toulouse,,"1,94"
2,Harold Moukoudi,Centre-Back,"Nov 27, 1997 ",26,France,Bondy,,"1,91"
2,Jean-Kévin Duverne,Centre-Back,"Jul 12, 1997 ",26,France,Paris,LB   RB,"1,86"
19,Yoan Severin,Centre-Back,"Jan 24, 1997 ",27,France,Villeurbanne,LB,"1,86"
19,Léo Pétrot,Centre-Back,"Apr 15, 1997 ",26,France,Firminy,LB,"1,88"
24,Léandro Morante,Centre-Back,"Apr 18, 1997 ",26,France,Montpellier,DM,"1,94"
21,Yohan Roche,Centre-Back,"Jul 7, 1997 ",26,France,Lyon,,"1,88"
12,Tarek Aggoun,Centre-Back,"Oct 27, 1997 ",26,France,Troyes,DM,"1,89"
,Joris Gnagnon,Centre-Back,"Jan 13, 1997 ",27,France,Bondy,,"1,82"
17,Maxence Carlier,Centre-Back,"Mar 15, 1997 ",26,France,Lens,RB,"1,86"
91,Ryan Bidounga,Centre-Back,"Apr 29, 1997 ",26,France,Rambouillet,RB,"1,86"
4,Malick Lopy,Centre-Back,"May 21, 1997 ",26,France,Evreux,,"1,88"
5,Lamine Ba,Centre-Back,"Aug 24, 1997 ",26,France,Villepinte,,"1,89"
5,Gerzino Nyamsi,Centre-Back,"Jan 22, 1997 ",27,France,Saint-Brieuc,,"1,94"
5,Ismaël Kandouss,Centre-Back,"Nov 12, 1997 ",26,France,Lille,,"1,92"
25,Julien Le Cardinal,Centre-Back,"Aug 3, 1997 ",26,France,Saint-Brieuc,RB,"1,84"
3,Maxime Leverbe,Centre-Back,"Feb 15, 1997 ",27,France,Villepinte,,"1,88"
12,Julien Célestine,Centre-Back,"Jul 24, 1997 ",26,France,Paris,,"1,91"
4,Bryan Passi,Centre-Back,"Aug 5, 1997 ",26,France,Marseille,DM,"1,89"
5,Harold Voyer,Centre-Back,"Mar 26, 1997 ",26,France,Saint-Germain-en-Laye,LB,"1,86"
23,Rayan Kadima,Centre-Back,"Dec 15, 1997 ",26,France,Ermont,DM,"1,87"
,Abdeldjalil Medioub,Centre-Back,"Aug 28, 1997 ",26,France,Marseille,,"1,97"
5,Waly Diouf,Centre-Back,"May 5, 1997 ",26,France,Neuilly-sur-Seine,DM,"1,92"
22,Robin Lapert,Centre-Back,"Nov 29, 1997 ",26,France,Le Havre,,"1,85"
72,Rayan Senhadji,Centre-Back,"Jun 13, 1997 ",26,France,Lyon,,"1,90"
5,Marc Laurent,Centre-Back,"Dec 5, 1997 ",26,France,Épinal,DM,"1,87"
5,Gino Bernardini,Centre-Back,"Oct 21, 1997 ",26,France,Saint-Etienne,DM,"1,90"
4,Franck Momo,Centre-Back,"Jan 16, 1997 ",27,France,Paris,RB,
5,Nelson Digbeu,Centre-Back,"Sep 20, 1997 ",26,France,,CM,"1,95"
,Ayachi Missaoui,Centre-Back,"Apr 2, 1997 ",26,France,,LB,"1,85"
17,Brahima Magassa,Centre-Back,"Apr 17, 1997 ",26,France,Noisy-le-Sec,DM,"1,92"
40,Luc Zango,Centre-Back,"Nov 12, 1997 ",26,France,Strasbourg,LB,"1,93"
,Fábio Delgado,Centre-Back,"Jan 9, 1997 ",27,France,,,"1,79"
37,Abdoul-Aziz Gueye,Centre-Back,"Nov 12, 1997 ",26,France,L'Isle-d'Espagnac,DM   RB,"1,96"
,Dylan Grilo,Centre-Back,"Apr 9, 1997 ",26,France,Argenteuil,,"1,88"
,Faouzi Benabbas,Centre-Back,"Dec 5, 1997 ",26,France,Marseille,,"1,91"
,Demba Sidibé,Centre-Back,"May 13, 1997 ",26,France,,,"2,03"
4,Dembo Gassama,Centre-Back,"Nov 16, 1997 ",26,France,Bordeaux,DM,"1,79"
5,Kassim M'Dahoma,Centre-Back,"Jan 26, 1997 ",27,France,Marseille,RB,"1,90"
,Louis Démoléon,Centre-Back,"Apr 16, 1997 ",26,France,Paris,RB,"1,91"
,Yannis Lamgahez,Centre-Back,"Mar 11, 1997 ",26,France,Nîmes,,"1,89"
,Thibaud Salva,Centre-Back,"Apr 28, 1997 ",26,France,Bastia,,
,Dylan Eliacin,Centre-Back,"Apr 11, 1997 ",26,France,,DM,"1,92"
,William Tsobgni Dongmo,Centre-Back,"Sep 2, 1997 ",26,France,Marseille,,
,Gaylor Mayet,Centre-Back,"Jan 10, 1997 ",27,France,Fourmies,,
,Arthur Mézange,Centre-Back,"Nov 10, 1997 ",26,France,Maen Roch,,
,Mike Arnau,Centre-Back,"Apr 26, 1997 ",26,France,Nice,,"1,85"
,Louis Zietek,Centre-Back,"May 26, 1997 ",26,France,Talence,,"1,90"
,Quentin Kaleba,Centre-Back,"Sep 3, 1997 ",26,France,Lyon,RB   DM,"1,83"
,Benjamin Tison,Centre-Back,"Jun 3, 1997 ",26,France,Rennes,,"1,83"
10,Halim Meddour,Centre-Back,"Feb 11, 1997 ",27,France,Hayange,,"1,84"
,Gaël Ebongue,Centre-Back,"Aug 28, 1997 ",26,France,,DM,
97,Alexis Calant,Centre-Back,"Feb 17, 1997 ",27,France,Seclin,RB,"1,85"
25,Amadou Seydi,Centre-Back,"Nov 12, 1997 ",26,France,Colomiers,RB,"1,84"
,Achille Robin,Centre-Back,"May 20, 1997 ",26,France,Les Sables d'Olonne,CM,"1,88"
,Kyllan Ramé,Centre-Back,"Jul 25, 1997 ",26,France,Bordeaux,CM   DM,"1,79"
20,Nathanaël Dieng,Centre-Back,"Apr 13, 1997 ",26,France,Grenoble,DM,"1,81"
,Jean-Felix Somay,Centre-Back,"May 22, 1997 ",26,France,Paris,LB,"1,80"
,Dylan Fontani,Centre-Back,"Feb 13, 1997 ",27,France,La Seyne-sur-Mer,,"1,92"
25,Tom Perracino,Centre-Back,"Jun 21, 1997 ",26,France,Thonon-les-Bains,RB   LB,"1,75"
4,Andrea Marques,Centre-Back,"Apr 18, 1997 ",26,France,Beauvais,DM,"1,91"
,Adams Barry,Centre-Back,"Aug 1, 1997 ",26,France,Roissy-en-Brie,,"1,87"
,Corentin Jacob,Centre-Back,"Jan 7, 1997 ",27,France,Brest,DM,"1,88"
,Mathieu Gonçalves,Centre-Back,"Mar 3, 1997 ",26,France,Saint-Étienne,,"1,77"
20,Yahya Nadrani,Centre-Back,"Jan 14, 1997 ",27,France,Saint-Etienne,,"1,83"
,Naïmi Akroun,Centre-Back,"Jun 11, 1997 ",26,France,Alès,,"1,84"
,Alexis Peyrelade,Centre-Back,"Apr 16, 1997 ",26,France,Le Mans,RB   LB,"1,79"
5,Anthony Civet,Centre-Back,"Apr 1, 1997 ",26,France,Clermont-Ferrand,,"1,90"
3,Mara Wagué,Centre-Back,"Mar 18, 1997 ",26,France,Villepinte,,"1,95"
,Martin N'Gimbi,Centre-Back,"Mar 4, 1997 ",26,France,,CM   DM,"1,90"
20,Julien Mouillon,Centre-Back,"Mar 13, 1997 ",26,France,Saint-Raphaël,DM,"1,85"
,Loïc Ntambwe,Centre-Back,"Jan 12, 1997 ",27,France,Bondy,DM,"1,89"
4,Alexandre Roselli,Centre-Back,"Mar 17, 1997 ",26,France,Décines-Charpieu,,"1,82"
,Safwan Mbaé,Centre-Back,"Apr 20, 1997 ",26,France,Paris,DM,"1,83"
,Valentin Wojtkowiak,Centre-Back,"Jun 14, 1997 ",26,France,Roubaix,,"1,84"
23,Jules Koundé,Centre-Back,"Nov 12, 1998 ",25,France,Paris,RB,"1,80"
2,Axel Disasi,Centre-Back,"Mar 11, 1998 ",25,France,Gonesse,RB,"1,90"
5,Lucas Perrin,Centre-Back,"Nov 19, 1998 ",25,France,Marseille,,"1,88"
6,Maxime Bernauer,Centre-Back,"Jul 1, 1998 ",25,France,Hennebont,RB   DM,"1,86"
14,Bradley Danger,Centre-Back,"Jan 29, 1998 ",26,France,Mont-Saint-Aignan,DM   CM,"1,82"
5,Noé Sow,Centre-Back,"Dec 18, 1998 ",25,France,Quimperlé,RB   DM,"1,91"
69,Seydine N'Diaye,Centre-Back,"Apr 23, 1998 ",25,France,,DM,"2,05"
20,Glen Matondo,Centre-Back,"Feb 27, 1998 ",26,France,Saint-Denis,DM,"1,86"
28,Jules Sylvestre-Brac,Centre-Back,"Aug 18, 1998 ",25,France,Annecy,RB,"1,89"
27,Vincent Peugnet,Centre-Back,"Feb 5, 1998 ",26,France,Metz,,"1,84"
