Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
,Jean-François Christophe,Defensive Midfield,"Jun 27, 1987 ",36,['France'],France,Creil,"1,85",-,
,Jonathan Pérez,Defensive Midfield,"Jun 18, 1987 ",36,['France'],France,Clamart,"1,82",-,
,Vincent Scotté,Defensive Midfield,"Jul 16, 1987 ",36,['France'],France,Vincennes,"1,80",-,CM
18.0,Clément Chantôme,Defensive Midfield,"Sep 11, 1987 ",36,['France'],France,Sens,"1,80",-,CM
,Romain Beynié,Defensive Midfield,"May 6, 1987 ",36,['France'],France,Lyon,"1,75",-,CM
,Pierre Ducasse,Defensive Midfield,"May 7, 1987 ",36,['France'],France,Bordeaux,"1,78",-,CM
6.0,Étienne Capoue,Defensive Midfield,"Jul 11, 1988 ",35,"['France', 'Guadeloupe']",France,Niort,"1,89",€2.00m,CB   CM
25.0,Johan Gastien,Defensive Midfield,"Jan 25, 1988 ",36,['France'],France,Niort,"1,79",€600k,CM
26.0,Lucas Deaux,Defensive Midfield,"Dec 26, 1988 ",35,['France'],France,Reims,"1,88",€250k,CM   CB
17.0,Daniel Hérelle,Defensive Midfield,"Oct 17, 1988 ",35,"['Martinique', 'France']",France,Nice,"1,75",€25k,CM   RM
,Anthony Dos Santos,Defensive Midfield,"Nov 18, 1988 ",35,['France'],France,Bayonne,"1,73",-,
,Benoit Mercier,Defensive Midfield,"Jul 9, 1988 ",35,['France'],France,Besançon,,-,
,Stephane Ngamvoulou,Defensive Midfield,"Oct 26, 1988 ",35,"['France', 'Congo']",France,Noisy-le-Grand,"1,88",-,LM   LB
,Elyes Seddiki,Defensive Midfield,"Sep 27, 1988 ",35,"['Algeria', 'Morocco']",France,,"1,82",-,CM
,Paul Andrieu,Defensive Midfield,"May 12, 1988 ",35,['France'],France,Aurillac,"1,91",-,
11.0,Karim El Hany,Defensive Midfield,"Jan 12, 1988 ",36,"['Morocco', 'France']",France,Sartène,"1,70",-,CM   AM
6.0,Florent Gache,Defensive Midfield,"Apr 11, 1988 ",35,['France'],France,Guilherand-Granges,"1,80",-,RM   LM
,Jérémy Drouglazet,Defensive Midfield,"Jan 10, 1988 ",36,['France'],France,Vannes,"1,79",-,
,Jérémy Huysman,Defensive Midfield,"Nov 8, 1988 ",35,['France'],France,Malo-les-Bains,"1,88",-,
37.0,Steven Nzonzi,Defensive Midfield,"Dec 15, 1988 ",35,"['France', 'DR Congo']",France,Colombes,"1,96",€1.40m,CM
5.0,Ahmed Kashi,Defensive Midfield,"Nov 18, 1988 ",35,"['Algeria', 'France']",France,Aubervilliers,"1,77",€250k,CM
20.0,Mickael Garos,Defensive Midfield,"May 10, 1988 ",35,['France'],France,Rouen,"1,81",€50k,CB   CM
,Olivier Sborgni,Defensive Midfield,"Jan 27, 1988 ",36,['France'],France,Nice,"1,86",-,
17.0,Nicolas Medjian,Defensive Midfield,"Oct 23, 1988 ",35,"['France', 'Armenia']",France,Cannes,"1,70",-,CM   RM
,Gaëtan Maison,Defensive Midfield,N/A ,35,[],France,,,-,AM
,Christophe Autret,Defensive Midfield,"Jun 25, 1988 ",35,['France'],France,Brest,"1,79",-,RM   RW
,Romain Dupuis,Defensive Midfield,"Jan 14, 1988 ",36,['France'],France,Sedan,"1,82",-,CM
,Michael De Freitas,Defensive Midfield,"Jul 14, 1988 ",35,['France'],France,Mende,"1,76",-,
,Steven Coat,Defensive Midfield,"Jan 28, 1988 ",36,['France'],France,Brest,"1,78",-,
,Valentin Capelli,Defensive Midfield,"Jan 31, 1988 ",36,['France'],France,Bourg de Péage,"1,79",-,
,Gilles Lesage,Defensive Midfield,"Oct 1, 1988 ",35,['France'],France,Saint-Pol-sur-Mer,"1,88",-,CB
,Arnaud Berthaut,Defensive Midfield,"Jul 16, 1988 ",35,['France'],France,Issy-les-Moulineaux,"1,75",-,CM
,Manfred Ekwe Ebele,Defensive Midfield,"Sep 30, 1988 ",35,"['France', 'Cameroon']",France,Marseille,"1,72",-,RB   LB
,Stanislas Oliveira,Defensive Midfield,"Mar 27, 1988 ",35,"['Portugal', 'France']",France,Mont-Saint-Aignan,"1,82",-,CM
15.0,Jimmy Nirlo,Defensive Midfield,"Aug 23, 1988 ",35,"['France', 'Réunion']",France,Oyonnax,"1,84",-,CB
,Damien Plessis,Defensive Midfield,"Mar 5, 1988 ",35,"['France', 'Réunion']",France,Neuville-aux-Bois,"1,93",-,CB   CM
,Granddi N'Goyi,Defensive Midfield,"May 17, 1988 ",35,"['DR Congo', 'France']",France,Melun,"1,86",-,CB   CM
,William Vainqueur,Defensive Midfield,"Nov 19, 1988 ",35,"['France', 'Haiti']",France,Neuilly-sur-Marne,"1,79",-,CM
,Azrack Mahamat,Defensive Midfield,"Mar 24, 1988 ",35,"['Chad', 'France']",France,Créteil,"1,81",-,CB
,Jean-François Grimaldi,Defensive Midfield,"Jul 14, 1988 ",35,['France'],France,Bastia,"1,81",-,CM
,Prince Oniangué,Defensive Midfield,"Nov 4, 1988 ",35,"['Congo', 'France']",France,Paris,"1,88",-,CM   CB
,Brice Ducarre,Defensive Midfield,"Apr 5, 1988 ",35,['France'],France,Lyon,"1,80",-,
,Quentin Othon,Defensive Midfield,"Mar 27, 1988 ",35,"['France', 'Martinique']",France,Montreuil-sous-Bois,"1,62",-,LB
,Youssef Sekour,Defensive Midfield,"Feb 27, 1988 ",36,"['Morocco', 'France']",France,Istres,"1,88",-,CM   AM
,Malaury Martin,Defensive Midfield,"Aug 25, 1988 ",35,['France'],France,Nice,"1,80",-,CM   AM
12.0,Maxime Gonalons,Defensive Midfield,"Mar 10, 1989 ",34,['France'],France,Vénissieux,"1,87",€800k,CM   CB
8.0,Sofiane Feghouli,Defensive Midfield,"Dec 26, 1989 ",34,"['Algeria', 'France']",France,Levallois-Perret,"1,77",€450k,RW   AM
27.0,Jordan Adéoti,Defensive Midfield,"Mar 12, 1989 ",34,"['Benin', 'France']",France,L'Union,"1,83",€200k,CB   CM
31.0,Kevin Vandendriessche,Defensive Midfield,"Aug 7, 1989 ",34,['France'],France,Lesquin,"1,83",€150k,CM   CB
6.0,Loïc Dufau,Defensive Midfield,"Mar 15, 1989 ",34,['France'],France,Marseille,"1,78",€100k,CM   AM
4.0,Anthony Taugourdeau,Defensive Midfield,"Jun 3, 1989 ",34,['France'],France,Marsiglia,"1,82",€75k,CM   LM
17.0,Jean-Bastien Klimczak,Defensive Midfield,"Nov 6, 1989 ",34,"['Saint-Martin', 'France']",France,Villeurbanne,"1,87",-,
32.0,Tony Akli,Defensive Midfield,"Nov 14, 1989 ",34,"['France', 'Algeria']",France,Roubaix,"1,80",-,CB
,Jean Deledeuil,Defensive Midfield,"Mar 11, 1989 ",34,['France'],France,Bois-Bernard,"1,87",-,
,Jonathan Djidonou,Defensive Midfield,"Nov 9, 1989 ",34,"['Benin', 'France']",France,Dormont,"1,85",-,CM   CB
,Yann Laresche,Defensive Midfield,"Jul 3, 1989 ",34,['France'],France,Pontarlier,,-,
,Djibi Banor,Defensive Midfield,"Nov 28, 1989 ",34,"['France', 'Senegal']",France,Mantes-la-Jolie,"1,84",-,CM
,Farid Boughidah,Defensive Midfield,"Feb 3, 1989 ",35,"['Algeria', 'France']",France,Lormont,"1,80",-,
14.0,Morgan Schneiderlin,Defensive Midfield,"Nov 8, 1989 ",34,['France'],France,Strasbourg,"1,86",€600k,CM
6.0,Paul Lasne,Defensive Midfield,"Jan 16, 1989 ",35,['France'],France,Saint-Cloud,"1,86",€250k,RM   LM
,Tongo Doumbia,Defensive Midfield,"Aug 6, 1989 ",34,"['Mali', 'France']",France,Vernon,"1,91",€200k,CM
,Raoul Loé,Defensive Midfield,"Jan 31, 1989 ",35,"['Cameroon', 'France']",France,Courbevoie,"1,92",€100k,CM
25.0,Kevin Nakache,Defensive Midfield,"Apr 5, 1989 ",34,['France'],France,Cannes,"1,91",€75k,CM   LM
,Yannick Armoudon,Defensive Midfield,"Jun 27, 1989 ",34,['France'],France,Paris,"1,86",-,
,Geoffrey Cabaye,Defensive Midfield,"Dec 11, 1989 ",34,"['France', 'Vietnam']",France,Tourcoing,,-,
,Kévin Mutombo,Defensive Midfield,"Aug 7, 1989 ",34,['France'],France,Bordeaux,"1,92",-,
,Maxence Terrier,Defensive Midfield,"Sep 19, 1989 ",34,['France'],France,Armentières,"1,92",-,CB
7.0,Mohamed Fall,Defensive Midfield,"Jul 17, 1989 ",34,"['France', 'Senegal']",France,Saint-Quentin,"1,84",-,CB
,Brice Ventrice,Defensive Midfield,"Oct 3, 1989 ",34,"['France', 'Réunion']",France,Toulouse,"1,81",-,
,Melvyn Vieira,Defensive Midfield,"Feb 10, 1989 ",35,"['France', 'Portugal']",France,Nemours,"1,77",-,
,Elohim Rolland,Defensive Midfield,"Mar 3, 1989 ",35,"['France', 'Algeria']",France,Chamonix,"1,84",-,CM   AM
4.0,Nigel Atangana,Defensive Midfield,"Sep 9, 1989 ",34,"['France', 'Cameroon']",France,Corbeil-Essonnes,"1,87",-,CM
,Ibréhima Coulibaly,Defensive Midfield,"Jul 30, 1989 ",34,"['Mauritania', 'France']",France,Créteil,"1,83",-,CM   CB
,Jonathan Cabale,Defensive Midfield,"Mar 13, 1989 ",34,['France'],France,Mont-de-Marsan,,-,
,Amaury Barritault,Defensive Midfield,"Mar 17, 1989 ",34,['France'],France,Poitiers,"1,79",-,RB
,Ludovic Saline,Defensive Midfield,"Mar 23, 1989 ",34,['France'],France,Saint-Denis,"1,79",-,
,Guillaume Frau,Defensive Midfield,"Jul 24, 1989 ",34,['France'],France,Essey-lès-Nancy,"1,70",-,
,Umit Berber,Defensive Midfield,"Mar 23, 1989 ",34,"['France', 'Türkiye']",France,Cherbourg,"1,75",-,
,Loïc Poujol,Defensive Midfield,"Feb 27, 1989 ",35,['France'],France,Rodez,"1,87",-,CB
,Yvan Kibundu,Defensive Midfield,"Mar 26, 1989 ",34,"['France', 'DR Congo']",France,Melun,"1,77",-,
,Adam Shaïek,Defensive Midfield,"Apr 6, 1989 ",34,"['France', 'Tunisia']",France,Champigny-sur-Marne,"1,64",-,CM
6.0,Geoffrey Ghesquière,Defensive Midfield,"Dec 6, 1989 ",34,"['Belgium', 'France']",France,Roncq,"1,80",-,CM
,Distel Zola,Defensive Midfield,"Feb 5, 1989 ",35,"['DR Congo', 'France']",France,Paris,"1,83",-,CM
,Julien Schoppen,Defensive Midfield,N/A ,34,['France'],France,,"1,75",-,
,Elias M'Baye,Defensive Midfield,"Jul 27, 1989 ",34,"['France', 'Senegal']",France,Lyon,,-,
,Marvin Gueheo,Defensive Midfield,"Jan 6, 1989 ",35,['France'],France,Alfortville,"1,81",-,RB
,Tristan Boubaya,Defensive Midfield,"Oct 2, 1989 ",34,"['France', 'Algeria']",France,Léhon,"1,88",-,CB
,Sylvestre Guyonnet,Defensive Midfield,"Oct 29, 1989 ",34,['France'],France,Caen,"1,77",-,CM
,Samba Diakité,Defensive Midfield,"Jan 24, 1989 ",35,"['Mali', 'France']",France,Montfermeil,"1,86",-,CM
,Nestor Kodjia,Defensive Midfield,"Jun 11, 1989 ",34,"[""Cote d'Ivoire"", 'France']",France,Aubervilliers,"1,82",-,CM   AM
,Massiré Kanté,Defensive Midfield,"Mar 31, 1989 ",34,"['France', 'Mali']",France,Courbevoie,"1,96",-,CB   CM
,Jérémy Cretin,Defensive Midfield,"Feb 8, 1989 ",35,['France'],France,Beaune,"1,81",-,
,Anthony Buon,Defensive Midfield,"Feb 11, 1989 ",35,['France'],France,Sartrouville,"1,65",-,
,Grégory Sertic,Defensive Midfield,"Aug 5, 1989 ",34,"['France', 'Croatia']",France,Brétigny-sur-Orge,"1,83",-,CM   CB
,Guimba Macalou,Defensive Midfield,"Aug 4, 1989 ",34,"['France', 'Mali']",France,Montreuil,"1,68",-,
,David Louhoungou,Defensive Midfield,"Feb 28, 1989 ",35,"['Congo', 'France']",France,Paris,"1,85",-,CB
21.0,Benjamin André,Defensive Midfield,"Aug 3, 1990 ",33,['France'],France,Nice,"1,80",€8.00m,CM   RM
28.0,Jonas Martin,Defensive Midfield,"Apr 9, 1990 ",33,['France'],France,Besançon,"1,84",€1.20m,CM   AM
26.0,Benjamin Stambouli,Defensive Midfield,"Aug 13, 1990 ",33,"['France', 'Algeria']",France,Marseille,"1,80",€800k,CB   CM
,Damien Le Tallec,Defensive Midfield,"Apr 19, 1990 ",33,"['France', 'Russia']",France,Poissy,"1,86",€500k,CB   CM
12.0,Karim Boudiaf,Defensive Midfield,"Sep 16, 1990 ",33,"['Qatar', 'Algeria']",France,Rueil-Malmaison,"1,87",€375k,CM   CB
6.0,Mustapha Benzia,Defensive Midfield,"Aug 16, 1990 ",33,"['France', 'Algeria']",France,Rouen,"1,83",€200k,CM
,Youssef Oulahri,Defensive Midfield,"May 31, 1990 ",33,['France'],France,Chenôve,,-,
5.0,Anthony Boucher,Defensive Midfield,"Nov 5, 1990 ",33,['France'],France,Saint-Quentin,"1,78",-,CB
18.0,Inza Diarrassouba,Defensive Midfield,"Aug 3, 1990 ",33,"['France', ""Cote d'Ivoire""]",France,Paris,"1,93",-,CB
,Baboye Traoré,Defensive Midfield,"Jan 25, 1990 ",34,"['France', 'Mali']",France,Paris,"1,85",-,CM
6.0,Quentin Guyon,Defensive Midfield,"Mar 22, 1990 ",33,['France'],France,Straßburg,"1,82",-,CB
,Damien Forestier,Defensive Midfield,"Mar 21, 1990 ",33,['France'],France,Beuvry,"1,87",-,CM   CB
,Kazim Dülger,Defensive Midfield,"Jul 31, 1990 ",33,"['Türkiye', 'France']",France,Schiltigheim,"1,69",-,AM   CF
22.0,Yann M'Vila,Defensive Midfield,"Jun 29, 1990 ",33,"['France', 'Congo']",France,Amiens,"1,83",€1.50m,CM   CB
23.0,Josuha Guilavogui,Defensive Midfield,"Sep 19, 1990 ",33,"['France', 'Guinea']",France,Toulon,"1,88",€1.00m,CM   CB
81.0,Alfred N'Diaye,Defensive Midfield,"Mar 6, 1990 ",33,"['Senegal', 'France']",France,Paris,"1,89",€600k,CB   CM
19.0,Fouad Bachirou,Defensive Midfield,"Apr 15, 1990 ",33,"['Comoros', 'France']",France,Valence,"1,69",€400k,CM
17.0,Vincent Pajot,Defensive Midfield,"Aug 19, 1990 ",33,['France'],France,Domont,"1,80",€350k,CM
,Baris Aydin,Defensive Midfield,"Jan 17, 1990 ",34,['Türkiye'],France,Luneville,,-,
,Mickaël Peyriguey,Defensive Midfield,"Nov 8, 1990 ",33,['France'],France,Nîmes,,-,
8.0,Youssef Sylla,Defensive Midfield,"Oct 17, 1990 ",33,"['France', 'Mali']",France,Saint-Quentin,"1,78",-,CM
,Issam Baouz,Defensive Midfield,"Nov 30, 1990 ",33,"['Algeria', 'France']",France,Paris,"1,85",-,AM
,Damien Fachan,Defensive Midfield,"Sep 30, 1990 ",33,['France'],France,Tarbes,"1,81",-,CB
,Godmer Mabouba,Defensive Midfield,"Sep 23, 1990 ",33,"['France', 'Congo']",France,Venissieux,"1,86",-,CB
,Pierre-François Sinapi,Defensive Midfield,"May 24, 1990 ",33,['France'],France,Ajaccio,"1,80",-,CM
,Jesse Armoo,Defensive Midfield,"Sep 3, 1990 ",33,['France'],France,Rennes,"1,92",-,CM   CB
,Jordan Massengo,Defensive Midfield,"Jan 31, 1990 ",34,"['Congo', 'France']",France,Saint-Mandé,"1,87",-,CB
,Baptiste Anziani,Defensive Midfield,"May 3, 1990 ",33,['France'],France,Toulon,"1,80",-,CM
,Simon Roda,Defensive Midfield,"Aug 5, 1990 ",33,['France'],France,Clermont-Ferrand,"1,81",-,
,Alexandre Guinot,Defensive Midfield,"Feb 26, 1990 ",34,['France'],France,Paris,,-,CM   RM
,Dimitry Caloin,Defensive Midfield,"May 8, 1990 ",33,"['Madagascar', 'France']",France,Limoges,"1,93",-,CB
,Kerim Bas,Defensive Midfield,"Jan 18, 1990 ",34,"['France', 'Türkiye']",France,Ploemeur,,-,CB
,Fabien Jarsalé,Defensive Midfield,"Aug 20, 1990 ",33,['France'],France,Vannes,"1,90",-,CB
,Mehdi Ouertani,Defensive Midfield,"Jun 17, 1990 ",33,"['Tunisia', 'France']",France,Marseille,"1,84",-,CM   AM
,Guillaume Insou,Defensive Midfield,"May 15, 1990 ",33,['France'],France,Nizza,"1,69",-,RB   LB
,Thomas Martin,Defensive Midfield,"Jan 20, 1990 ",34,['France'],France,Honfleur,"1,87",-,CM
,Arthur Heyninck,Defensive Midfield,"Feb 5, 1990 ",34,['France'],France,Carpentras,"1,72",-,CM
,Yacouba Sylla,Defensive Midfield,"Nov 29, 1990 ",33,"['Mali', 'France']",France,Étampes,"1,84",-,CM   CB
,Mamadou Danfa,Defensive Midfield,"Nov 30, 1990 ",33,"['France', 'Senegal']",France,Aubervillers,"1,88",-,CM   AM
,Alexi Peuget,Defensive Midfield,"Dec 18, 1990 ",33,['France'],France,Mulhouse,"1,87",-,CM
,Emmanuel Schianchi,Defensive Midfield,"Mar 23, 1990 ",33,['France'],France,Marseille,"1,75",-,
,Mathieu Demartin,Defensive Midfield,"Feb 5, 1990 ",34,['France'],France,Lesquin,"1,77",-,
,Sanaa Altama,Defensive Midfield,"Jul 23, 1990 ",33,"['Chad', 'France']",France,Lille,"1,84",-,CM
,Alassane N'Diaye,Defensive Midfield,"Feb 25, 1990 ",34,"['France', 'Senegal']",France,Audincourt,"1,95",-,CB
,Jonathan Parpeix,Defensive Midfield,"Mar 4, 1990 ",34,['France'],France,Nîmes,"1,80",-,CM   RB
,Marvin Rousseau,Defensive Midfield,"Feb 5, 1990 ",34,['France'],France,Trappes,"1,78",-,
,Abdoul Wahid Sissoko,Defensive Midfield,"Mar 20, 1990 ",33,"['Mali', 'France']",France,Troyes,"1,80",-,CM   CB
,Saïd Mehamha,Defensive Midfield,"Sep 4, 1990 ",33,"['Algeria', 'France']",France,Lyon,"1,70",-,
7.0,N'Golo Kanté,Defensive Midfield,"Mar 29, 1991 ",32,"['France', 'Mali']",France,Paris,"1,71",€10.00m,CM   AM
7.0,Thomas Monconduit,Defensive Midfield,"Feb 10, 1991 ",33,['France'],France,Drancy,"1,84",€500k,CM
,Yann Boé-Kane,Defensive Midfield,"Apr 5, 1991 ",32,"['France', 'Senegal']",France,Angoulême,"1,86",€300k,CM
8.0,Fabien Antunes,Defensive Midfield,"Nov 19, 1991 ",32,"['France', 'Portugal']",France,Paris,"1,83",€150k,LB   CB
6.0,Yann Songo'o,Defensive Midfield,"Nov 19, 1991 ",32,"['Cameroon', 'France']",France,Toulon,"1,84",€100k,CB
,Mounhim El Gourari,Defensive Midfield,N/A ,32,[],France,Metz,,-,CB   RB
,Hilal Bouguerra,Defensive Midfield,"Jan 5, 1991 ",33,"['France', 'Algeria']",France,Saint-Mandé,"1,82",-,CM
,Jason Ranneaud,Defensive Midfield,"May 13, 1991 ",32,['France'],France,Lyon,"1,85",-,CB   CM
,Pierre Dasse,Defensive Midfield,"Apr 23, 1991 ",32,"['France', ""Cote d'Ivoire""]",France,Paris,"1,76",-,RB
,Hakim Jebali,Defensive Midfield,"Feb 21, 1991 ",33,"['France', 'Tunisia']",France,Orléans,,-,CM   AM
,Adrien Ménager,Defensive Midfield,"Mar 10, 1991 ",32,['France'],France,Pithiviers,"1,81",-,CM
,Adifane Noussoura,Defensive Midfield,"Nov 30, 1991 ",32,"['Réunion', 'France']",France,Sada,"1,90",-,
,Jérémy Posteraro,Defensive Midfield,"Mar 7, 1991 ",32,"['France', 'Italy']",France,Perpignan,"1,81",-,CM
19.0,Francis Coquelin,Defensive Midfield,"May 13, 1991 ",32,"['France', 'Réunion']",France,Laval,"1,77",€2.00m,CM   RM
14.0,Cyril Mandouki,Defensive Midfield,"Aug 21, 1991 ",32,"['Martinique', 'France']",France,Paris,"1,80",€400k,CM   RB
23.0,Manuel Perez,Defensive Midfield,"May 11, 1991 ",32,['France'],France,Grenoble,"1,82",€200k,CM
93.0,Thierry Bin,Defensive Midfield,"Jun 1, 1991 ",32,"['Cambodia', 'France']",France,Villepinte,"1,78",€100k,CM   CB
,Jonathan Martinez,Defensive Midfield,"Aug 23, 1991 ",32,['France'],France,Montpellier,"1,77",-,
8.0,Patrick Tchoutang,Defensive Midfield,"Oct 5, 1991 ",32,"['France', 'Cameroon']",France,Rouen,,-,CM
,Salim Mahsas,Defensive Midfield,"Jun 18, 1991 ",32,"['Algeria', 'France']",France,Paris,"1,83",-,CB
,Axel Singamalon,Defensive Midfield,"Apr 21, 1991 ",32,['France'],France,Metz,"1,80",-,CB
,Antoine Le Tapissier,Defensive Midfield,"Aug 5, 1991 ",32,['France'],France,Nantes,"1,90",-,CM   CB
,Abdel Malik Hsissane,Defensive Midfield,"Jan 28, 1991 ",33,"['Morocco', 'France']",France,Nîmes,"1,86",-,CM
,Lilian Lorthiois,Defensive Midfield,"Jun 20, 1991 ",32,['France'],France,Roubaix,,-,CM
,Fouad Rachid,Defensive Midfield,"Nov 15, 1991 ",32,"['Comoros', 'France']",France,Mayotte,"1,63",-,CM
,Toufik Guerabis,Defensive Midfield,"Jul 31, 1991 ",32,"['Algeria', 'France']",France,,"1,79",-,
20.0,Jason Buaillon,Defensive Midfield,"Oct 5, 1991 ",32,['France'],France,Le Mans,"1,75",-,LB   RB
,Pierre‑Baptiste Baherlé,Defensive Midfield,"Jul 7, 1991 ",32,['France'],France,Cucq,"1,80",-,CM   RM
,Johan Blonbou,Defensive Midfield,"Jun 16, 1991 ",32,['France'],France,Bordeaux,"1,80",-,CM
,Isaac Koné,Defensive Midfield,"Jan 3, 1991 ",33,"[""Cote d'Ivoire"", 'France']",France,Paris,"1,81",-,CB   CM
8.0,Ousseynou Cissé,Defensive Midfield,"Apr 7, 1991 ",32,"['Mali', 'France']",France,Suresnes,"1,95",-,CB
,Gueïda Fofana,Defensive Midfield,"May 16, 1991 ",32,"['France', 'Mali']",France,Le Havre,"1,82",-,CB   CM
,Guillaume Velez,Defensive Midfield,"May 13, 1991 ",32,['France'],France,Toulouse,"1,78",-,CM   AM
,Blanstel Koussalouka,Defensive Midfield,"Oct 25, 1991 ",32,"['France', 'Congo']",France,Les Lilas,"1,87",-,
,Rémi Elissalde,Defensive Midfield,"Jan 1, 1991 ",33,['France'],France,Biarritz,"1,83",-,CM
,Oumar Touré,Defensive Midfield,"Jul 14, 1991 ",32,"['France', 'Guinea']",France,Vichy,"1,74",-,
,Hamadi Ayari,Defensive Midfield,"Jan 8, 1991 ",33,"['France', 'Tunisia']",France,La Tronche,"1,78",-,RB   LB
,Kévin Diogo,Defensive Midfield,"Jul 8, 1991 ",32,"['France', 'Portugal']",France,Sens,"1,81",-,CB
26.0,Nampalys Mendy,Defensive Midfield,"Jun 23, 1992 ",31,"['Senegal', 'France']",France,La Seyne-sur-Mer,"1,68",€3.00m,CM
7.0,Christophe Vincent,Defensive Midfield,"Nov 8, 1992 ",31,['France'],France,Bastia,"1,78",€500k,CM
6.0,Remi Mulumba,Defensive Midfield,"Nov 2, 1992 ",31,"['DR Congo', 'France']",France,Abbeville,"1,78",€350k,CM
4.0,Sacha Petshi,Defensive Midfield,"Jun 21, 1992 ",31,"['France', 'DR Congo']",France,Villepinte,"1,93",€200k,CM
12.0,Brian Amofa,Defensive Midfield,"Sep 7, 1992 ",31,"['France', 'Ghana']",France,Strasbourg,"1,84",€100k,CM
,Anthony Villa,Defensive Midfield,"Jan 23, 1992 ",32,['France'],France,Béziers,"1,91",-,
,Benjamin Lespérant,Defensive Midfield,"Dec 25, 1992 ",31,['France'],France,Marseille,,-,
,Morgan Biancone,Defensive Midfield,"Oct 9, 1992 ",31,['France'],France,Saint-Raphaël,"1,86",-,CM   CB
,Issa Niakaté,Defensive Midfield,"Oct 9, 1992 ",31,"['France', 'Mali']",France,Saint-Denis,"1,83",-,CB
12.0,Théo Bloudeau,Defensive Midfield,"Mar 12, 1992 ",31,['France'],France,Angers,"1,89",-,
25.0,Benjamin Brélivet,Defensive Midfield,"Apr 25, 1992 ",31,['France'],France,Grenoble,"1,74",-,CB   RB
,Mahamadou Cisse,Defensive Midfield,"May 1, 1992 ",31,['France'],France,,"1,88",-,CM   AM
,Ulysse Ndong,Defensive Midfield,"Nov 24, 1992 ",31,"['Gabon', 'France']",France,Paris,"1,75",-,RB   CB
21.0,Amos Youga,Defensive Midfield,"Dec 8, 1992 ",31,"['Central African Republic', 'France']",France,Villeurbanne,"1,86",€700k,CM   CB
10.0,Amine,Defensive Midfield,"Nov 4, 1992 ",31,"['Morocco', 'France']",France,Ermont,"1,84",€400k,CM
26.0,Thibault Sinquin,Defensive Midfield,"May 26, 1992 ",31,['France'],France,Quimper,"1,80",€200k,CM
38.0,Timothée Dieng,Defensive Midfield,"Apr 9, 1992 ",31,"['France', 'Senegal']",France,Grenoble,"1,89",€150k,CB   CM
,Alexandre Yvard,Defensive Midfield,"Jan 10, 1992 ",32,['France'],France,Le Mans,"1,78",-,
,Guillaume Renier,Defensive Midfield,"Sep 16, 1992 ",31,['France'],France,Vitré,,-,CB
,Yohan Crolet,Defensive Midfield,"Aug 14, 1992 ",31,['France'],France,Lons-le-Saunier,"1,78",-,
,Tarik Kharouni,Defensive Midfield,"May 6, 1992 ",31,['France'],France,La Garenne-Colombes,"1,87",-,CB
20.0,Saïd Dardouri,Defensive Midfield,"Jun 20, 1992 ",31,"['France', 'Morocco']",France,Guebwiller,"1,73",-,RB   RM
,Mahamadou Traoré,Defensive Midfield,"Feb 17, 1992 ",32,['France'],France,Villeneuve-Saint-Georges,"1,80",-,
,Sofiane El Rhayti,Defensive Midfield,"Sep 13, 1992 ",31,"['Morocco', 'France']",France,Saint-Vallier,"1,80",-,CM
,Salim Baghdad,Defensive Midfield,"Sep 11, 1992 ",31,"['France', 'Algeria']",France,Toulouse,"1,80",-,CM
5.0,Rachid Erragui,Defensive Midfield,"Oct 11, 1992 ",31,"['France', 'Morocco']",France,,"1,89",-,AM   CM
,Maxime Moisy,Defensive Midfield,"Oct 13, 1992 ",31,['France'],France,Aire-sur-l'Adour,"1,80",-,LB   CM
,İhsan Yelis,Defensive Midfield,"Dec 12, 1992 ",31,"['Türkiye', 'France']",France,Alsace,,-,
,Thomas Battaglia,Defensive Midfield,"Aug 5, 1992 ",31,['France'],France,Metz,"1,85",-,CB   AM
,Zahir Gacem,Defensive Midfield,"Jun 16, 1992 ",31,"['France', 'Algeria']",France,Melun,"1,90",-,CB
,Denis Mayele,Defensive Midfield,"Jun 16, 1992 ",31,['France'],France,,"1,83",-,
,Jérémy Lauratet,Defensive Midfield,"Jun 25, 1992 ",31,['France'],France,Metz,"1,92",-,
3.0,Yann Djabou,Defensive Midfield,"Apr 8, 1992 ",31,"['France', 'Algeria']",France,Créteil,,-,
17.0,Elie Ehua,Defensive Midfield,"Jan 16, 1992 ",32,"['France', ""Cote d'Ivoire""]",France,Saint-Cyr-l'École,"1,72",-,RB   CB
,Raphaël Gherardi,Defensive Midfield,"Jun 1, 1992 ",31,"['France', 'Italy']",France,Le Blanc Mesnil,"1,77",-,CM
,Gauthier Mahoto,Defensive Midfield,"Feb 2, 1992 ",32,"['France', 'DR Congo']",France,,"1,85",-,
,Valentin Hauswirth,Defensive Midfield,"Aug 28, 1992 ",31,['Germany'],France,Châteauroux,"1,84",-,CB
8.0,Thibault Maquart,Defensive Midfield,"Aug 31, 1992 ",31,['France'],France,Villers-Semeuse,"1,84",-,LM
,Abdoulaye Coulibaly,Defensive Midfield,"Jun 1, 1992 ",31,"['France', 'Mali']",France,Drancy,"1,93",-,CM   CB
5.0,Diaguely Dabo,Defensive Midfield,"Aug 26, 1992 ",31,"['France', 'Mali']",France,Saint-Leu,"1,89",-,CM
,Charles-Élie Laprevotte,Defensive Midfield,"Oct 4, 1992 ",31,['France'],France,Nancy,"1,81",-,CM
