Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
,Florian Fabre,Central Midfield,"Feb 4, 1987 ",37,France,France,Nimes,"1,74",-,DM,France,,DM,
,Karim Meliani,Central Midfield,"Sep 3, 1987 ",36,"Algeria, France",France,Nanterre,"1,84",-,AM   DM,Algeria, France,AM,DM
,Gaëtano Muraglia,Central Midfield,"Jan 19, 1987 ",37,France,France,Grande-Synthe,"1,82",-,,France,,,
,Etienne Cousyn,Central Midfield,"Aug 18, 1987 ",36,France,France,Le Puy-en-Velay,"1,79",-,,France,,,
,Mathieu Bouyer,Central Midfield,"Jan 17, 1987 ",37,France,France,Nantes,"1,80",-,,France,,,
10.0,Amaury Bischoff,Central Midfield,"Mar 31, 1987 ",36,"Portugal, France",France,Colmar,"1,77",-,AM   DM,Portugal, France,AM,DM
15.0,Pierrick Capelle,Central Midfield,"Apr 15, 1987 ",36,France,France,Lesquin,"1,81",€250k,DM   LB,France,,DM,LB
,Simon Elissalt,Central Midfield,"Dec 20, 1987 ",36,France,France,Mont-de-Marsan,"1,74",-,AM,France,,AM,
,Va Sokthorn,Central Midfield,"Jul 14, 1987 ",36,"Cambodia, France",France,Le Cruesot,,-,,Cambodia, France,,
8.0,Djaid Kasri,Central Midfield,"Feb 27, 1987 ",37,"France, Algeria",France,Villeneuve-Saint-Georges,"1,80",-,AM,France, Algeria,AM,
,Mohamed Naguez,Central Midfield,"Jan 26, 1987 ",37,"Tunisia, France",France,Autin,"1,78",-,DM,Tunisia, France,DM,
,Kadar Hassan,Central Midfield,"May 23, 1987 ",36,"Djibouti, France",France,Lille,"1,76",-,LM,Djibouti, France,LM,
18.0,Mohamed Diamé,Central Midfield,"Jun 14, 1987 ",36,"Senegal, France",France,Creteil,"1,84",-,DM   CB,Senegal, France,DM,CB
,Blaise Matuidi,Central Midfield,"Apr 9, 1987 ",36,"France, Angola",France,Toulouse,"1,75",-,LM   DM,France, Angola,LM,DM
,Ahmed Yahiaoui,Central Midfield,"Jan 12, 1987 ",37,"France, Algeria",France,Marseille,"1,77",-,DM,France, Algeria,DM,
76.0,Fayçal Fajr,Central Midfield,"Aug 1, 1988 ",35,"Morocco, France",France,Rouen,"1,79",€1.00m,AM   LW,Morocco, France,AM,LW
7.0,Lossémy Karaboué,Central Midfield,"Mar 18, 1988 ",35,"""Cote dIvoire"", France",France,Paris,"1,73",€200k,AM   DM,"""Cote dIvoire""", France,AM,DM
,Kévin Bru,Central Midfield,"Dec 12, 1988 ",35,"Mauritius, France",France,Paris,"1,83",€10k,AM   DM,Mauritius, France,AM,DM
,Félicien Gbedinyessi,Central Midfield,"May 2, 1988 ",35,"""Cote dIvoire"", France",France,Paris,"1,71",-,DM   AM,"""Cote dIvoire""", France,DM,AM
,Nicolas Suchet,Central Midfield,"Oct 26, 1988 ",35,France,France,,"1,84",-,DM,France,,DM,
,Mamadou Fofana,Central Midfield,"Jan 7, 1988 ",36,"France, Guinea",France,Sarcelles,"1,82",-,DM   AM,France, Guinea,DM,AM
,Landry Matondo,Central Midfield,"Jul 8, 1988","Jul 8, 1988","France, Congo",France,Amiens,"1,86",-,DM,France, Congo,DM,
,Matthieu Bemba,Central Midfield,"Mar 4, 1988 ",36,"Guadeloupe, France",France,Paris,"1,69",-,DM,Guadeloupe, France,DM,
,Tony Andreu,Central Midfield,"May 22, 1988 ",35,France,France,Cagnes-sur-Mer,"1,78",-,RM   AM,France,,RM,AM
,Bedsenté Gomis,Central Midfield,"Apr 14, 1988 ",35,"France, Senegal",France,Mont-Saint-Aignan,"1,81",-,DM   LM,France, Senegal,DM,LM
,Vincent Nogueira,Central Midfield,"Jan 16, 1988 ",36,"France, Portugal",France,Besancon,"1,70",-,DM   AM,France, Portugal,DM,AM
4.0,Jimmy Roye,Central Midfield,"Sep 8, 1988 ",35,France,France,Paris,"1,75",€300k,DM   AM,France,,DM,AM
39.0,Aliou Dembélé,Central Midfield,"Feb 1, 1988 ",36,"France, Mali",France,Pontoise,"1,68",€50k,DM,France, Mali,DM,
,Jimmy Cannac,Central Midfield,"Jan 27, 1988 ",36,France,France,Sete,"1,78",-,,France,,,
,Fabien Gonzalez,Central Midfield,"Jul 16, 1988 ",35,France,France,Thionville,"1,80",-,DM,France,,DM,
,Brahim Nabil Bounab,Central Midfield,"Apr 28, 1988 ",35,"France, Algeria",France,Frejus,"1,83",-,,France, Algeria,,
,Loïc Puyo,Central Midfield,"Dec 19, 1988 ",35,France,France,Orleans,"1,82",-,DM   LM,France,,DM,LM
,Raphaël Lecomte,Central Midfield,"May 22, 1988 ",35,France,France,Guingamp,"1,78",-,AM   DM,France,,AM,DM
,Jimmy Dechène,Central Midfield,"Mar 28, 1988 ",35,France,France,Annecy,"1,83",-,AM,France,,AM,
,Geoffrey Tulasne,Central Midfield,"Feb 24, 1988 ",36,France,France,Peronne,"1,75",-,,France,,,
,Pierrick Valdivia,Central Midfield,"Apr 18, 1988 ",35,France,France,Paris,"1,86",-,DM,France,,DM,
,Maxime Jasse,Central Midfield,"Jan 4, 1988 ",36,France,France,Villefranche-sur-Saone,"1,75",-,,France,,,
17.0,Moussa Sissoko,Central Midfield,"Aug 16, 1989 ",34,"France, Mali",France,Le Blanc-Mesnil,"1,87",€1.20m,DM   RM,France, Mali,DM,RM
,Romain Amalfitano,Central Midfield,"Aug 27, 1989 ",34,France,France,Nizza,"1,75",€300k,AM   RM,France,,AM,RM
,Nassim Nanouche,Central Midfield,"Jul 13, 1989 ",34,"France, Algeria",France,Sartrouville,"1,77",-,,France, Algeria,,
,Jean-Philippe Le Roux,Central Midfield,"May 18, 1989 ",34,France,France,Saint-Renan,,-,CB,France,,CB,
,David Biaou,Central Midfield,"Feb 12, 1989 ",35,France,France,Caen,"1,77",-,,France,,,
,Benoît Patin,Central Midfield,"Aug 13, 1989 ",34,France,France,,"1,87",-,,France,,,
,Anthony Fournier,Central Midfield,"Apr 30, 1989 ",34,France,France,Lyon,"1,78",-,DM,France,,DM,
,Kamel Yesli,Central Midfield,"Apr 24, 1989 ",34,"Algeria, France",France,Fontenay-aux-Roses,"1,75",-,RM   AM,Algeria, France,RM,AM
,Sofiane Gherbi,midfield,N/A ,,,France,,,-,N/A   N/A,,,N/A,N/A
,Mohamed Cherief,Central Midfield,"Jan 2, 1989 ",35,"France, Algeria",France,Straßbourg,"1,78",-,LM   DM,France, Algeria,LM,DM
,Alexandre Da Cunha,Central Midfield,"Jan 9, 1989 ",35,"France, Portugal",France,Soyaux,"1,75",-,,France, Portugal,,
,Jérémy Hardouin,Central Midfield,"Oct 6, 1989 ",34,France,France,Vierzon,"1,77",-,AM,France,,AM,
,Michel Ramon,Central Midfield,"Feb 26, 1989 ",35,"France, Spain",France,Beziers,"1,77",-,AM   DM,France, Spain,AM,DM
15.0,Adrien Silva,Central Midfield,"Mar 15, 1989 ",34,"Portugal, France",France,Angouleme,"1,75",€1.00m,DM   AM,Portugal, France,DM,AM
22.0,Sambou Yatabaré,Central Midfield,"Mar 2, 1989 ",35,"Mali, France",France,Beauvais,"1,90",€50k,DM   RM,Mali, France,DM,RM
16.0,Thomas Poirier,Central Midfield,"Jul 25, 1989 ",34,France,France,Paris,"1,81",-,LM,France,,LM,
,Matthieu Le Boursicaud,Central Midfield,"Oct 24, 1989 ",34,France,France,Vannes,"1,80",-,,France,,,
,Kader Kraichi,Central Midfield,"Feb 17, 1989 ",35,"France, Algeria",France,Nimes,"1,79",-,,France, Algeria,,
,Nordine Benaries,Central Midfield,"Nov 9, 1989 ",34,"France, Algeria",France,Courcouronnes,"1,84",-,AM   RM,France, Algeria,AM,RM
,Michel Moretti,Central Midfield,"May 26, 1989 ",34,France,France,Bastia,"1,75",-,DM,France,,DM,
,Jacques Fey,Central Midfield,"Jun 20, 1989 ",34,France,France,Longjumeau,,-,AM,France,,AM,
,Farid Benramdane,Central Midfield,"Mar 16, 1989 ",34,"Algeria, France",France,Saint-Etienne,"1,84",-,AM,Algeria, France,AM,
,Mathieu Guillaud,Central Midfield,"Aug 5, 1989 ",34,France,France,Saint-Martin-d'Heres,"1,81",-,DM   AM,France,,DM,AM
6.0,Benoît Barros,Central Midfield,"Aug 6, 1989 ",34,France,France,Belfort,"1,78",-,DM,France,,DM,
,Nicolas Bigné,Central Midfield,"Aug 12, 1989 ",34,France,France,Pau,"1,75",-,,France,,,
,Giuseppe Capuano,Central Midfield,"Jan 8, 1989 ",35,"Scotland, Italy",France,Auxerre,"1,78",-,RM,Scotland, Italy,RM,
,Tommy Untereiner,Central Midfield,"Jun 30, 1989 ",34,France,France,Ales,"1,83",-,DM   AM,France,,DM,AM
,Terence Pinto,Central Midfield,"Sep 12, 1989 ",34,"France, Portugal",France,Pau,"1,67",-,LM   AM,France, Portugal,LM,AM
,Kristopher Vicente,Central Midfield,"Mar 6, 1989 ",34,"Belgium, France",France,Dreux,"1,77",-,,Belgium, France,,
,Jules Pardo,Central Midfield,"Apr 14, 1989 ",34,France,France,Saint-Jean-de-Luz,"1,88",-,,France,,,
,Younousse Sankharé,Central Midfield,"Sep 10, 1989 ",34,"Senegal, France",France,Sarcelles,"1,84",-,DM   AM,Senegal, France,DM,AM
5.0,David Simão,Central Midfield,"May 15, 1990 ",33,"Portugal, France",France,Versailles,"1,83",€250k,AM   DM,Portugal, France,AM,DM
,Karim Azamoum,Central Midfield,"Jan 17, 1990 ",34,"France, Algeria",France,Rognac,"1,78",€200k,DM   AM,France, Algeria,DM,AM
,Halim Zouaoui,Central Midfield,"Jun 20, 1990 ",33,France,France,Lyon,"1,70",-,,France,,,
,Rachid Yatim,Central Midfield,"Apr 22, 1990 ",33,"Morocco, France",France,Montfermeil,"1,79",-,AM,Morocco, France,AM,
,Etienne Rubion,Central Midfield,"Oct 27, 1990 ",33,France,France,Rennes,"1,76",-,AM,France,,AM,
,François Borgniet,Central Midfield,"Aug 2, 1990 ",33,France,France,Charleville-Mezieres,"1,74",-,DM,France,,DM,
,Maxime Tarasconi,Central Midfield,"Apr 6, 1990 ",33,France,France,,"1,75",-,,France,,,
75.0,Thibault Moulin,Central Midfield,"Jan 13, 1990 ",34,France,France,Flers,"1,74",-,DM   AM,France,,DM,AM
,Guillaume Gégousse,Central Midfield,"Mar 14, 1990 ",33,France,France,Ploemeur,"1,70",-,,France,,,
,Guillaume Legras,Central Midfield,"Jan 17, 1990 ",34,France,France,Issoudun,"1,72",-,,France,,,
,Yoan Pivaty,Central Midfield,"Jan 29, 1990 ",34,"Martinique, France",France,Montreuil-sous-Bois,"1,80",-,AM   DM,Martinique, France,AM,DM
,Arnaud Mendy,Central Midfield,"Feb 10, 1990 ",34,"Guinea-Bissau, France",France,Evreux,"1,87",-,CB   RM,Guinea-Bissau, France,CB,RM
,Sonny Bosz,Central Midfield,"Jul 17, 1990 ",33,Netherlands,France,Toulon,"1,81",-,,Netherlands,,,
6.0,Francis Kembolo,Central Midfield,"Nov 27, 1990 ",33,"France, DR Congo",France,Beziers,"1,66",€200k,DM,France, DR Congo,DM,
10.0,Dani Kouch,Central Midfield,"Oct 11, 1990 ",33,"Cambodia, France",France,Nantes,"1,64",€50k,,Cambodia, France,,
,Kévin Bacle,Central Midfield,"Aug 6, 1990 ",33,France,France,Bressuire,"1,82",-,,France,,,
7.0,Sackre Gbohou,Central Midfield,"Jun 15, 1990 ",33,"France, ""Cote dIvoire""",France,Nantes,"1,78",-,AM   DM,France," ""Cote dIvoire""",AM,DM
,Adem Denizer,Central Midfield,"May 1, 1990 ",33,"France, Türkiye",France,Valence,,-,AM,France, Türkiye,AM,
,Halifa Soulé,Central Midfield,"Nov 12, 1990 ",33,"Comoros, France",France,Gonesse,"1,74",-,AM   DM,Comoros, France,AM,DM
,Joël Saki,Central Midfield,"Nov 20, 1990 ",33,"France, ""Cote dIvoire""",France,Juvisy-sur-Orge,"1,82",-,AM   DM,France," ""Cote dIvoire""",AM,DM
,Lucas Plautz,Central Midfield,N/A ,33,,France,Straßburg,,-,,,,,
,Mickaël Diakota,Central Midfield,"Oct 6, 1990 ",33,"France, DR Congo",France,Paris,"1,80",-,DM,France, DR Congo,DM,
,Walid Chenine,Central Midfield,"Apr 27, 1990 ",33,"Algeria, France",France,Toulouse,"1,80",-,LW   AM,Algeria, France,LW,AM
,Gaëtan Caro,Central Midfield,"Jun 15, 1990 ",33,France,France,Lehon,"1,75",-,DM,France,,DM,
,Maël Illien,Central Midfield,"Aug 30, 1990 ",33,France,France,Guingamp,"1,90",-,DM   CB,France,,DM,CB
14.0,Yancoub Meité,Central Midfield,"Feb 10, 1990 ",34,"""Cote dIvoire"", France",France,Paris,"1,75",-,DM,"""Cote dIvoire""", France,DM,
,Soni Mustivar,Central Midfield,"Feb 12, 1990 ",34,"Haiti, France",France,Aubervilliers,"1,75",-,DM   RM,Haiti, France,DM,RM
24.0,Xavier Chavalerin,Central Midfield,"Mar 7, 1991 ",32,France,France,Villeurbanne,"1,79",€1.50m,DM   LM,France,,DM,LM
19.0,Clément Grenier,Central Midfield,"Jan 7, 1991 ",33,France,France,Annonay,"1,86",€600k,AM,France,,AM,
14.0,Jordan Marié,Central Midfield,"Sep 29, 1991 ",32,France,France,Epinal,"1,78",€300k,DM   LB,France,,DM,LB
20.0,Loïc Damour,Central Midfield,"Jan 8, 1991 ",33,"France, Réunion",France,Soisy-sous-Montmorency,"1,78",€150k,DM   AM,France, Réunion,DM,AM
7.0,Jordan Debal,Central Midfield,"Jul 15, 1991 ",32,France,France,Le Puy-en-Velay,"1,82",-,AM   LW,France,,AM,LW
22.0,Jaime Palhares,Central Midfield,"Jan 22, 1991 ",33,"France, Angola",France,Paris,"1,84",-,AM   DM,France, Angola,AM,DM
13.0,Capelo,Central Midfield,"Jan 14, 1991 ",33,"Portugal, France",France,,"1,79",-,,Portugal, France,,
22.0,Matthieu Ezikian,Central Midfield,"Oct 25, 1991 ",32,"France, Armenia",France,Strasbourg,"1,82",-,AM   DM,France, Armenia,AM,DM
,Tony Ribeiro,Central Midfield,"Feb 4, 1991 ",33,France,France,Reims,"1,72",-,,France,,,
,Iliesse Lamhaf,Central Midfield,"Jan 14, 1991 ",33,"France, Morocco",France,Toulouse,"1,85",-,RM,France, Morocco,RM,
,Floris Isola,Central Midfield,"Oct 31, 1991 ",32,France,France,Sete,"1,78",-,,France,,,
,Maxime Rousseau,Central Midfield,"Aug 19, 1991 ",32,France,France,Chateau-Gontier,"1,80",-,DM   AM,France,,DM,AM
,Sofiane Khadda,Central Midfield,"Dec 23, 1991 ",32,"France, Algeria",France,Vesoul,"1,81",-,AM   LM,France, Algeria,AM,LM
10.0,Mehdi Bourabia,Central Midfield,"Aug 7, 1991 ",32,"Morocco, France",France,Dijon,"1,83",€1.00m,DM   AM,Morocco, France,DM,AM
22.0,Adrien Trébel,Central Midfield,"Mar 3, 1991 ",33,"Madagascar, France",France,Dreux,"1,74",€350k,AM   DM,Madagascar, France,AM,DM
,Tristan Dingomé,Central Midfield,"Feb 17, 1991 ",33,"Cameroon, France",France,Les Ulis,"1,74",€300k,AM   DM,Cameroon, France,AM,DM
7.0,Enzo Réale,Central Midfield,"Oct 7, 1991 ",32,"France, Italy",France,Venissieux,"1,75",€50k,DM   AM,France, Italy,DM,AM
,Taylor Salibur,Central Midfield,"Oct 19, 1991 ",32,"France, Guadeloupe",France,Meaux,"1,67",-,AM   SS,France, Guadeloupe,AM,SS
,Dahane El Harchi,Central Midfield,"Sep 27, 1991 ",32,France,France,Besancon,"1,69",-,,France,,,
6.0,Victor Elissalt,Central Midfield,"Nov 23, 1991 ",32,France,France,Mont-de-Marsan,"1,80",-,AM   DM,France,,AM,DM
21.0,Dersim Karakurt,Central Midfield,"Mar 15, 1991 ",32,Türkiye,France,Dijon,,-,DM,Türkiye,,DM,
,Mickaël Pereira,Central Midfield,"Sep 28, 1991 ",32,"Portugal, France",France,Grenoble,"1,79",-,RB   DM,Portugal, France,RB,DM
,Slimane Bouadla,Central Midfield,"May 3, 1991 ",32,"France, Algeria",France,Rosny-sous-Bois,"1,72",-,,France, Algeria,,
9.0,Mehdi Terki,Central Midfield,"Sep 27, 1991 ",32,"Algeria, France",France,Maubeuge,"1,85",-,DM   AM,Algeria, France,DM,AM
,Augustin Hamidouche,midfield,N/A ,,,France,,,-,,,,,
,Hugo Rodriguez,Central Midfield,"Apr 2, 1991 ",32,France,France,Montpellier,"1,79",-,AM   DM,France,,AM,DM
,Yohan Garric,Central Midfield,"Apr 19, 1991 ",32,France,France,Albi,"1,79",-,,France,,,
,Pierrick Rakotoharisoa,Central Midfield,"Jun 4, 1991 ",32,"France, Madagascar",France,Sainte-Adresse,"1,74",-,AM,France, Madagascar,AM,
6.0,Anthony Rogie,Central Midfield,"Jun 2, 1991 ",32,France,France,Douai,"1,86",-,DM,France,,DM,
,Florian Makhedjouf,Central Midfield,"Jan 11, 1991 ",33,"Algeria, France",France,Ivry-sur-Seine,"1,87",-,DM,Algeria, France,DM,
12.0,Jordan Ferri,Central Midfield,"Mar 12, 1992 ",31,France,France,Cavaillon,"1,73",€5.00m,DM,France,,DM,
5.0,Florian Tardieu,Central Midfield,"Apr 22, 1992 ",31,France,France,Istres,"1,81",€1.20m,DM,France,,DM,
21.0,Steeve Beusnard,Central Midfield,"Jun 27, 1992 ",31,France,France,Lattes,"1,70",€500k,AM   DM,France,,AM,DM
20.0,Rayane Aabid,Central Midfield,"Jan 19, 1992 ",32,"France, Morocco",France,Villeneuve-d'Ascq,"1,78",€400k,AM   DM,France, Morocco,AM,DM
,Chafik Tigroudja,Central Midfield,"Jan 16, 1992 ",32,"France, Algeria",France,Lille,"1,76",€325k,,France, Algeria,,
24.0,Sofiane Bendaoud,Central Midfield,"Aug 24, 1992 ",31,"France, Algeria",France,Saint-Chamond,"1,78",€200k,DM,France, Algeria,DM,
6.0,Guessouma Fofana,Central Midfield,"Dec 17, 1992 ",31,"Mauritania, France",France,Le Havre,"1,86",€200k,AM   DM,Mauritania, France,AM,DM
,Hicham Akroum,Central Midfield,"Jun 21, 1992 ",31,"France, Morocco",France,,"1,85",-,,France, Morocco,,
,Bamou Diakhité,Central Midfield,"Dec 14, 1992 ",31,"France, Senegal",France,Argenteuil,"1,88",-,DM,France, Senegal,DM,
,Walid Abdelali,Central Midfield,"Nov 12, 1992 ",31,"France, Algeria",France,Paris,"1,80",-,LM   LB,France, Algeria,LM,LB
,Mehdi Belbachir,Central Midfield,"Jan 21, 1992 ",32,"France, Algeria",France,Bordeaux,"1,69",-,AM,France, Algeria,AM,
,Kévin Bertrand,Central Midfield,"Mar 1, 1992 ",32,"France, Portugal",France,Pontarlier,,-,RM,France, Portugal,RM,
,Morgan Pottier,Central Midfield,"Nov 11, 1992 ",31,France,France,Hyeres,"1,84",-,DM,France,,DM,
19.0,Mehdi Abeid,Central Midfield,"Aug 6, 1992 ",31,"Algeria, France",France,Montreuil,"1,78",€1.80m,DM   AM,Algeria, France,DM,AM
8.0,Jean-Daniel Akpa Akpro,Central Midfield,"Oct 11, 1992 ",31,"""Cote dIvoire"", France",France,Toulouse,"1,80",€1.00m,RM   RB,"""Cote dIvoire""", France,RM,RB
6.0,Bryan Dabo,Central Midfield,"Feb 18, 1992 ",32,"Burkina Faso, France",France,Marseille,"1,87",€500k,DM   RB,Burkina Faso, France,DM,RB
,Saphir Taïder,Central Midfield,"Feb 29, 1992 ",32,"Algeria, France",France,Castres,"1,80",€400k,DM   AM,Algeria, France,DM,AM
10.0,Maxime Blanc,Central Midfield,"Jan 23, 1992 ",32,France,France,Avignon,"1,67",€250k,AM   RW,France,,AM,RW
5.0,Malik Abdelmoula,Central Midfield,"Oct 9, 1992 ",31,"France, Tunisia",France,Mont-Saint-Aignan,"1,81",€200k,DM,France, Tunisia,DM,
21.0,Maguette Diongue,Central Midfield,"Apr 3, 1992 ",31,"France, Senegal",France,Cherbourg,"1,79",€150k,AM,France, Senegal,AM,
,Cédric Léandro,Central Midfield,"Nov 13, 1992 ",31,France,France,Conflans-Sainte-Honorine,,-,RB,France,,RB,
,Gaëtan Lacroix,Central Midfield,"Sep 10, 1992 ",31,France,France,,,-,DM,France,,DM,
,Oumar Diakhité,Central Midfield,"Oct 18, 1992 ",31,France,France,Aulnay-sous-Bois,"1,90",-,AM,France,,AM,
,Richard Del Maroneo,Central Midfield,"Apr 15, 1992 ",31,"France, Bosnia-Herzegovina",France,Calais,"1,72",-,DM   AM,France, Bosnia-Herzegovina,DM,AM
,Julien Fuchs,Central Midfield,"Dec 16, 1992 ",31,France,France,Mulhouse,"1,78",-,AM,France,,AM,
,Virgil Moutaud,Central Midfield,"Nov 6, 1992 ",31,"France, Algeria",France,Bourges,"1,85",-,DM,France, Algeria,DM,
27.0,Adel Khechim,Central Midfield,"Aug 4, 1992 ",31,"Tunisia, France",France,Vierzon,"1,81",-,DM   AM,Tunisia, France,DM,AM
,Nigel Kambala,Central Midfield,"Jun 5, 1992 ",31,France,France,Metz,"1,83",-,DM,France,,DM,
,Arthur Delalande,Central Midfield,"May 18, 1992 ",31,France,France,Saint-Malo,"1,86",-,AM   DM,France,,AM,DM
,Anthony Graciet,Central Midfield,"Jul 2, 1992 ",31,France,France,Bayonne,"1,86",-,,France,,,
,Brice Irie-Bi,Central Midfield,"Jul 11, 1992 ",31,"France, ""Cote dIvoire""",France,Villiers-le-Bel,"1,79",-,,France," ""Cote dIvoire""",,
,Antoine Capinielli,Central Midfield,"Mar 2, 1992 ",32,France,France,Bastia,,-,,France,,,
,Cheick Kourouma,Central Midfield,"Jul 27, 1992 ",31,"France, Guinea",France,Bourg-la-Reine,"1,82",-,,France, Guinea,,
,Kevin Utshinga,Central Midfield,"Oct 4, 1992 ",31,France,France,Paris,"1,75",-,DM,France,,DM,
13.0,Timothée Taufflieb,Central Midfield,"Dec 1, 1992 ",31,France,France,Colombes,"1,72",-,RM   AM,France,,RM,AM
11.0,Guillaume Khous,Central Midfield,"Aug 18, 1992 ",31,"France, Liechtenstein",France,Tremblay-en-France,"1,75",-,AM   LM,France, Liechtenstein,AM,LM
12.0,Hermann-Dieter Baka,Central Midfield,"Aug 14, 1992 ",31,"France, ""Cote dIvoire""",France,Colombes,"1,95",-,DM   AM,France," ""Cote dIvoire""",DM,AM
,Anthoni Cabon,Central Midfield,"Aug 9, 1992 ",31,France,France,Martigues,"1,75",-,,France,,,
21.0,Bastien Héry,Central Midfield,"Mar 23, 1992 ",31,"Madagascar, France",France,Brou-sur-Chantereine,"1,75",-,DM,Madagascar, France,DM,
,Freddy Drogba,Central Midfield,"Feb 22, 1992 ",32,"""Cote dIvoire"", France",France,Ivry-sur-Seine,"1,83",-,,"""Cote dIvoire""", France,,
,Julian Michel,Central Midfield,"Feb 19, 1992 ",32,"France, Morocco",France,Echirolles,"1,80",-,AM   LW,France, Morocco,AM,LW
27.0,Jordan Veretout,Central Midfield,"Mar 1, 1993 ",31,France,France,Ancenis,"1,77",€15.00m,DM   AM,France,,DM,AM
10.0,Teddy Teuma,Central Midfield,"Sep 30, 1993 ",30,"Malta, France",France,Toulon,"1,76",€7.00m,AM   DM,Malta, France,AM,DM
14.0,Sanjin Prcic,Central Midfield,"Nov 20, 1993 ",30,"Bosnia-Herzegovina, France",France,Belfort,"1,81",€2.50m,DM,Bosnia-Herzegovina, France,DM,
92.0,Marvin Gakpa,Central Midfield,"Nov 1, 1993 ",30,"France, Algeria",France,Dunkerque,"1,82",€450k,RM   LM,France, Algeria,RM,LM
5.0,Clément Couturier,Central Midfield,"Sep 13, 1993 ",30,"Madagascar, France",France,Chaumont,"1,83",€225k,AM,Madagascar, France,AM,
,Ferris N'Goma,Central Midfield,"Jun 15, 1993 ",30,"France, DR Congo",France,Limoges,"1,75",€200k,LM   RM,France, DR Congo,LM,RM
12.0,Ibrahim Sacko,Central Midfield,"May 24, 1993 ",30,"France, Mali",France,Meulan-en-Yvelines,"1,76",€100k,AM,France, Mali,AM,
,Gautier Thomine,Central Midfield,"Apr 21, 1993 ",30,France,France,Croix,,-,,France,,,
,Sonny Dupuis,Central Midfield,"May 31, 1993 ",30,France,France,Nantes,"1,77",-,AM,France,,AM,
,Aikel Gadacha,Central Midfield,"Mar 29, 1993 ",30,"France, Algeria",France,Toulon,"1,78",-,DM,France, Algeria,DM,
,Mathieu,Central Midfield,"Mar 30, 1993 ",30,"Portugal, France",France,,"1,86",-,DM,Portugal, France,DM,
,Moulaye N'Diaye,Central Midfield,"Oct 24, 1993 ",30,"France, Senegal",France,Paris,"1,90",-,DM,France, Senegal,DM,
,Modibo Dembélé,Central Midfield,"Aug 14, 1993 ",30,"Mali, France",France,Thiais,"1,70",-,DM,Mali, France,DM,
16.0,Abdoulaye Doucouré,Central Midfield,"Jan 1, 1993 ",31,"Mali, France",France,Meulan-en-Yvelines,"1,83",€12.00m,DM   AM,Mali, France,DM,AM
13.0,Flavien Tait,Central Midfield,"Feb 2, 1993 ",31,France,France,Longjumeau,"1,76",€3.00m,LM   RM,France,,LM,RM
8.0,Achraf Harmach,Central Midfield,"Jan 16, 1993 ",31,"Morocco, France",France,La Reole,"1,76",€600k,DM,Morocco, France,DM,
8.0,Eddy Gnahoré,Central Midfield,"Nov 14, 1993 ",30,"France, ""Cote dIvoire""",France,Villeneuve-la-Garenne,"1,88",€400k,AM   DM,France," ""Cote dIvoire""",AM,DM
8.0,Rachid Aït-Atmane,Central Midfield,"Feb 4, 1993 ",31,"Algeria, France",France,Bobigny,"1,90",€225k,DM   AM,Algeria, France,DM,AM
,Wilfried Zahibo,Central Midfield,"Aug 21, 1993 ",30,"Central African Republic, France",France,Marseille,"1,91",€150k,DM,Central African Republic, France,DM,
,Benjamin Guilbaud,Central Midfield,"May 29, 1993 ",30,France,France,Chartres,,-,,France,,,
6.0,Richie Dilemfu,Central Midfield,"May 3, 1993 ",30,"France, DR Congo",France,Amiens,"1,76",-,AM,France, DR Congo,AM,
,Corentin Chauve,Central Midfield,"Sep 1, 1993 ",30,France,France,Clermont-Ferrand,"1,82",-,DM   AM,France,,DM,AM
,Paul Huysman,Central Midfield,"Nov 8, 1993 ",30,France,France,Caen,"1,86",-,,France,,,
4.0,Christopher Baptista,Central Midfield,"Jan 28, 1993 ",31,"France, Portugal",France,Lagny-sur-Marne,"1,74",-,AM,France, Portugal,AM,
,Fabien Lippmann,Central Midfield,"Mar 30, 1993 ",30,France,France,Villeneuve-Saint-Georges,"1,79",-,RB   RM,France,,RB,RM
,Mohamed Maouche,Central Midfield,"Jan 10, 1993 ",31,"France, Algeria",France,Ambilly,"1,80",-,DM   AM,France, Algeria,DM,AM
66.0,Mikail Koçak,Central Midfield,"Jun 23, 1993 ",30,Türkiye,France,-,"1,76",-,AM   DM,Türkiye,,AM,DM
,Servan Taştan,Central Midfield,"May 20, 1993 ",30,"Türkiye, France",France,Marseille,"1,78",-,AM   DM,Türkiye, France,AM,DM
,Arnaud Honoré,Central Midfield,"Mar 22, 1993 ",30,"France, Martinique",France,Suresnes,"1,82",-,AM   RW,France, Martinique,AM,RW
,Florian Sansone,Central Midfield,"Mar 13, 1993 ",30,France,France,Nimes,"1,82",-,,France,,,
,Eliott Sorin,Central Midfield,"Mar 1, 1993 ",31,France,France,Rennes,"1,80",-,DM,France,,DM,
,Merwan Mebrak,Central Midfield,"Mar 31, 1993 ",30,"France, Algeria",France,Montbeliard,,-,DM   CB,France, Algeria,DM,CB
,Chris Mundala,Central Midfield,"Jul 30, 1993 ",30,"France, DR Congo",France,Paris,"1,77",-,CB,France, DR Congo,CB,
6.0,Sébastien Flochon,Central Midfield,"Jan 19, 1993 ",31,France,France,Lyon,"1,81",-,AM,France,,AM,
